,index,NOC,Year,Season,Host,athlete_count,Population,GDP per capita,Gold,Silver,Bronze,country_medal_total,olympic_total,medal_share
619,2441,MLT,1996,Summer,0,10,379905.0,16932.05,0.0,0.0,0.0,0.0,832.0,0.0
620,2487,MOZ,1996,Summer,0,3,15960445.0,1325.6,0.0,0.0,1.0,1.0,832.0,0.001201923076923077
621,2496,MRI,1996,Summer,0,25,1133996.0,12841.93,0.0,0.0,0.0,0.0,832.0,0.0
622,2505,MTN,1996,Summer,0,4,2372900.0,1873.05,0.0,0.0,0.0,0.0,832.0,0.0
623,2522,MYA,1996,Summer,0,3,44452203.0,1469.03,0.0,0.0,0.0,0.0,832.0,0.0
624,2529,NAM,1996,Summer,0,10,1663378.0,5687.12,0.0,2.0,0.0,2.0,832.0,0.002403846153846154
625,2542,NCA,1996,Summer,0,9,4741571.0,2395.2,0.0,0.0,0.0,0.0,832.0,0.0
626,2584,NED,1996,Summer,0,153,15530498.0,31811.74,4.0,5.0,10.0,19.0,832.0,0.02283653846153846
627,2603,NEP,1996,Summer,0,6,22090352.0,1511.73,0.0,0.0,0.0,0.0,832.0,0.0
628,2624,NGR,1996,Summer,0,54,110668784.0,1924.09,2.0,1.0,3.0,6.0,832.0,0.007211538461538462
629,2636,NIG,1996,Summer,0,3,9826600.0,712.86,0.0,0.0,0.0,0.0,832.0,0.0
630,2680,NOR,1996,Summer,0,78,4381336.0,43133.14,2.0,2.0,3.0,7.0,832.0,0.008413461538461538
631,2725,NZL,1996,Summer,0,100,3732000.0,24321.25,3.0,2.0,1.0,6.0,832.0,0.007211538461538462
632,2739,OMA,1996,Summer,0,5,2236652.0,16491.17,0.0,0.0,0.0,0.0,832.0,0.0
633,2756,PAK,1996,Summer,0,9,127349293.0,2979.81,0.0,0.0,0.0,0.0,832.0,0.0
634,2775,PAN,1996,Summer,0,9,2796291.0,8652.08,0.0,0.0,0.0,0.0,832.0,0.0
635,2787,PAR,1996,Summer,0,7,4887638.0,5360.74,0.0,0.0,0.0,0.0,832.0,0.0
636,2808,PER,1996,Summer,0,23,24753825.0,5739.79,0.0,0.0,0.0,0.0,832.0,0.0
637,2834,PHI,1996,Summer,0,18,71401743.0,3790.78,0.0,1.0,0.0,1.0,832.0,0.001201923076923077
638,2895,POL,1996,Summer,0,161,38624370.0,10066.17,7.0,5.0,5.0,17.0,832.0,0.020432692307692308
639,2927,POR,1996,Summer,0,98,10063945.0,19939.31,1.0,0.0,1.0,2.0,832.0,0.002403846153846154
640,2946,PRK,1996,Summer,0,32,22113428.0,1733.1,2.0,1.0,2.0,5.0,832.0,0.006009615384615385
641,2971,PUR,1996,Summer,0,71,3724655.0,21856.02,0.0,0.0,1.0,1.0,832.0,0.001201923076923077
642,2981,QAT,1996,Summer,0,10,522531.0,22395.26,0.0,0.0,0.0,0.0,832.0,0.0
643,3020,ROU,1996,Summer,0,231,22619004.0,6476.47,4.0,7.0,9.0,20.0,832.0,0.02403846153846154
644,3046,RSA,1996,Summer,0,83,42241007.0,6725.79,3.0,1.0,1.0,5.0,832.0,0.006009615384615385
645,3061,RUS,1996,Summer,0,418,148160129.0,8479.38,26.0,21.0,16.0,63.0,832.0,0.07572115384615384
646,3075,RWA,1996,Summer,0,4,6013112.0,976.41,0.0,0.0,0.0,0.0,832.0,0.0
647,3108,SEN,1996,Summer,0,9,8912872.0,1866.34,0.0,0.0,0.0,0.0,832.0,0.0
648,3119,SEY,1996,Summer,0,9,76417.0,10468.99,0.0,0.0,0.0,0.0,832.0,0.0
649,3135,SGP,1996,Summer,0,28,3670704.0,32724.49,0.0,0.0,0.0,0.0,832.0,0.0
650,3152,SLE,1996,Summer,0,10,4312660.0,1060.56,0.0,0.0,0.0,0.0,832.0,0.0
651,3161,SLO,1996,Summer,0,40,1988628.0,18376.25,0.0,2.0,0.0,2.0,832.0,0.002403846153846154
652,3230,SRI,1996,Summer,0,11,18367290.0,5187.71,0.0,0.0,0.0,0.0,832.0,0.0
653,3237,STP,1996,Summer,0,2,133799.0,2221.05,0.0,0.0,0.0,0.0,832.0,0.0
654,3249,SUD,1996,Summer,0,4,24782384.0,1551.86,0.0,0.0,0.0,0.0,832.0,0.0
655,3295,SUI,1996,Summer,0,130,7071850.0,36720.49,4.0,3.0,0.0,7.0,832.0,0.008413461538461538
656,3319,SVK,1996,Summer,0,89,5373361.0,12622.91,1.0,1.0,1.0,3.0,832.0,0.003605769230769231
657,3369,SWE,1996,Summer,0,148,8840998.0,29012.1,2.0,4.0,2.0,8.0,832.0,0.009615384615384616
658,3385,SWZ,1996,Summer,0,6,945506.0,4514.55,0.0,0.0,0.0,0.0,832.0,0.0
659,3398,SYR,1996,Summer,0,8,14754148.0,9517.37,1.0,0.0,0.0,1.0,832.0,0.001201923076923077
660,3411,TAN,1996,Summer,0,7,30444523.0,979.73,0.0,0.0,0.0,0.0,832.0,0.0
661,3469,THA,1996,Summer,0,45,60130190.0,10458.36,1.0,0.0,1.0,2.0,832.0,0.002403846153846154
662,3478,TJK,1996,Summer,0,8,5851354.0,1559.52,0.0,0.0,0.0,0.0,832.0,0.0
663,3488,TKM,1996,Summer,0,7,4287337.0,3226.98,0.0,0.0,0.0,0.0,832.0,0.0
664,3503,TOG,1996,Summer,0,4,4348808.0,1215.74,0.0,0.0,0.0,0.0,832.0,0.0
665,3547,TTO,1996,Summer,0,16,1257547.0,15004.26,0.0,0.0,2.0,2.0,832.0,0.002403846153846154
666,3563,TUN,1996,Summer,0,25,9267335.0,6388.39,0.0,0.0,1.0,1.0,832.0,0.001201923076923077
667,3597,TUR,1996,Summer,0,58,59423278.0,10644.63,4.0,1.0,1.0,6.0,832.0,0.007211538461538462
668,3614,UAE,1996,Summer,0,4,2539121.0,34042.74,0.0,0.0,0.0,0.0,832.0,0.0
669,3630,UGA,1996,Summer,0,11,21032817.0,1091.53,0.0,0.0,1.0,1.0,832.0,0.001201923076923077
670,3637,UKR,1996,Summer,0,286,51057800.0,4636.63,9.0,2.0,12.0,23.0,832.0,0.027644230769230768
671,3728,USA,1996,Summer,1,555,269394000.0,40412.75,44.0,32.0,25.0,101.0,832.0,0.12139423076923077
672,3740,UZB,1996,Summer,0,78,23225000.0,4452.88,0.0,1.0,1.0,2.0,832.0,0.002403846153846154
673,3772,VEN,1996,Summer,0,44,22385650.0,14211.81,0.0,0.0,0.0,0.0,832.0,0.0
674,3785,VIE,1996,Summer,0,6,76068739.0,2323.05,0.0,0.0,0.0,0.0,832.0,0.0
675,3809,YEM,1996,Summer,0,4,15469274.0,3855.57,0.0,0.0,0.0,0.0,832.0,0.0
676,3853,ZAM,1996,Summer,0,8,9339740.0,1260.73,0.0,1.0,0.0,1.0,832.0,0.001201923076923077
677,3866,ZIM,1996,Summer,0,17,11541215.0,2292.49,0.0,0.0,0.0,0.0,832.0,0.0
678,10,AFG,2004,Summer,0,5,24726689.0,869.04,0.0,0.0,0.0,0.0,914.0,0.0
679,33,ALB,2004,Summer,0,7,3026939.0,6419.87,0.0,0.0,0.0,0.0,914.0,0.0
680,50,ALG,2004,Summer,0,67,32692153.0,9182.29,0.0,0.0,0.0,0.0,914.0,0.0
681,83,ANG,2004,Summer,0,16,18758138.0,3064.3,0.0,0.0,0.0,0.0,914.0,0.0
682,134,ARG,2004,Summer,0,112,38491970.0,14183.23,2.0,0.0,4.0,6.0,914.0,0.006564551422319475
683,146,ARM,2004,Summer,0,19,3000715.0,7229.65,0.0,0.0,0.0,0.0,914.0,0.0
684,209,AUS,2004,Summer,0,377,20127400.0,40887.73,17.0,16.0,17.0,50.0,914.0,0.05470459518599562
685,259,AUT,2004,Summer,0,77,8171966.0,36957.11,2.0,4.0,1.0,7.0,914.0,0.007658643326039387
686,270,AZE,2004,Summer,0,37,8306500.0,5971.47,1.0,0.0,4.0,5.0,914.0,0.005470459518599562
687,298,BAN,2004,Summer,0,4,136986429.0,1812.62,0.0,0.0,0.0,0.0,914.0,0.0
688,310,BAR,2004,Summer,0,15,275283.0,12078.74,0.0,0.0,0.0,0.0,914.0,0.0
689,316,BDI,2004,Summer,0,7,7131688.0,709.74,0.0,0.0,0.0,0.0,914.0,0.0
690,360,BEL,2004,Summer,0,58,10421137.0,35740.35,1.0,0.0,2.0,3.0,914.0,0.0032822757111597373
691,374,BEN,2004,Summer,0,4,7750003.0,1923.72,0.0,0.0,0.0,0.0,914.0,0.0
692,418,BIH,2004,Summer,0,11,3764194.0,7857.38,0.0,0.0,0.0,0.0,914.0,0.0
693,442,BLR,2004,Summer,0,172,9730146.0,11615.69,2.0,5.0,6.0,13.0,914.0,0.014223194748358862
694,468,BOL,2004,Summer,0,11,9069044.0,4330.56,0.0,0.0,0.0,0.0,914.0,0.0
695,478,BOT,2004,Summer,0,8,1765533.0,9329.51,0.0,0.0,0.0,0.0,914.0,0.0
696,505,BRA,2004,Summer,0,203,184006479.0,10949.66,5.0,2.0,3.0,10.0,914.0,0.010940919037199124
697,522,BRN,2004,Summer,0,10,829846.0,23389.6,0.0,0.0,0.0,0.0,914.0,0.0
698,523,BRN,2004,Summer,0,10,359434.0,23389.6,0.0,0.0,0.0,0.0,914.0,0.0
699,567,BUL,2004,Summer,0,112,7716860.0,10853.79,2.0,1.0,9.0,12.0,914.0,0.01312910284463895
700,579,BUR,2004,Summer,0,5,13030576.0,1268.69,0.0,0.0,0.0,0.0,914.0,0.0
701,589,CAF,2004,Summer,0,4,3959883.0,853.18,0.0,0.0,0.0,0.0,914.0,0.0
702,598,CAM,2004,Summer,0,4,13066475.0,1965.88,0.0,0.0,0.0,0.0,914.0,0.0
703,644,CAN,2004,Summer,0,269,31940655.0,39491.57,3.0,6.0,3.0,12.0,914.0,0.01312910284463895
704,683,CHA,2004,Summer,0,1,9734761.0,1200.27,0.0,0.0,0.0,0.0,914.0,0.0
705,738,CHI,2004,Summer,0,26,150722.0,16478.97,2.0,0.0,1.0,3.0,914.0,0.0032822757111597373
706,739,CHI,2004,Summer,0,26,16014972.0,16478.97,2.0,0.0,1.0,3.0,914.0,0.0032822757111597373
707,768,CHN,2004,Summer,0,367,1296075000.0,6067.59,32.0,17.0,14.0,63.0,914.0,0.06892778993435449
708,784,CIV,2004,Summer,0,5,17970493.0,2280.79,0.0,0.0,0.0,0.0,914.0,0.0
709,799,CMR,2004,Summer,0,16,17259322.0,2198.24,1.0,0.0,0.0,1.0,914.0,0.0010940919037199124
710,809,COD,2004,Summer,0,5,53068869.0,464.0,0.0,0.0,0.0,0.0,914.0,0.0
711,837,COL,2004,Summer,0,67,42075953.0,9211.28,0.0,0.0,2.0,2.0,914.0,0.002188183807439825
712,844,COM,2004,Summer,0,3,597230.0,1247.27,0.0,0.0,0.0,0.0,914.0,0.0
713,850,CPV,2004,Summer,0,3,456619.0,4368.05,0.0,0.0,0.0,0.0,914.0,0.0
714,870,CRC,2004,Summer,0,8,4225156.0,10086.78,0.0,0.0,0.0,0.0,914.0,0.0
715,882,CRO,2004,Summer,0,64,4304600.0,16628.57,1.0,2.0,2.0,5.0,914.0,0.005470459518599562
716,907,CUB,2004,Summer,0,133,11250369.0,4561.02,9.0,7.0,11.0,27.0,914.0,0.02954048140043764
717,924,CYP,2004,Summer,0,21,1010410.0,25355.24,0.0,0.0,0.0,0.0,914.0,0.0
718,936,CZE,2004,Summer,0,152,10197101.0,20555.04,1.0,3.0,5.0,9.0,914.0,0.009846827133479213
719,977,DEN,2004,Summer,0,77,5404523.0,41178.56,2.0,1.0,5.0,8.0,914.0,0.0087527352297593
720,994,DMA,2004,Summer,0,2,70387.0,6602.7,0.0,0.0,0.0,0.0,914.0,0.0
721,1009,DOM,2004,Summer,0,22,8974444.0,7441.45,1.0,0.0,0.0,1.0,914.0,0.0010940919037199124
722,1023,ECU,2004,Summer,0,18,13596390.0,7958.92,0.0,0.0,0.0,0.0,914.0,0.0
723,1045,EGY,2004,Summer,0,57,74172073.0,7661.86,1.0,1.0,3.0,5.0,914.0,0.005470459518599562
724,1062,ESA,2004,Summer,0,9,6023801.0,6145.98,0.0,0.0,0.0,0.0,914.0,0.0
725,1101,ESP,2004,Summer,0,295,42921895.0,30088.09,3.0,11.0,6.0,20.0,914.0,0.02188183807439825
726,1122,EST,2004,Summer,0,44,1362550.0,20803.76,0.0,1.0,2.0,3.0,914.0,0.0032822757111597373
727,1138,ETH,2004,Summer,0,27,74239508.0,771.47,2.0,3.0,2.0,7.0,914.0,0.007658643326039387
728,1204,FIN,2004,Summer,0,64,5228172.0,35888.61,0.0,2.0,0.0,2.0,914.0,0.002188183807439825
729,1255,FRA,2004,Summer,0,342,62704901.0,35093.82,11.0,9.0,13.0,33.0,914.0,0.036105032822757115
730,1284,GAB,2004,Summer,0,5,1353788.0,12022.51,0.0,0.0,0.0,0.0,914.0,0.0
731,1293,GAM,2004,Summer,0,3,1496524.0,1585.8,0.0,0.0,0.0,0.0,914.0,0.0
732,1341,GBR,2004,Summer,0,272,59987905.0,34865.78,9.0,9.0,12.0,30.0,914.0,0.03282275711159737
733,1350,GBS,2004,Summer,0,3,1313492.0,1194.67,0.0,0.0,0.0,0.0,914.0,0.0
734,1370,GEO,2004,Summer,0,39,3927340.0,6342.71,2.0,2.0,0.0,4.0,914.0,0.00437636761487965
735,1382,GEQ,2004,Summer,0,2,716949.0,33419.89,0.0,0.0,0.0,0.0,914.0,0.0
736,1413,GER,2004,Summer,0,403,82516260.0,35528.71,13.0,16.0,20.0,49.0,914.0,0.053610503282275714
737,1430,GHA,2004,Summer,0,11,21272328.0,2329.52,0.0,0.0,0.0,0.0,914.0,0.0
738,1475,GRE,2004,Summer,1,300,10955141.0,25780.39,6.0,6.0,4.0,16.0,914.0,0.0175054704595186
739,1503,GUA,2004,Summer,0,19,12682108.0,6070.19,0.0,0.0,0.0,0.0,914.0,0.0
740,1514,GUI,2004,Summer,0,4,8925729.0,1159.83,0.0,0.0,0.0,0.0,914.0,0.0
741,1556,HAI,2004,Summer,0,8,9047082.0,1439.21,0.0,0.0,0.0,0.0,914.0,0.0
742,1573,HKG,2004,Summer,0,35,6783500.0,36052.99,0.0,1.0,0.0,1.0,914.0,0.0010940919037199124
743,1588,HON,2004,Summer,0,5,7282953.0,3686.67,0.0,0.0,0.0,0.0,914.0,0.0
744,1634,HUN,2004,Summer,0,174,10107146.0,16999.01,8.0,6.0,3.0,17.0,914.0,0.018599562363238512
745,1652,INA,2004,Summer,0,29,223285666.0,6180.91,1.0,1.0,2.0,4.0,914.0,0.00437636761487965
746,1683,IND,2004,Summer,0,57,1129623466.0,3212.51,0.0,1.0,0.0,1.0,914.0,0.0010940919037199124
747,1742,IRL,2004,Summer,0,43,4070262.0,47028.86,0.0,0.0,0.0,0.0,914.0,0.0
748,1759,IRQ,2004,Summer,0,8,26313838.0,6061.55,0.0,0.0,0.0,0.0,914.0,0.0
749,1794,ISL,2004,Summer,0,20,292074.0,36209.24,0.0,0.0,0.0,0.0,914.0,0.0
750,1816,ISR,2004,Summer,0,43,6809000.0,25210.88,1.0,0.0,1.0,2.0,914.0,0.002188183807439825
751,1885,ITA,2004,Summer,0,309,57685327.0,34472.13,10.0,11.0,11.0,32.0,914.0,0.0350109409190372
752,1921,JAM,2004,Summer,0,48,2725017.0,7004.98,2.0,1.0,2.0,5.0,914.0,0.005470459518599562
753,1933,JOR,2004,Summer,0,8,5580241.0,9288.62,0.0,0.0,0.0,0.0,914.0,0.0
754,1972,JPN,2004,Summer,0,269,127761000.0,34313.56,16.0,9.0,12.0,37.0,914.0,0.04048140043763676
755,1984,KAZ,2004,Summer,0,108,15012984.0,13929.73,1.0,4.0,3.0,8.0,914.0,0.0087527352297593
756,2003,KEN,2004,Summer,0,35,35635267.0,2066.21,1.0,4.0,2.0,7.0,914.0,0.007658643326039387
757,2013,KGZ,2004,Summer,0,32,5104700.0,3632.15,0.0,0.0,0.0,0.0,914.0,0.0
758,2051,KOR,2004,Summer,0,222,48082519.0,26646.5,9.0,12.0,9.0,30.0,914.0,0.03282275711159737
759,2066,KSA,2004,Summer,0,16,23132686.0,30233.51,0.0,0.0,0.0,0.0,914.0,0.0
760,2087,LAO,2004,Summer,0,5,5662199.0,2784.68,0.0,0.0,0.0,0.0,914.0,0.0
761,2105,LAT,2004,Summer,0,45,2263122.0,15371.18,0.0,4.0,0.0,4.0,914.0,0.00437636761487965
762,2118,LBA,2004,Summer,0,8,5710163.0,14193.26,0.0,0.0,0.0,0.0,914.0,0.0
763,2130,LBR,2004,Summer,0,2,3135654.0,760.88,0.0,0.0,0.0,0.0,914.0,0.0
764,2136,LCA,2004,Summer,0,2,161821.0,8322.35,0.0,0.0,0.0,0.0,914.0,0.0
765,2147,LES,2004,Summer,0,3,2005953.0,2004.06,0.0,0.0,0.0,0.0,914.0,0.0
766,2229,LTU,2004,Summer,0,62,3377075.0,14995.77,1.0,2.0,0.0,3.0,914.0,0.0032822757111597373
767,2263,LUX,2004,Summer,0,13,458095.0,52624.16,0.0,0.0,0.0,0.0,914.0,0.0
768,2277,MAD,2004,Summer,0,8,17802992.0,1239.9,0.0,0.0,0.0,0.0,914.0,0.0
769,2298,MAR,2004,Summer,0,42,30115196.0,5584.15,2.0,1.0,0.0,3.0,914.0,0.0032822757111597373
770,2313,MAS,2004,Summer,0,34,25190647.0,15087.25,0.0,0.0,0.0,0.0,914.0,0.0
771,2323,MAW,2004,Summer,0,4,12301837.0,922.76,0.0,0.0,0.0,0.0,914.0,0.0
772,2332,MDA,2004,Summer,0,33,2895147.0,3813.43,0.0,0.0,0.0,0.0,914.0,0.0
773,2372,MEX,2004,Summer,0,93,104514934.0,13287.6,0.0,3.0,1.0,4.0,914.0,0.00437636761487965
774,2397,MGL,2004,Summer,0,21,2496394.0,4334.23,0.0,0.0,1.0,1.0,914.0,0.0010940919037199124
775,2411,MKD,2004,Summer,0,14,2032544.0,8561.38,0.0,0.0,0.0,0.0,914.0,0.0
776,2427,MLI,2004,Summer,0,6,12369078.0,1366.98,0.0,0.0,0.0,0.0,914.0,0.0
777,2443,MLT,2004,Summer,0,7,401268.0,21233.0,0.0,0.0,0.0,0.0,914.0,0.0
778,2489,MOZ,2004,Summer,0,4,19910549.0,1125.83,0.0,0.0,0.0,0.0,914.0,0.0
779,2498,MRI,2004,Summer,0,9,1221003.0,14854.61,0.0,0.0,0.0,0.0,914.0,0.0
780,2507,MTN,2004,Summer,0,2,2939246.0,2185.95,0.0,0.0,0.0,0.0,914.0,0.0
781,2524,MYA,2004,Summer,0,2,48564489.0,2664.94,0.0,0.0,0.0,0.0,914.0,0.0
782,2531,NAM,2004,Summer,0,10,1907737.0,6712.77,0.0,0.0,0.0,0.0,914.0,0.0
783,2544,NCA,2004,Summer,0,6,5364930.0,3220.26,0.0,0.0,0.0,0.0,914.0,0.0
784,2588,NED,2004,Summer,0,156,16281779.0,39682.38,4.0,9.0,9.0,22.0,914.0,0.024070021881838075
785,2606,NEP,2004,Summer,0,6,25419337.0,1802.14,0.0,0.0,0.0,0.0,914.0,0.0
786,2626,NGR,2004,Summer,0,46,135320420.0,3136.63,0.0,0.0,2.0,2.0,914.0,0.002188183807439825
787,2638,NIG,2004,Summer,0,4,13125914.0,725.13,0.0,0.0,0.0,0.0,914.0,0.0
788,2684,NOR,2004,Summer,0,50,4591910.0,64824.14,5.0,0.0,1.0,6.0,914.0,0.006564551422319475
789,2729,NZL,2004,Summer,0,127,4087500.0,29806.74,3.0,2.0,0.0,5.0,914.0,0.005470459518599562
790,2741,OMA,2004,Summer,0,2,2445524.0,28607.08,0.0,0.0,0.0,0.0,914.0,0.0
791,2758,PAK,2004,Summer,0,11,156664698.0,3664.53,0.0,0.0,0.0,0.0,914.0,0.0
792,2777,PAN,2004,Summer,0,5,3269356.0,10769.52,0.0,0.0,0.0,0.0,914.0,0.0
793,2789,PAR,2004,Summer,0,6,5730556.0,5876.66,0.0,1.0,0.0,1.0,914.0,0.0010940919037199124
794,2810,PER,2004,Summer,0,14,27624226.0,6731.0,0.0,0.0,0.0,0.0,914.0,0.0
795,2836,PHI,2004,Summer,0,21,84710544.0,4562.5,0.0,0.0,0.0,0.0,914.0,0.0
796,2899,POL,2004,Summer,0,180,38182222.0,14906.09,3.0,2.0,5.0,10.0,914.0,0.010940919037199124
797,2930,POR,2004,Summer,0,72,10483861.0,24142.77,0.0,2.0,1.0,3.0,914.0,0.0032822757111597373
798,2949,PRK,2004,Summer,0,65,23732740.0,1753.69,0.0,4.0,1.0,5.0,914.0,0.005470459518599562
799,2974,PUR,2004,Summer,0,51,3826878.0,32110.84,0.0,0.0,0.0,0.0,914.0,0.0
800,2983,QAT,2004,Summer,0,15,753332.0,74372.93,0.0,0.0,0.0,0.0,914.0,0.0
801,3024,ROU,2004,Summer,0,165,21451748.0,10531.17,8.0,5.0,6.0,19.0,914.0,0.020787746170678335
802,3050,RSA,2004,Summer,0,82,47291610.0,8877.92,1.0,3.0,2.0,6.0,914.0,0.006564551422319475
803,3065,RUS,2004,Summer,0,447,144067316.0,14880.98,28.0,26.0,36.0,90.0,914.0,0.09846827133479212
804,3077,RWA,2004,Summer,0,5,8680516.0,1159.03,0.0,0.0,0.0,0.0,914.0,0.0
805,3110,SEN,2004,Summer,0,18,10810086.0,2074.95,0.0,0.0,0.0,0.0,914.0,0.0
806,3121,SEY,2004,Summer,0,10,82475.0,13735.9,0.0,0.0,0.0,0.0,914.0,0.0
807,3137,SGP,2004,Summer,0,19,4166664.0,42111.17,0.0,0.0,0.0,0.0,914.0,0.0
808,3154,SLE,2004,Summer,0,2,5433995.0,1197.15,0.0,0.0,0.0,0.0,914.0,0.0
809,3165,SLO,2004,Summer,0,74,1997012.0,24150.58,0.0,1.0,3.0,4.0,914.0,0.00437636761487965
810,3232,SRI,2004,Summer,0,8,19387153.0,6191.97,0.0,0.0,0.0,0.0,914.0,0.0
811,3239,STP,2004,Summer,0,2,153736.0,2408.76,0.0,0.0,0.0,0.0,914.0,0.0
812,3251,SUD,2004,Summer,0,4,30214189.0,2461.3,0.0,0.0,0.0,0.0,914.0,0.0
813,3299,SUI,2004,Summer,0,116,7389625.0,47263.6,1.0,1.0,3.0,5.0,914.0,0.005470459518599562
814,3323,SVK,2004,Summer,0,72,5372280.0,16570.86,2.0,2.0,2.0,6.0,914.0,0.006564551422319475
815,3373,SWE,2004,Summer,0,110,8993531.0,38016.06,4.0,2.0,1.0,7.0,914.0,0.007658643326039387
816,3387,SWZ,2004,Summer,0,3,1026287.0,5559.47,0.0,0.0,0.0,0.0,914.0,0.0
817,3400,SYR,2004,Summer,0,6,17827827.0,7051.43,0.0,0.0,1.0,1.0,914.0,0.0010940919037199124
818,3413,TAN,2004,Summer,0,9,37379766.0,1464.39,0.0,0.0,0.0,0.0,914.0,0.0
819,3472,THA,2004,Summer,0,46,64995303.0,11408.33,3.0,1.0,4.0,8.0,914.0,0.0087527352297593
820,3481,TJK,2004,Summer,0,9,6662391.0,2301.29,0.0,0.0,0.0,0.0,914.0,0.0
821,3490,TKM,2004,Summer,0,10,4703396.0,7781.74,0.0,0.0,0.0,0.0,914.0,0.0
822,3505,TOG,2004,Summer,0,3,5467770.0,1121.81,0.0,0.0,0.0,0.0,914.0,0.0
823,3551,TTO,2004,Summer,0,20,1290115.0,25403.27,0.0,0.0,1.0,1.0,914.0,0.0010940919037199124
824,3565,TUN,2004,Summer,0,38,10022278.0,8705.08,0.0,0.0,0.0,0.0,914.0,0.0
825,3601,TUR,2004,Summer,0,71,67010930.0,13423.79,3.0,3.0,5.0,11.0,914.0,0.012035010940919038
826,3616,UAE,2004,Summer,0,5,4068577.0,64925.67,1.0,0.0,0.0,1.0,914.0,0.0010940919037199124
827,3632,UGA,2004,Summer,0,11,26821300.0,1364.69,0.0,0.0,0.0,0.0,914.0,0.0
828,3641,UKR,2004,Summer,0,289,47451626.0,8049.4,8.0,5.0,9.0,22.0,914.0,0.024070021881838075
829,3732,USA,2004,Summer,0,519,292805298.0,48492.72,36.0,39.0,26.0,101.0,914.0,0.11050328227571116
830,3744,UZB,2004,Summer,0,74,25864350.0,5068.21,2.0,1.0,2.0,5.0,914.0,0.005470459518599562
831,3776,VEN,2004,Summer,0,52,25996594.0,13713.05,0.0,0.0,2.0,2.0,914.0,0.002188183807439825
832,3787,VIE,2004,Summer,0,11,83062819.0,3437.66,0.0,0.0,0.0,0.0,914.0,0.0
833,3811,YEM,2004,Summer,0,3,19540096.0,4371.4,0.0,0.0,0.0,0.0,914.0,0.0
834,3855,ZAM,2004,Summer,0,6,11550641.0,1828.31,0.0,0.0,0.0,0.0,914.0,0.0
835,3868,ZIM,2004,Summer,0,13,12019911.0,1604.5,1.0,1.0,1.0,3.0,914.0,0.0032822757111597373
836,11,AFG,2008,Summer,0,4,27722281.0,1319.61,0.0,0.0,1.0,1.0,950.0,0.0010526315789473684
837,35,ALB,2008,Summer,0,12,2947314.0,8522.13,0.0,0.0,0.0,0.0,950.0,0.0
838,52,ALG,2008,Summer,0,48,34730604.0,11475.0,0.0,1.0,1.0,2.0,950.0,0.002105263157894737
839,84,ANG,2008,Summer,0,19,21695636.0,6743.75,0.0,0.0,0.0,0.0,950.0,0.0
840,136,ARG,2008,Summer,0,92,40080159.0,18520.3,2.0,0.0,4.0,6.0,950.0,0.00631578947368421
841,148,ARM,2008,Summer,0,26,2907615.0,10080.81,0.0,1.0,4.0,5.0,950.0,0.005263157894736842
842,211,AUS,2008,Summer,0,381,21249200.0,44421.64,14.0,15.0,17.0,46.0,950.0,0.04842105263157895
843,261,AUT,2008,Summer,0,77,8321496.0,40964.79,0.0,1.0,2.0,3.0,950.0,0.003157894736842105
844,272,AZE,2008,Summer,0,44,8763400.0,14072.63,1.0,1.0,4.0,6.0,950.0,0.00631578947368421
845,299,BAN,2008,Summer,0,5,144304164.0,2321.05,0.0,0.0,0.0,0.0,950.0,0.0
846,311,BAR,2008,Summer,0,10,279946.0,12786.11,0.0,0.0,0.0,0.0,950.0,0.0
847,317,BDI,2008,Summer,0,3,8126104.0,708.68,0.0,0.0,0.0,0.0,950.0,0.0
848,362,BEL,2008,Summer,0,70,10709973.0,38117.35,2.0,0.0,0.0,2.0,950.0,0.002105263157894737
849,375,BEN,2008,Summer,0,5,8696915.0,1920.31,0.0,0.0,0.0,0.0,950.0,0.0
850,420,BIH,2008,Summer,0,7,3754261.0,9199.26,0.0,0.0,0.0,0.0,950.0,0.0
851,444,BLR,2008,Summer,0,207,9527985.0,16224.0,3.0,4.0,7.0,14.0,950.0,0.014736842105263158
852,469,BOL,2008,Summer,0,7,9721457.0,4924.03,0.0,0.0,0.0,0.0,950.0,0.0
853,479,BOT,2008,Summer,0,11,1915636.0,12385.15,0.0,0.0,0.0,0.0,950.0,0.0
854,507,BRA,2008,Summer,0,210,192030362.0,13164.01,3.0,4.0,10.0,17.0,950.0,0.017894736842105262
855,524,BRN,2008,Summer,0,15,1114645.0,30612.5,0.0,0.0,0.0,0.0,950.0,0.0
856,525,BRN,2008,Summer,0,15,379418.0,30612.5,0.0,0.0,0.0,0.0,950.0,0.0
857,569,BUL,2008,Summer,0,74,7492561.0,14761.71,1.0,1.0,3.0,5.0,950.0,0.005263157894736842
858,580,BUR,2008,Summer,0,6,14689725.0,1315.45,0.0,0.0,0.0,0.0,950.0,0.0
859,590,CAF,2008,Summer,0,3,4273368.0,901.85,0.0,0.0,0.0,0.0,950.0,0.0
860,599,CAM,2008,Summer,0,4,13883835.0,2482.01,0.0,0.0,0.0,0.0,950.0,0.0
861,646,CAN,2008,Summer,0,299,33247118.0,41896.43,3.0,9.0,8.0,20.0,950.0,0.021052631578947368
862,684,CHA,2008,Summer,0,2,11183589.0,1422.23,0.0,0.0,0.0,0.0,950.0,0.0
863,742,CHI,2008,Summer,0,28,156441.0,18804.03,0.0,1.0,0.0,1.0,950.0,0.0010526315789473684
