,index,NOC,Year,Season,Host,athlete_count,Population,GDP per capita,Gold,Silver,Bronze,country_medal_total,olympic_total,medal_share
0,3,AFG,1960,Summer,0,13,8996967.0,1326.0,0.0,0.0,0.0,0.0,297.0,0.0
1,112,ARG,1960,Summer,0,78,20481781.0,8861.0,0.0,1.0,1.0,2.0,297.0,0.006734006734006734
2,186,AUS,1960,Summer,0,201,10276477.0,14013.0,8.0,8.0,6.0,22.0,297.0,0.07407407407407407
3,236,AUT,1960,Summer,0,161,7047539.0,10391.0,1.0,1.0,0.0,2.0,297.0,0.006734006734006734
4,339,BEL,1960,Summer,0,103,9153489.0,11081.0,0.0,2.0,2.0,4.0,297.0,0.013468013468013467
5,490,BRA,1960,Summer,0,52,72179235.0,3398.0,0.0,0.0,2.0,2.0,297.0,0.006734006734006734
6,545,BUL,1960,Summer,0,151,7867374.0,4642.0,1.0,3.0,3.0,7.0,297.0,0.02356902356902357
7,622,CAN,1960,Summer,0,114,17909009.0,13952.0,0.0,1.0,0.0,1.0,297.0,0.003367003367003367
8,698,CHI,1960,Summer,0,9,109419.0,6781.0,0.0,0.0,0.0,0.0,297.0,0.0
9,699,CHI,1960,Summer,0,9,8132988.0,6781.0,0.0,0.0,0.0,0.0,297.0,0.0
10,826,COL,1960,Summer,0,20,16057714.0,3980.0,0.0,0.0,0.0,0.0,297.0,0.0
11,898,CUB,1960,Summer,0,20,7141241.0,2994.0,0.0,0.0,0.0,0.0,297.0,0.0
12,958,DEN,1960,Summer,0,65,4579603.0,14046.0,2.0,3.0,1.0,6.0,297.0,0.020202020202020204
13,1078,ESP,1960,Summer,0,191,30455000.0,5037.0,0.0,0.0,1.0,1.0,297.0,0.003367003367003367
14,1130,ETH,1960,Summer,0,12,22151284.0,701.0,1.0,0.0,0.0,1.0,297.0,0.003367003367003367
15,1181,FIN,1960,Summer,0,180,4429634.0,9931.0,1.0,1.0,3.0,5.0,297.0,0.016835016835016835
16,1232,FRA,1960,Summer,0,256,46621688.0,11792.0,0.0,2.0,3.0,5.0,297.0,0.016835016835016835
17,1318,GBR,1960,Summer,0,287,52400000.0,13780.0,2.0,6.0,12.0,20.0,297.0,0.06734006734006734
18,1402,GER,1960,Summer,0,326,72814900.0,12282.0,0.0,0.0,0.0,0.0,297.0,0.0
19,1421,GHA,1960,Summer,0,12,6635229.0,2197.0,0.0,1.0,0.0,1.0,297.0,0.003367003367003367
20,1453,GRE,1960,Summer,0,47,8331725.0,5015.0,1.0,0.0,0.0,1.0,297.0,0.003367003367003367
21,1548,HAI,1960,Summer,0,1,3866162.0,1809.0,0.0,0.0,0.0,0.0,297.0,0.0
22,1562,HKG,1960,Summer,0,4,3075605.0,5088.0,0.0,0.0,0.0,0.0,297.0,0.0
23,1612,HUN,1960,Summer,0,222,9983967.0,5816.0,6.0,8.0,7.0,21.0,297.0,0.0707070707070707
24,1643,INA,1960,Summer,0,23,87751066.0,1613.0,0.0,0.0,0.0,0.0,297.0,0.0
25,1666,IND,1960,Summer,0,26,450547675.0,1200.0,0.0,1.0,0.0,1.0,297.0,0.003367003367003367
26,1728,IRL,1960,Summer,0,54,2828600.0,6825.0,0.0,0.0,0.0,0.0,297.0,0.0
27,1750,IRQ,1960,Summer,0,25,7289753.0,4360.0,0.0,0.0,1.0,1.0,297.0,0.003367003367003367
28,1772,ISL,1960,Summer,0,11,175574.0,10959.0,0.0,0.0,0.0,0.0,297.0,0.0
29,1803,ISR,1960,Summer,0,43,2114020.0,7433.0,0.0,0.0,0.0,0.0,297.0,0.0
30,1862,ITA,1960,Summer,1,282,50199700.0,9430.0,13.0,10.0,13.0,36.0,297.0,0.12121212121212122
31,1950,JPN,1960,Summer,0,213,93216000.0,6354.0,4.0,7.0,7.0,18.0,297.0,0.06060606060606061
32,1992,KEN,1960,Summer,0,14,8120082.0,1157.0,0.0,0.0,0.0,0.0,297.0,0.0
33,2029,KOR,1960,Summer,0,46,25012374.0,1547.69,0.0,0.0,0.0,0.0,297.0,0.0
34,2123,LBR,1960,Summer,0,6,1118655.0,3674.0,0.0,0.0,0.0,0.0,297.0,0.0
35,2248,LUX,1960,Summer,0,97,313970.0,15870.0,0.0,0.0,0.0,0.0,297.0,0.0
36,2284,MAR,1960,Summer,0,91,12328532.0,2118.0,0.0,1.0,0.0,1.0,297.0,0.003367003367003367
37,2356,MEX,1960,Summer,0,89,37771861.0,4723.0,0.0,0.0,1.0,1.0,297.0,0.003367003367003367
38,2434,MLT,1960,Summer,0,10,326550.0,2383.0,0.0,0.0,0.0,0.0,297.0,0.0
39,2514,MYA,1960,Summer,0,9,21736947.0,899.0,0.0,0.0,0.0,0.0,297.0,0.0
40,2565,NED,1960,Summer,0,103,11486631.0,13209.0,0.0,1.0,2.0,3.0,297.0,0.010101010101010102
41,2616,NGR,1960,Summer,0,12,45138460.0,1307.0,0.0,0.0,0.0,0.0,297.0,0.0
42,2662,NOR,1960,Summer,0,48,3581239.0,11483.0,1.0,0.0,0.0,1.0,297.0,0.003367003367003367
43,2707,NZL,1960,Summer,0,33,2371800.0,15087.0,2.0,0.0,1.0,3.0,297.0,0.010101010101010102
44,2748,PAK,1960,Summer,0,38,44988690.0,1031.0,1.0,0.0,1.0,2.0,297.0,0.006734006734006734
45,2767,PAN,1960,Summer,0,5,1133005.0,3217.0,0.0,0.0,0.0,0.0,297.0,0.0
46,2799,PER,1960,Summer,0,15,10155011.0,4733.0,0.0,0.0,0.0,0.0,297.0,0.0
47,2823,PHI,1960,Summer,0,43,26269741.0,2353.0,0.0,0.0,0.0,0.0,297.0,0.0
48,2877,POL,1960,Summer,0,228,29637450.0,5125.0,4.0,6.0,11.0,21.0,297.0,0.0707070707070707
49,2916,POR,1960,Summer,0,85,8857716.0,4712.0,0.0,1.0,0.0,1.0,297.0,0.003367003367003367
50,2958,PUR,1960,Summer,0,26,2358000.0,5451.0,0.0,0.0,0.0,0.0,297.0,0.0
51,3002,ROU,1960,Summer,0,114,18406905.0,1605.0,3.0,1.0,6.0,10.0,297.0,0.03367003367003367
52,3042,RSA,1960,Summer,0,54,17099836.0,4847.0,0.0,1.0,2.0,3.0,297.0,0.010101010101010102
53,3128,SGP,1960,Summer,0,5,1646400.0,3464.0,0.0,1.0,0.0,1.0,297.0,0.003367003367003367
54,3222,SRI,1960,Summer,0,5,9874476.0,2064.0,0.0,0.0,0.0,0.0,297.0,0.0
55,3243,SUD,1960,Summer,0,13,7544498.0,1632.0,0.0,0.0,0.0,0.0,297.0,0.0
56,3276,SUI,1960,Summer,0,167,5327827.0,16358.36,0.0,3.0,3.0,6.0,297.0,0.020202020202020204
57,3350,SWE,1960,Summer,0,213,7484656.0,13849.0,1.0,2.0,3.0,6.0,297.0,0.020202020202020204
58,3461,THA,1960,Summer,0,20,27397208.0,1718.0,0.0,0.0,0.0,0.0,297.0,0.0
59,3555,TUN,1960,Summer,0,39,4178235.0,2141.0,0.0,0.0,0.0,0.0,297.0,0.0
60,3581,TUR,1960,Summer,0,43,27472339.0,3041.0,7.0,2.0,0.0,9.0,297.0,0.030303030303030304
61,3622,UGA,1960,Summer,0,13,6767092.0,1137.0,0.0,0.0,0.0,0.0,297.0,0.0
62,3710,USA,1960,Summer,0,330,180671000.0,18057.0,34.0,21.0,16.0,71.0,297.0,0.23905723905723905
63,3763,VEN,1960,Summer,0,40,8141839.0,12116.0,0.0,0.0,1.0,1.0,297.0,0.003367003367003367
64,3860,ZIM,1960,Summer,0,7,3776679.0,1495.0,0.0,0.0,0.0,0.0,297.0,0.0
65,4,AFG,1964,Summer,0,8,9744772.0,1291.0,0.0,0.0,0.0,0.0,335.0,0.0
66,40,ALG,1964,Summer,0,7,12221675.0,2879.0,0.0,0.0,0.0,0.0,335.0,0.0
67,114,ARG,1964,Summer,0,104,21824427.0,9446.0,0.0,1.0,0.0,1.0,335.0,0.0029850746268656717
68,188,AUS,1964,Summer,0,291,11167000.0,15699.0,6.0,2.0,10.0,18.0,335.0,0.05373134328358209
69,238,AUT,1964,Summer,0,69,7223801.0,12062.0,0.0,0.0,0.0,0.0,335.0,0.0
70,340,BEL,1964,Summer,0,43,9378113.0,13295.0,2.0,0.0,1.0,3.0,335.0,0.008955223880597015
71,455,BOL,1964,Summer,0,1,3957759.0,2809.0,0.0,0.0,0.0,0.0,335.0,0.0
72,491,BRA,1964,Summer,0,30,81064572.0,3637.0,0.0,0.0,1.0,1.0,335.0,0.0029850746268656717
73,547,BUL,1964,Summer,0,100,8144340.0,5829.0,3.0,5.0,2.0,10.0,335.0,0.029850746268656716
74,594,CAM,1964,Summer,0,11,6331443.0,1074.0,0.0,0.0,0.0,0.0,335.0,0.0
75,624,CAN,1964,Summer,0,159,19325000.0,15938.0,1.0,2.0,1.0,4.0,335.0,0.011940298507462687
76,675,CHA,1964,Summer,0,2,3246527.0,929.0,0.0,0.0,0.0,0.0,335.0,0.0
77,702,CHI,1964,Summer,0,16,113777.0,7320.0,0.0,0.0,0.0,0.0,335.0,0.0
78,703,CHI,1964,Summer,0,16,8821855.0,7320.0,0.0,0.0,0.0,0.0,335.0,0.0
79,775,CIV,1964,Summer,0,10,4071411.0,2691.0,0.0,0.0,0.0,0.0,335.0,0.0
80,788,CMR,1964,Summer,0,2,5643039.0,1390.0,0.0,0.0,0.0,0.0,335.0,0.0
81,827,COL,1964,Summer,0,30,18175187.0,4264.0,0.0,0.0,0.0,0.0,335.0,0.0
82,855,CRC,1964,Summer,0,2,1539942.0,4720.0,0.0,0.0,0.0,0.0,335.0,0.0
83,899,CUB,1964,Summer,0,67,7793258.0,3158.0,0.0,1.0,0.0,1.0,335.0,0.0029850746268656717
84,960,DEN,1964,Summer,0,54,4722072.0,16832.0,2.0,1.0,3.0,6.0,335.0,0.01791044776119403
85,999,DOM,1964,Summer,0,1,3757123.0,2365.0,0.0,0.0,0.0,0.0,335.0,0.0
86,1035,EGY,1964,Summer,0,49,29644875.0,1859.0,0.0,0.0,0.0,0.0,335.0,0.0
87,1080,ESP,1964,Summer,0,43,31609195.0,6945.0,0.0,0.0,0.0,0.0,335.0,0.0
88,1131,ETH,1964,Summer,0,16,24397010.0,840.0,1.0,0.0,0.0,1.0,335.0,0.0029850746268656717
89,1183,FIN,1964,Summer,0,135,4548543.0,11647.0,3.0,0.0,2.0,5.0,335.0,0.014925373134328358
90,1234,FRA,1964,Summer,0,162,49230585.0,14057.0,1.0,8.0,6.0,15.0,335.0,0.04477611940298507
91,1320,GBR,1964,Summer,0,224,54000000.0,15251.0,4.0,12.0,2.0,18.0,335.0,0.05373134328358209
92,1404,GER,1964,Summer,0,360,75318337.0,14062.0,0.0,0.0,0.0,0.0,335.0,0.0
93,1422,GHA,1964,Summer,0,21,7524470.0,2254.0,0.0,0.0,1.0,1.0,335.0,0.0029850746268656717
94,1454,GRE,1964,Summer,0,19,8510429.0,6601.0,0.0,0.0,0.0,0.0,335.0,0.0
95,1563,HKG,1964,Summer,0,31,3504600.0,6664.0,0.0,0.0,0.0,0.0,335.0,0.0
96,1614,HUN,1964,Summer,0,226,10119835.0,6994.0,10.0,7.0,5.0,22.0,335.0,0.06567164179104477
97,1667,IND,1964,Summer,0,80,488848139.0,1309.0,1.0,0.0,0.0,1.0,335.0,0.0029850746268656717
98,1729,IRL,1964,Summer,0,32,2866550.0,7948.0,0.0,0.0,1.0,1.0,335.0,0.0029850746268656717
99,1751,IRQ,1964,Summer,0,16,8122199.0,4965.0,0.0,0.0,0.0,0.0,335.0,0.0
100,1774,ISL,1964,Summer,0,5,188983.0,13386.0,0.0,0.0,0.0,0.0,335.0,0.0
101,1804,ISR,1964,Summer,0,13,2475000.0,9430.0,0.0,0.0,0.0,0.0,335.0,0.0
102,1864,ITA,1964,Summer,0,185,51675350.0,11934.0,10.0,10.0,7.0,27.0,335.0,0.08059701492537313
103,1906,JAM,1964,Summer,0,23,1730739.0,4629.0,0.0,0.0,0.0,0.0,335.0,0.0
104,1952,JPN,1964,Summer,1,326,96903000.0,9035.0,16.0,5.0,8.0,29.0,335.0,0.08656716417910448
105,1993,KEN,1964,Summer,0,26,9222692.0,1208.0,0.0,0.0,1.0,1.0,335.0,0.0029850746268656717
106,2031,KOR,1964,Summer,0,181,27984155.0,1834.98,0.0,2.0,1.0,3.0,335.0,0.008955223880597015
107,2124,LBR,1964,Summer,0,2,1217905.0,3679.0,0.0,0.0,0.0,0.0,335.0,0.0
108,2249,LUX,1964,Summer,0,27,327750.0,17864.0,0.0,0.0,0.0,0.0,335.0,0.0
109,2269,MAD,1964,Summer,0,4,5625164.0,1779.0,0.0,0.0,0.0,0.0,335.0,0.0
110,2285,MAR,1964,Summer,0,10,13857656.0,2201.0,0.0,0.0,0.0,0.0,335.0,0.0
111,2304,MAS,1964,Summer,0,53,9253827.0,2754.0,0.0,0.0,0.0,0.0,335.0,0.0
112,2357,MEX,1964,Summer,0,97,42771077.0,5555.0,0.0,0.0,1.0,1.0,335.0,0.0029850746268656717
113,2378,MGL,1964,Summer,0,37,1074518.0,1027.0,0.0,0.0,0.0,0.0,335.0,0.0
114,2418,MLI,1964,Summer,0,2,5503750.0,888.0,0.0,0.0,0.0,0.0,335.0,0.0
115,2515,MYA,1964,Summer,0,12,23717785.0,976.0,0.0,0.0,0.0,0.0,335.0,0.0
116,2567,NED,1964,Summer,0,86,12127120.0,15042.0,2.0,4.0,4.0,10.0,335.0,0.029850746268656716
117,2596,NEP,1964,Summer,0,6,10783958.0,1012.0,0.0,0.0,0.0,0.0,335.0,0.0
118,2617,NGR,1964,Summer,0,15,49066762.0,1451.0,0.0,0.0,1.0,1.0,335.0,0.0029850746268656717
119,2630,NIG,1964,Summer,0,1,3802802.0,1415.0,0.0,0.0,0.0,0.0,335.0,0.0
120,2664,NOR,1964,Summer,0,38,3694339.0,13256.0,0.0,0.0,0.0,0.0,335.0,0.0
121,2709,NZL,1964,Summer,0,65,2585400.0,16606.0,3.0,0.0,2.0,5.0,335.0,0.014925373134328358
122,2749,PAK,1964,Summer,0,29,49627623.0,1208.0,0.0,1.0,0.0,1.0,335.0,0.0029850746268656717
123,2768,PAN,1964,Summer,0,12,1276331.0,3929.0,0.0,0.0,0.0,0.0,335.0,0.0
124,2800,PER,1964,Summer,0,37,11383364.0,5523.0,0.0,0.0,0.0,0.0,335.0,0.0
125,2824,PHI,1964,Summer,0,61,29958687.0,2550.0,0.0,1.0,0.0,1.0,335.0,0.0029850746268656717
126,2879,POL,1964,Summer,0,188,31139450.0,5773.0,7.0,6.0,10.0,23.0,335.0,0.06865671641791045
127,2917,POR,1964,Summer,0,24,9035365.0,5926.0,0.0,0.0,0.0,0.0,335.0,0.0
128,2959,PUR,1964,Summer,0,45,2554066.0,7012.0,0.0,0.0,0.0,0.0,335.0,0.0
129,3003,ROU,1964,Summer,0,154,18919126.0,2098.0,2.0,4.0,6.0,12.0,335.0,0.03582089552238806
130,3097,SEN,1964,Summer,0,8,3580241.0,2389.0,0.0,0.0,0.0,0.0,335.0,0.0
131,3223,SRI,1964,Summer,0,7,10849977.0,2104.0,0.0,0.0,0.0,0.0,335.0,0.0
132,3278,SUI,1964,Summer,0,108,5789228.0,19195.45,1.0,2.0,1.0,4.0,335.0,0.011940298507462687
133,3352,SWE,1964,Summer,0,143,7661354.0,16761.0,2.0,2.0,4.0,8.0,335.0,0.023880597014925373
134,3404,TAN,1964,Summer,0,4,11295675.0,787.0,0.0,0.0,0.0,0.0,335.0,0.0
135,3462,THA,1964,Summer,0,53,30881136.0,1991.0,0.0,0.0,0.0,0.0,335.0,0.0
136,3538,TTO,1964,Summer,0,14,902620.0,10841.0,0.0,1.0,2.0,3.0,335.0,0.008955223880597015
137,3556,TUN,1964,Summer,0,12,4461111.0,2533.0,0.0,1.0,1.0,2.0,335.0,0.005970149253731343
138,3583,TUR,1964,Summer,0,24,30244258.0,3453.0,2.0,3.0,1.0,6.0,335.0,0.01791044776119403
139,3623,UGA,1964,Summer,0,16,7719108.0,1251.0,0.0,0.0,0.0,0.0,335.0,0.0
140,3712,USA,1964,Summer,0,364,191889000.0,20360.0,36.0,26.0,28.0,90.0,335.0,0.26865671641791045
141,3764,VEN,1964,Summer,0,19,9369101.0,14019.0,0.0,0.0,0.0,0.0,335.0,0.0
142,3861,ZIM,1964,Summer,0,18,4322854.0,1519.0,0.0,0.0,0.0,0.0,335.0,0.0
143,5,AFG,1968,Summer,0,5,10637064.0,1290.0,0.0,0.0,0.0,0.0,358.0,0.0
144,41,ALG,1968,Summer,0,9,13663581.0,3151.0,0.0,0.0,0.0,0.0,358.0,0.0
145,116,ARG,1968,Summer,0,87,23168268.0,10485.0,0.0,0.0,2.0,2.0,358.0,0.00558659217877095
146,190,AUS,1968,Summer,0,171,12009000.0,17770.0,5.0,7.0,5.0,17.0,358.0,0.04748603351955307
147,240,AUT,1968,Summer,0,49,7415403.0,13742.0,0.0,2.0,2.0,4.0,358.0,0.0111731843575419
148,302,BAR,1968,Summer,0,13,237241.0,8429.0,0.0,0.0,0.0,0.0,358.0,0.0
149,342,BEL,1968,Summer,0,73,9618756.0,15009.0,0.0,1.0,1.0,2.0,358.0,0.00558659217877095
150,456,BOL,1968,Summer,0,4,4297522.0,3314.0,0.0,0.0,0.0,0.0,358.0,0.0
151,492,BRA,1968,Summer,0,44,90387079.0,4050.0,0.0,1.0,2.0,3.0,358.0,0.008379888268156424
152,549,BUL,1968,Summer,0,149,8369603.0,6963.0,2.0,4.0,3.0,9.0,358.0,0.025139664804469275
153,583,CAF,1968,Summer,0,1,1744198.0,1435.0,0.0,0.0,0.0,0.0,358.0,0.0
154,626,CAN,1968,Summer,0,238,20744000.0,18297.0,1.0,3.0,1.0,5.0,358.0,0.013966480446927373
155,676,CHA,1968,Summer,0,4,3499370.0,843.0,0.0,0.0,0.0,0.0,358.0,0.0
156,706,CHI,1968,Summer,0,23,118725.0,8053.0,0.0,0.0,0.0,0.0,358.0,0.0
157,707,CHI,1968,Summer,0,23,9468851.0,8053.0,0.0,0.0,0.0,0.0,358.0,0.0
158,776,CIV,1968,Summer,0,7,4713134.0,2758.0,0.0,0.0,0.0,0.0,358.0,0.0
159,789,CMR,1968,Summer,0,5,6201410.0,1508.0,0.0,1.0,0.0,1.0,358.0,0.002793296089385475
160,803,COD,1968,Summer,0,5,18913874.0,1189.0,0.0,0.0,0.0,0.0,358.0,0.0
161,828,COL,1968,Summer,0,45,20393704.0,4581.0,0.0,0.0,0.0,0.0,358.0,0.0
162,856,CRC,1968,Summer,0,24,1747690.0,5574.0,0.0,0.0,0.0,0.0,358.0,0.0
163,900,CUB,1968,Summer,0,182,8413549.0,3229.0,0.0,4.0,0.0,4.0,358.0,0.0111731843575419
164,962,DEN,1968,Summer,0,77,4864883.0,18868.0,1.0,4.0,3.0,8.0,358.0,0.0223463687150838
165,1000,DOM,1968,Summer,0,18,4247559.0,2150.0,0.0,0.0,0.0,0.0,358.0,0.0
166,1014,ECU,1968,Summer,0,38,5725462.0,4264.0,0.0,0.0,0.0,0.0,358.0,0.0
167,1036,EGY,1968,Summer,0,22,32881852.0,1827.0,0.0,0.0,0.0,0.0,358.0,0.0
168,1055,ESA,1968,Summer,0,74,3481624.0,3524.0,0.0,0.0,0.0,0.0,358.0,0.0
169,1082,ESP,1968,Summer,0,77,33113134.0,8606.0,0.0,0.0,0.0,0.0,358.0,0.0
170,1132,ETH,1968,Summer,0,23,26944386.0,902.0,1.0,1.0,0.0,2.0,358.0,0.00558659217877095
171,1185,FIN,1968,Summer,0,112,4626469.0,12900.0,1.0,2.0,1.0,4.0,358.0,0.0111731843575419
172,1236,FRA,1968,Summer,0,214,51175507.0,16365.0,7.0,3.0,5.0,15.0,358.0,0.04189944134078212
173,1322,GBR,1968,Summer,0,250,55211700.0,16593.0,5.0,5.0,3.0,13.0,358.0,0.036312849162011177
174,1423,GHA,1968,Summer,0,18,8321773.0,2101.0,0.0,0.0,0.0,0.0,358.0,0.0
175,1456,GRE,1968,Summer,0,33,8740765.0,8394.0,0.0,0.0,1.0,1.0,358.0,0.002793296089385475
176,1493,GUA,1968,Summer,0,46,5184095.0,4385.0,0.0,0.0,0.0,0.0,358.0,0.0
177,1507,GUI,1968,Summer,0,1,4013050.0,776.0,0.0,0.0,0.0,0.0,358.0,0.0
178,1564,HKG,1968,Summer,0,24,3802700.0,7696.0,0.0,0.0,0.0,0.0,358.0,0.0
179,1580,HON,1968,Summer,0,6,2560723.0,2463.0,0.0,0.0,0.0,0.0,358.0,0.0
180,1616,HUN,1968,Summer,0,220,10255815.0,7865.0,10.0,10.0,12.0,32.0,358.0,0.0893854748603352
181,1644,INA,1968,Summer,0,5,108779926.0,1580.0,0.0,0.0,0.0,0.0,358.0,0.0
182,1669,IND,1968,Summer,0,12,531513834.0,1290.0,0.0,0.0,1.0,1.0,358.0,0.002793296089385475
183,1730,IRL,1968,Summer,0,44,2915550.0,9197.0,0.0,0.0,0.0,0.0,358.0,0.0
184,1752,IRQ,1968,Summer,0,4,9260687.0,5745.0,0.0,0.0,0.0,0.0,358.0,0.0
185,1776,ISL,1968,Summer,0,16,201488.0,13648.0,0.0,0.0,0.0,0.0,358.0,0.0
186,1805,ISR,1968,Summer,0,23,2803000.0,11210.0,0.0,0.0,0.0,0.0,358.0,0.0
187,1866,ITA,1968,Summer,0,204,53235750.0,14513.0,3.0,4.0,9.0,16.0,358.0,0.0446927374301676
188,1907,JAM,1968,Summer,0,28,1825873.0,5235.0,0.0,1.0,0.0,1.0,358.0,0.002793296089385475
189,1954,JPN,1968,Summer,0,197,101011000.0,12725.0,11.0,7.0,7.0,25.0,358.0,0.06983240223463687
190,1994,KEN,1968,Summer,0,34,10539909.0,1366.0,3.0,4.0,2.0,9.0,358.0,0.025139664804469275
191,2033,KOR,1968,Summer,0,57,30838302.0,2468.48,0.0,1.0,1.0,2.0,358.0,0.00558659217877095
192,2112,LBA,1968,Summer,0,1,1958909.0,6071.0,0.0,0.0,0.0,0.0,358.0,0.0
193,2250,LUX,1968,Summer,0,7,335850.0,18774.0,0.0,0.0,0.0,0.0,358.0,0.0
194,2270,MAD,1968,Summer,0,6,6234468.0,1871.0,0.0,0.0,0.0,0.0,358.0,0.0
195,2286,MAR,1968,Summer,0,25,15307267.0,2429.0,0.0,0.0,0.0,0.0,358.0,0.0
196,2305,MAS,1968,Summer,0,16,10297983.0,3096.0,0.0,0.0,0.0,0.0,358.0,0.0
197,2358,MEX,1968,Summer,1,305,48431971.0,6432.0,3.0,3.0,3.0,9.0,358.0,0.025139664804469275
198,2380,MGL,1968,Summer,0,38,1207104.0,1154.0,0.0,1.0,3.0,4.0,358.0,0.0111731843575419
199,2419,MLI,1968,Summer,0,2,5780836.0,923.0,0.0,0.0,0.0,0.0,358.0,0.0
200,2435,MLT,1968,Summer,0,1,307900.0,3309.0,0.0,0.0,0.0,0.0,358.0,0.0
201,2516,MYA,1968,Summer,0,4,26015239.0,976.0,0.0,0.0,0.0,0.0,358.0,0.0
202,2536,NCA,1968,Summer,0,16,2264623.0,4419.0,0.0,0.0,0.0,0.0,358.0,0.0
203,2569,NED,1968,Summer,0,86,12729721.0,17365.0,3.0,3.0,1.0,7.0,358.0,0.019553072625698324
204,2618,NGR,1968,Summer,0,22,53506201.0,1114.0,0.0,0.0,0.0,0.0,358.0,0.0
205,2631,NIG,1968,Summer,0,2,4263925.0,1398.0,0.0,0.0,0.0,0.0,358.0,0.0
206,2666,NOR,1968,Summer,0,73,3816486.0,15224.0,1.0,1.0,0.0,2.0,358.0,0.00558659217877095
207,2710,NZL,1968,Summer,0,42,2748100.0,16809.0,1.0,0.0,2.0,3.0,358.0,0.008379888268156424
208,2750,PAK,1968,Summer,0,3,55102690.0,1361.0,1.0,0.0,0.0,1.0,358.0,0.002793296089385475
209,2769,PAN,1968,Summer,0,16,1434676.0,4752.0,0.0,0.0,0.0,0.0,358.0,0.0
210,2781,PAR,1968,Summer,0,1,2351926.0,2699.0,0.0,0.0,0.0,0.0,358.0,0.0
211,2801,PER,1968,Summer,0,25,12735491.0,5874.0,0.0,0.0,0.0,0.0,358.0,0.0
212,2825,PHI,1968,Summer,0,80,33795203.0,2745.0,0.0,0.0,0.0,0.0,358.0,0.0
213,2881,POL,1968,Summer,0,226,32294655.0,6881.0,5.0,2.0,11.0,18.0,358.0,0.05027932960893855
214,2918,POR,1968,Summer,0,28,8836650.0,7767.0,0.0,0.0,0.0,0.0,358.0,0.0
215,2960,PUR,1968,Summer,0,86,2662064.0,8705.0,0.0,0.0,0.0,0.0,358.0,0.0
216,3005,ROU,1968,Summer,0,79,19799831.0,2860.0,4.0,6.0,5.0,15.0,358.0,0.04189944134078212
217,3098,SEN,1968,Summer,0,21,4014107.0,2389.0,0.0,0.0,0.0,0.0,358.0,0.0
218,3129,SGP,1968,Summer,0,6,2012000.0,5294.0,0.0,0.0,0.0,0.0,358.0,0.0
219,3147,SLE,1968,Summer,0,4,2644011.0,1420.0,0.0,0.0,0.0,0.0,358.0,0.0
220,3224,SRI,1968,Summer,0,3,11937607.0,2291.0,0.0,0.0,0.0,0.0,358.0,0.0
221,3244,SUD,1968,Summer,0,7,9639846.0,1471.0,0.0,0.0,0.0,0.0,358.0,0.0
222,3280,SUI,1968,Summer,0,128,6067714.0,21395.39,0.0,1.0,4.0,5.0,358.0,0.013966480446927373
223,3354,SWE,1968,Summer,0,154,7912273.0,18428.0,2.0,1.0,1.0,4.0,358.0,0.0111731843575419
224,3392,SYR,1968,Summer,0,2,5935850.0,5270.0,0.0,0.0,0.0,0.0,358.0,0.0
225,3405,TAN,1968,Summer,0,5,12725519.0,894.0,0.0,0.0,0.0,0.0,358.0,0.0
226,3463,THA,1968,Summer,0,27,34791418.0,2488.0,0.0,0.0,0.0,0.0,358.0,0.0
227,3539,TTO,1968,Summer,0,16,930792.0,12248.0,0.0,0.0,0.0,0.0,358.0,0.0
228,3557,TUN,1968,Summer,0,8,4845220.0,2766.0,1.0,0.0,1.0,2.0,358.0,0.00558659217877095
229,3585,TUR,1968,Summer,0,30,33256465.0,4122.0,2.0,0.0,0.0,2.0,358.0,0.00558659217877095
230,3624,UGA,1968,Summer,0,14,8841156.0,1304.0,0.0,1.0,1.0,2.0,358.0,0.00558659217877095
231,3714,USA,1968,Summer,0,401,200706000.0,23691.0,45.0,28.0,34.0,107.0,358.0,0.2988826815642458
232,3765,VEN,1968,Summer,0,24,10702281.0,14520.0,1.0,0.0,0.0,1.0,358.0,0.002793296089385475
233,3847,ZAM,1968,Summer,0,7,3918872.0,1741.0,0.0,0.0,0.0,0.0,358.0,0.0
234,6,AFG,1972,Summer,0,8,11791222.0,1007.0,0.0,0.0,0.0,0.0,373.0,0.0
235,29,ALB,1972,Summer,0,5,2243126.0,3451.0,0.0,0.0,0.0,0.0,373.0,0.0
236,42,ALG,1972,Summer,0,7,15285992.0,3746.0,0.0,0.0,0.0,0.0,373.0,0.0
237,118,ARG,1972,Summer,0,92,24653172.0,12170.0,0.0,1.0,0.0,1.0,373.0,0.002680965147453083
238,192,AUS,1972,Summer,0,195,13177000.0,19772.0,8.0,7.0,2.0,17.0,373.0,0.045576407506702415
239,242,AUT,1972,Summer,0,109,7544201.0,17169.0,0.0,1.0,2.0,3.0,373.0,0.00804289544235925
240,303,BAR,1972,Summer,0,17,241523.0,10567.0,0.0,0.0,0.0,0.0,373.0,0.0
241,343,BEL,1972,Summer,0,77,9711115.0,18336.0,0.0,2.0,0.0,2.0,373.0,0.005361930294906166
242,367,BEN,1972,Summer,0,3,3043563.0,1640.0,0.0,0.0,0.0,0.0,373.0,0.0
243,457,BOL,1972,Summer,0,14,4682392.0,3602.0,0.0,0.0,0.0,0.0,373.0,0.0
244,493,BRA,1972,Summer,0,64,99859388.0,5480.0,0.0,0.0,2.0,2.0,373.0,0.005361930294906166
