,index,NOC,Year,Season,Host,athlete_count,Population,GDP per capita,Gold,Silver,Bronze,Total
926,1409,GER,1996,Summer,0,428,81914831.0,29349.98,20.0,18.0,27.0,65.0
927,1410,GER,1998,Winter,0,161,82047195.0,31129.58,12.0,9.0,8.0,29.0
928,1411,GER,2000,Summer,0,390,82211508.0,33367.28,13.0,17.0,26.0,56.0
929,1412,GER,2002,Winter,0,179,82488495.0,34590.93,12.0,16.0,8.0,36.0
930,1413,GER,2004,Summer,0,403,82516260.0,35528.71,13.0,16.0,20.0,49.0
931,1414,GER,2006,Winter,0,170,82376451.0,38014.14,11.0,12.0,6.0,29.0
932,1415,GER,2008,Summer,0,374,82110097.0,40715.43,16.0,11.0,14.0,41.0
933,1416,GER,2010,Winter,0,188,81776930.0,41109.58,10.0,13.0,7.0,30.0
934,1417,GER,2012,Summer,0,367,80425823.0,43320.0,11.0,20.0,13.0,44.0
935,1418,GER,2014,Winter,0,197,80982500.0,43922.0,8.0,6.0,5.0,19.0
936,1419,GER,2016,Summer,0,369,82348669.0,44689.0,17.0,10.0,15.0,42.0
937,1421,GHA,1960,Summer,0,12,6635229.0,2197.0,0.0,1.0,0.0,1.0
938,1422,GHA,1964,Summer,0,21,7524470.0,2254.0,0.0,0.0,1.0,1.0
939,1423,GHA,1968,Summer,0,18,8321773.0,2101.0,0.0,0.0,0.0,0.0
940,1424,GHA,1972,Summer,0,23,9229640.0,2235.0,0.0,0.0,1.0,1.0
941,1425,GHA,1984,Summer,0,18,12405659.0,1530.0,0.0,0.0,0.0,0.0
942,1426,GHA,1988,Summer,0,14,13947047.0,1648.0,0.0,0.0,0.0,0.0
943,1427,GHA,1992,Summer,0,18,15653345.0,1771.6,0.0,0.0,1.0,1.0
944,1428,GHA,1996,Summer,0,17,17462504.0,1907.93,0.0,0.0,0.0,0.0
945,1429,GHA,2000,Summer,0,18,19278850.0,2100.29,0.0,0.0,0.0,0.0
946,1430,GHA,2004,Summer,0,11,21272328.0,2329.52,0.0,0.0,0.0,0.0
947,1431,GHA,2008,Summer,0,9,23563832.0,2725.79,0.0,0.0,0.0,0.0
948,1432,GHA,2010,Winter,0,1,24779614.0,2946.04,0.0,0.0,0.0,0.0
949,1433,GHA,2012,Summer,0,7,25996454.0,3508.0,0.0,0.0,0.0,0.0
950,1434,GHA,2016,Summer,0,12,28481947.0,3878.0,0.0,0.0,0.0,0.0
951,1453,GRE,1960,Summer,0,47,8331725.0,5015.0,1.0,0.0,0.0,1.0
952,1454,GRE,1964,Summer,0,19,8510429.0,6601.0,0.0,0.0,0.0,0.0
953,1455,GRE,1964,Winter,0,7,8510429.0,6601.0,0.0,0.0,0.0,0.0
954,1456,GRE,1968,Summer,0,33,8740765.0,8394.0,0.0,0.0,1.0,1.0
955,1457,GRE,1968,Winter,0,8,8740765.0,8394.0,0.0,0.0,0.0,0.0
956,1458,GRE,1972,Summer,0,54,8888628.0,11795.0,0.0,2.0,0.0,2.0
957,1459,GRE,1972,Winter,0,6,8888628.0,11795.0,0.0,0.0,0.0,0.0
958,1460,GRE,1976,Summer,0,39,9188150.0,12919.0,0.0,0.0,0.0,0.0
959,1461,GRE,1976,Winter,0,10,9188150.0,12919.0,0.0,0.0,0.0,0.0
960,1462,GRE,1980,Summer,0,35,9642505.0,14300.0,1.0,0.0,2.0,3.0
961,1463,GRE,1980,Winter,0,6,9642505.0,14300.0,0.0,0.0,0.0,0.0
962,1464,GRE,1984,Summer,0,60,9895801.0,14453.0,0.0,1.0,1.0,2.0
963,1465,GRE,1984,Winter,0,13,9895801.0,14453.0,0.0,0.0,0.0,0.0
964,1466,GRE,1988,Summer,0,48,10036983.0,15596.0,0.0,0.0,1.0,1.0
965,1467,GRE,1988,Winter,0,15,10036983.0,15596.0,0.0,0.0,0.0,0.0
966,1468,GRE,1992,Summer,0,61,10399061.0,16545.96,2.0,0.0,0.0,2.0
967,1469,GRE,1992,Winter,0,23,10399061.0,16545.96,0.0,0.0,0.0,0.0
968,1470,GRE,1994,Winter,0,14,10512922.0,16724.29,0.0,0.0,0.0,0.0
969,1471,GRE,1996,Summer,0,152,10608800.0,17719.56,4.0,4.0,0.0,8.0
970,1472,GRE,1998,Winter,0,12,10720509.0,19378.71,0.0,0.0,0.0,0.0
971,1473,GRE,2000,Summer,0,144,10805808.0,20965.33,4.0,6.0,3.0,13.0
972,1474,GRE,2002,Winter,0,16,10902022.0,22893.96,0.0,0.0,0.0,0.0
973,1475,GRE,2004,Summer,1,300,10955141.0,25780.39,6.0,6.0,4.0,16.0
974,1476,GRE,2006,Winter,0,8,11020362.0,27731.11,0.0,0.0,0.0,0.0
975,1477,GRE,2008,Summer,0,137,11077841.0,28907.93,0.0,2.0,1.0,3.0
976,1478,GRE,2010,Winter,0,12,11121341.0,26517.47,0.0,0.0,0.0,0.0
977,1479,GRE,2012,Summer,0,94,11045011.0,22693.0,0.0,0.0,2.0,2.0
978,1480,GRE,2014,Winter,0,13,10892413.0,22344.0,0.0,0.0,0.0,0.0
979,1481,GRE,2016,Summer,0,79,10775971.0,22574.0,3.0,1.0,2.0,6.0
980,1493,GUA,1968,Summer,0,46,5184095.0,4385.0,0.0,0.0,0.0,0.0
981,1494,GUA,1972,Summer,0,11,5723759.0,5037.0,0.0,0.0,0.0,0.0
982,1495,GUA,1976,Summer,0,11,6269983.0,5705.0,0.0,0.0,0.0,0.0
983,1496,GUA,1980,Summer,0,10,6890346.0,6384.0,0.0,0.0,0.0,0.0
984,1497,GUA,1984,Summer,0,47,7669863.0,5469.0,0.0,0.0,0.0,0.0
985,1498,GUA,1988,Summer,0,18,8566331.0,5086.0,0.0,0.0,0.0,0.0
986,1499,GUA,1988,Winter,0,15,8566331.0,5086.0,0.0,0.0,0.0,0.0
987,1500,GUA,1992,Summer,0,32,9544055.0,5303.6,0.0,0.0,0.0,0.0
988,1501,GUA,1996,Summer,0,28,10536942.0,5511.9,0.0,0.0,0.0,0.0
989,1502,GUA,2000,Summer,0,15,11589761.0,5860.27,0.0,0.0,0.0,0.0
990,1503,GUA,2004,Summer,0,19,12682108.0,6070.19,0.0,0.0,0.0,0.0
991,1504,GUA,2008,Summer,0,13,13739299.0,6604.68,0.0,0.0,0.0,0.0
992,1505,GUA,2012,Summer,0,24,14781942.0,6714.0,0.0,1.0,0.0,1.0
993,1506,GUA,2016,Summer,0,25,15827690.0,7221.0,0.0,0.0,0.0,0.0
994,1507,GUI,1968,Summer,0,1,4013050.0,776.0,0.0,0.0,0.0,0.0
995,1508,GUI,1980,Summer,0,10,4871446.0,872.0,0.0,0.0,0.0,0.0
996,1509,GUI,1984,Summer,0,1,5326369.0,824.0,0.0,0.0,0.0,0.0
997,1510,GUI,1988,Summer,0,7,5982484.0,856.0,0.0,0.0,0.0,0.0
998,1511,GUI,1992,Summer,0,11,6716032.0,833.23,0.0,0.0,0.0,0.0
999,1512,GUI,1996,Summer,0,5,7463782.0,927.13,0.0,0.0,0.0,0.0
1000,1513,GUI,2000,Summer,0,6,8240735.0,1046.57,0.0,0.0,0.0,0.0
1001,1514,GUI,2004,Summer,0,4,8925729.0,1159.83,0.0,0.0,0.0,0.0
1002,1515,GUI,2008,Summer,0,5,9738796.0,1290.4,0.0,0.0,0.0,0.0
1003,1516,GUI,2012,Summer,0,4,10652032.0,1397.0,0.0,0.0,0.0,0.0
1004,1517,GUI,2016,Summer,0,5,11738434.0,1417.0,0.0,0.0,0.0,0.0
1005,1548,HAI,1960,Summer,0,1,3866162.0,1809.0,0.0,0.0,0.0,0.0
1006,1549,HAI,1972,Summer,0,7,4837334.0,1635.0,0.0,0.0,0.0,0.0
1007,1550,HAI,1976,Summer,0,14,5191637.0,1835.0,0.0,0.0,0.0,0.0
1008,1551,HAI,1984,Summer,0,3,6194686.0,1803.0,0.0,0.0,0.0,0.0
1009,1552,HAI,1988,Summer,0,5,6758222.0,1701.0,0.0,0.0,0.0,0.0
1010,1553,HAI,1992,Summer,0,8,7319491.0,1535.97,0.0,0.0,0.0,0.0
1011,1554,HAI,1996,Summer,0,7,7887312.0,1426.41,0.0,0.0,0.0,0.0
1012,1555,HAI,2000,Summer,0,5,8463802.0,1520.73,0.0,0.0,0.0,0.0
1013,1556,HAI,2004,Summer,0,8,9047082.0,1439.21,0.0,0.0,0.0,0.0
1014,1557,HAI,2008,Summer,0,7,9646570.0,1555.49,0.0,0.0,0.0,0.0
1015,1558,HAI,2012,Summer,0,5,10250922.0,1674.0,0.0,0.0,0.0,0.0
1016,1559,HAI,2016,Summer,0,10,10839976.0,1728.0,0.0,0.0,0.0,0.0
1017,1562,HKG,1960,Summer,0,4,3075605.0,5088.0,0.0,0.0,0.0,0.0
1018,1563,HKG,1964,Summer,0,31,3504600.0,6664.0,0.0,0.0,0.0,0.0
1019,1564,HKG,1968,Summer,0,24,3802700.0,7696.0,0.0,0.0,0.0,0.0
1020,1565,HKG,1972,Summer,0,16,4123600.0,10632.0,0.0,0.0,0.0,0.0
1021,1566,HKG,1976,Summer,0,36,4518000.0,12929.0,0.0,0.0,0.0,0.0
1022,1567,HKG,1984,Summer,0,67,5397900.0,21042.0,0.0,0.0,0.0,0.0
1023,1568,HKG,1988,Summer,0,68,5627600.0,27063.0,0.0,0.0,0.0,0.0
1024,1569,HKG,1992,Summer,0,52,5800500.0,30202.54,0.0,0.0,0.0,0.0
1025,1570,HKG,1996,Summer,0,26,6435500.0,32261.8,1.0,0.0,0.0,1.0
1026,1571,HKG,2000,Summer,0,39,6665000.0,32894.01,0.0,0.0,0.0,0.0
1027,1572,HKG,2002,Winter,0,5,6744100.0,33038.15,0.0,0.0,0.0,0.0
1028,1573,HKG,2004,Summer,0,35,6783500.0,36052.99,0.0,1.0,0.0,1.0
1029,1574,HKG,2006,Winter,0,3,6857100.0,40172.85,0.0,0.0,0.0,0.0
1030,1575,HKG,2008,Summer,0,41,6957800.0,42635.48,0.0,0.0,0.0,0.0
1031,1576,HKG,2010,Winter,0,3,7024200.0,43170.55,0.0,0.0,0.0,0.0
1032,1577,HKG,2012,Summer,0,47,7150100.0,44904.0,0.0,0.0,1.0,1.0
1033,1578,HKG,2014,Winter,0,1,7229500.0,47038.0,0.0,0.0,0.0,0.0
1034,1579,HKG,2016,Summer,0,38,7336600.0,48330.0,0.0,0.0,0.0,0.0
1035,1580,HON,1968,Summer,0,6,2560723.0,2463.0,0.0,0.0,0.0,0.0
1036,1581,HON,1976,Summer,0,3,3251145.0,2954.0,0.0,0.0,0.0,0.0
1037,1582,HON,1984,Summer,0,20,4154864.0,2968.0,0.0,0.0,0.0,0.0
1038,1583,HON,1988,Summer,0,18,4677023.0,3009.0,0.0,0.0,0.0,0.0
1039,1584,HON,1992,Summer,0,27,5244677.0,3094.55,0.0,0.0,0.0,0.0
1040,1585,HON,1992,Winter,0,3,5244677.0,3094.55,0.0,0.0,0.0,0.0
1041,1586,HON,1996,Summer,0,7,5874814.0,3210.27,0.0,0.0,0.0,0.0
1042,1587,HON,2000,Summer,0,4,6574510.0,3335.72,0.0,0.0,0.0,0.0
1043,1588,HON,2004,Summer,0,5,7282953.0,3686.67,0.0,0.0,0.0,0.0
1044,1589,HON,2008,Summer,0,8,7980955.0,4358.76,0.0,0.0,0.0,0.0
1045,1590,HON,2012,Summer,0,10,8640692.0,4518.0,0.0,0.0,0.0,0.0
1046,1591,HON,2016,Summer,0,8,9270794.0,4796.0,0.0,0.0,0.0,0.0
1047,1612,HUN,1960,Summer,0,222,9983967.0,5816.0,6.0,8.0,7.0,21.0
1048,1613,HUN,1960,Winter,0,4,9983967.0,5816.0,0.0,0.0,0.0,0.0
1049,1614,HUN,1964,Summer,0,226,10119835.0,6994.0,10.0,7.0,5.0,22.0
1050,1615,HUN,1964,Winter,0,24,10119835.0,6994.0,0.0,0.0,0.0,0.0
1051,1616,HUN,1968,Summer,0,220,10255815.0,7865.0,10.0,10.0,12.0,32.0
1052,1617,HUN,1968,Winter,0,21,10255815.0,7865.0,0.0,0.0,0.0,0.0
1053,1618,HUN,1972,Summer,0,259,10398489.0,8505.0,6.0,13.0,16.0,35.0
1054,1619,HUN,1972,Winter,0,1,10398489.0,8505.0,0.0,0.0,0.0,0.0
1055,1620,HUN,1976,Summer,0,207,10598677.0,9231.0,4.0,5.0,13.0,22.0
1056,1621,HUN,1976,Winter,0,3,10598677.0,9231.0,0.0,0.0,0.0,0.0
1057,1622,HUN,1980,Summer,0,284,10711122.0,10052.0,7.0,10.0,15.0,32.0
1058,1623,HUN,1980,Winter,0,2,10711122.0,10052.0,0.0,1.0,0.0,1.0
1059,1624,HUN,1984,Winter,0,13,10668095.0,10696.0,0.0,0.0,0.0,0.0
1060,1625,HUN,1988,Summer,0,241,10596487.0,11207.0,11.0,6.0,6.0,23.0
1061,1626,HUN,1988,Winter,0,7,10596487.0,11207.0,0.0,0.0,0.0,0.0
1062,1627,HUN,1992,Summer,0,271,10369341.0,9153.92,11.0,12.0,7.0,30.0
1063,1628,HUN,1992,Winter,0,57,10369341.0,9153.92,0.0,0.0,0.0,0.0
1064,1629,HUN,1994,Winter,0,24,10343355.0,9772.22,0.0,0.0,0.0,0.0
1065,1630,HUN,1996,Summer,0,229,10311238.0,10359.18,7.0,4.0,10.0,21.0
1066,1631,HUN,1998,Winter,0,21,10266570.0,11663.03,0.0,0.0,0.0,0.0
1067,1632,HUN,2000,Summer,0,173,10210971.0,13129.27,8.0,6.0,3.0,17.0
1068,1633,HUN,2002,Winter,0,41,10158608.0,14899.31,0.0,0.0,0.0,0.0
1069,1634,HUN,2004,Summer,0,174,10107146.0,16999.01,8.0,6.0,3.0,17.0
1070,1635,HUN,2006,Winter,0,28,10071370.0,19253.06,0.0,0.0,0.0,0.0
1071,1636,HUN,2008,Summer,0,152,10038188.0,20380.63,3.0,5.0,2.0,10.0
1072,1637,HUN,2010,Winter,0,29,10000023.0,20036.33,0.0,0.0,0.0,0.0
1073,1638,HUN,2012,Summer,0,135,9920362.0,20631.0,8.0,4.0,6.0,18.0
1074,1639,HUN,2014,Winter,0,33,9866468.0,22040.0,0.0,0.0,0.0,0.0
1075,1640,HUN,2016,Summer,0,153,9814023.0,23279.0,8.0,3.0,4.0,15.0
1076,1643,INA,1960,Summer,0,23,87751066.0,1613.0,0.0,0.0,0.0,0.0
1077,1644,INA,1968,Summer,0,5,108779926.0,1580.0,0.0,0.0,0.0,0.0
1078,1645,INA,1972,Summer,0,7,121017316.0,2117.0,0.0,0.0,0.0,0.0
1079,1646,INA,1976,Summer,0,11,133966940.0,2536.0,0.0,0.0,0.0,0.0
1080,1647,INA,1984,Summer,0,20,161523353.0,3134.0,0.0,0.0,0.0,0.0
1081,1648,INA,1988,Summer,0,37,174975953.0,3500.0,0.0,1.0,0.0,1.0
1082,1649,INA,1992,Summer,0,38,187739786.0,4536.41,2.0,2.0,1.0,5.0
1083,1650,INA,1996,Summer,0,29,199901231.0,5851.3,1.0,1.0,2.0,4.0
1084,1651,INA,2000,Summer,0,38,211513822.0,5384.39,1.0,3.0,2.0,6.0
1085,1652,INA,2004,Summer,0,29,223285666.0,6180.91,1.0,1.0,2.0,4.0
1086,1653,INA,2008,Summer,0,19,235469755.0,7633.17,1.0,1.0,4.0,6.0
1087,1654,INA,2012,Summer,0,19,248451714.0,9285.0,0.0,2.0,1.0,3.0
1088,1655,INA,2016,Summer,0,24,261556386.0,10911.0,1.0,2.0,0.0,3.0
1089,1666,IND,1960,Summer,0,26,450547675.0,1200.0,0.0,1.0,0.0,1.0
1090,1667,IND,1964,Summer,0,80,488848139.0,1309.0,1.0,0.0,0.0,1.0
1091,1668,IND,1964,Winter,0,1,488848139.0,1309.0,0.0,0.0,0.0,0.0
1092,1669,IND,1968,Summer,0,12,531513834.0,1290.0,0.0,0.0,1.0,1.0
1093,1670,IND,1968,Winter,0,3,531513834.0,1290.0,0.0,0.0,0.0,0.0
1094,1671,IND,1972,Summer,0,29,581087255.0,1329.0,0.0,0.0,1.0,1.0
1095,1672,IND,1976,Summer,0,11,637630085.0,1417.0,0.0,0.0,0.0,0.0
1096,1673,IND,1980,Summer,0,47,698952837.0,1495.0,1.0,0.0,0.0,1.0
1097,1674,IND,1984,Summer,0,34,766833411.0,1690.0,0.0,0.0,0.0,0.0
1098,1675,IND,1988,Summer,0,32,837468938.0,1938.0,0.0,0.0,0.0,0.0
1099,1676,IND,1988,Winter,0,3,837468938.0,1938.0,0.0,0.0,0.0,0.0
1100,1677,IND,1992,Summer,0,41,909307018.0,2115.26,0.0,0.0,0.0,0.0
1101,1678,IND,1992,Winter,0,4,909307018.0,2115.26,0.0,0.0,0.0,0.0
1102,1679,IND,1996,Summer,0,33,982365248.0,2475.57,0.0,0.0,1.0,1.0
1103,1680,IND,1998,Winter,0,1,1019483586.0,2611.78,0.0,0.0,0.0,0.0
1104,1681,IND,2000,Summer,0,41,1056575548.0,2753.09,0.0,0.0,1.0,1.0
1105,1682,IND,2002,Winter,0,1,1093317187.0,2870.92,0.0,0.0,0.0,0.0
1106,1683,IND,2004,Summer,0,57,1129623466.0,3212.51,0.0,1.0,0.0,1.0
1107,1684,IND,2006,Winter,0,5,1165486291.0,3629.41,0.0,0.0,0.0,0.0
1108,1685,IND,2008,Summer,0,60,1200669762.0,4030.65,1.0,0.0,2.0,3.0
1109,1686,IND,2010,Winter,0,3,1234281163.0,4525.75,0.0,0.0,0.0,0.0
1110,1687,IND,2012,Summer,0,69,1265780243.0,4932.0,0.0,2.0,4.0,6.0
1111,1688,IND,2014,Winter,0,2,1295600768.0,5458.0,0.0,0.0,0.0,0.0
1112,1689,IND,2016,Summer,0,87,1324517250.0,6125.0,0.0,1.0,1.0,2.0
1113,1728,IRL,1960,Summer,0,54,2828600.0,6825.0,0.0,0.0,0.0,0.0
1114,1729,IRL,1964,Summer,0,32,2866550.0,7948.0,0.0,0.0,1.0,1.0
1115,1730,IRL,1968,Summer,0,44,2915550.0,9197.0,0.0,0.0,0.0,0.0
1116,1731,IRL,1972,Summer,0,69,3036850.0,10621.0,0.0,0.0,0.0,0.0
1117,1732,IRL,1976,Summer,0,41,3238050.0,11639.0,0.0,0.0,0.0,0.0
1118,1733,IRL,1980,Summer,0,50,3412800.0,13614.0,0.0,1.0,1.0,2.0
1119,1734,IRL,1984,Summer,0,49,3532423.0,14435.0,0.0,1.0,0.0,1.0
1120,1735,IRL,1988,Summer,0,67,3524949.0,16313.0,0.0,0.0,0.0,0.0
1121,1736,IRL,1992,Summer,0,63,3558430.0,20032.72,1.0,1.0,0.0,2.0
1122,1737,IRL,1992,Winter,0,1,3558430.0,20032.72,0.0,0.0,0.0,0.0
1123,1738,IRL,1996,Summer,0,85,3637510.0,26562.91,3.0,0.0,1.0,4.0
1124,1739,IRL,1998,Winter,0,4,3712696.0,31908.65,0.0,0.0,0.0,0.0
1125,1740,IRL,2000,Summer,0,60,3805174.0,38806.5,0.0,1.0,0.0,1.0
1126,1741,IRL,2002,Winter,0,8,3931947.0,43012.81,0.0,0.0,0.0,0.0
1127,1742,IRL,2004,Summer,0,43,4070262.0,47028.86,0.0,0.0,0.0,0.0
1128,1743,IRL,2006,Winter,0,5,4273591.0,51296.19,0.0,0.0,0.0,0.0
1129,1744,IRL,2008,Summer,0,50,4489544.0,49583.14,0.0,1.0,2.0,3.0
1130,1745,IRL,2010,Winter,0,6,4560155.0,48623.81,0.0,0.0,0.0,0.0
1131,1746,IRL,2012,Summer,0,67,4599533.0,48333.0,1.0,1.0,4.0,6.0
1132,1747,IRL,2014,Winter,0,8,4657740.0,52651.0,0.0,0.0,0.0,0.0
1133,1748,IRL,2016,Summer,0,75,4755335.0,56597.0,0.0,2.0,0.0,2.0
1134,1750,IRQ,1960,Summer,0,25,7289753.0,4360.0,0.0,0.0,1.0,1.0
1135,1751,IRQ,1964,Summer,0,16,8122199.0,4965.0,0.0,0.0,0.0,0.0
1136,1752,IRQ,1968,Summer,0,4,9260687.0,5745.0,0.0,0.0,0.0,0.0
1137,1753,IRQ,1980,Summer,0,26,13653348.0,10165.0,0.0,0.0,0.0,0.0
1138,1754,IRQ,1984,Summer,0,11,15190396.0,6593.0,0.0,0.0,0.0,0.0
1139,1755,IRQ,1988,Summer,0,13,16612319.0,4635.0,0.0,0.0,0.0,0.0
1140,1756,IRQ,1992,Summer,0,8,18402740.0,2046.18,0.0,0.0,0.0,0.0
1141,1757,IRQ,1996,Summer,0,3,20783073.0,2337.52,0.0,0.0,0.0,0.0
1142,1758,IRQ,2000,Summer,0,4,23497589.0,3649.49,0.0,0.0,0.0,0.0
1143,1759,IRQ,2004,Summer,0,8,26313838.0,6061.55,0.0,0.0,0.0,0.0
1144,1760,IRQ,2008,Summer,0,4,28385739.0,8587.26,0.0,0.0,0.0,0.0
1145,1761,IRQ,2012,Summer,0,8,31890012.0,12652.0,0.0,0.0,0.0,0.0
1146,1762,IRQ,2016,Summer,0,5,36610632.0,13898.0,0.0,0.0,0.0,0.0
1147,1772,ISL,1960,Summer,0,11,175574.0,10959.0,0.0,0.0,0.0,0.0
1148,1773,ISL,1960,Winter,0,10,175574.0,10959.0,0.0,0.0,0.0,0.0
1149,1774,ISL,1964,Summer,0,5,188983.0,13386.0,0.0,0.0,0.0,0.0
1150,1775,ISL,1964,Winter,0,10,188983.0,13386.0,0.0,0.0,0.0,0.0
1151,1776,ISL,1968,Summer,0,16,201488.0,13648.0,0.0,0.0,0.0,0.0
1152,1777,ISL,1968,Winter,0,8,201488.0,13648.0,0.0,0.0,0.0,0.0
1153,1778,ISL,1972,Summer,0,16,209137.0,17366.0,0.0,0.0,0.0,0.0
1154,1779,ISL,1976,Summer,0,22,220154.0,19877.0,0.0,0.0,0.0,0.0
1155,1780,ISL,1976,Winter,0,16,220154.0,19877.0,0.0,0.0,0.0,0.0
1156,1781,ISL,1980,Summer,0,12,228138.0,24528.0,0.0,0.0,0.0,0.0
1157,1782,ISL,1980,Winter,0,12,228138.0,24528.0,0.0,0.0,0.0,0.0
1158,1783,ISL,1984,Summer,0,20,239511.0,25357.0,0.0,0.0,1.0,1.0
1159,1784,ISL,1984,Winter,0,10,239511.0,25357.0,0.0,0.0,0.0,0.0
1160,1785,ISL,1988,Summer,0,27,249740.0,28934.0,0.0,0.0,0.0,0.0
1161,1786,ISL,1988,Winter,0,6,249740.0,28934.0,0.0,0.0,0.0,0.0
1162,1787,ISL,1992,Summer,0,17,261057.0,26859.28,0.0,0.0,0.0,0.0
1163,1788,ISL,1992,Winter,0,15,261057.0,26859.28,0.0,0.0,0.0,0.0
1164,1789,ISL,1994,Winter,0,14,266021.0,27457.81,0.0,0.0,0.0,0.0
1165,1790,ISL,1996,Summer,0,15,268916.0,28277.79,0.0,0.0,0.0,0.0
1166,1791,ISL,1998,Winter,0,12,274047.0,31444.62,0.0,0.0,0.0,0.0
1167,1792,ISL,2000,Summer,0,29,281205.0,33108.29,0.0,0.0,1.0,1.0
1168,1793,ISL,2002,Winter,0,12,287523.0,33470.49,0.0,0.0,0.0,0.0
1169,1794,ISL,2004,Summer,0,20,292074.0,36209.24,0.0,0.0,0.0,0.0
1170,1795,ISL,2006,Winter,0,12,303782.0,38707.21,0.0,0.0,0.0,0.0
1171,1796,ISL,2008,Summer,0,18,317414.0,40810.23,0.0,1.0,0.0,1.0
1172,1797,ISL,2010,Winter,0,7,318041.0,36272.69,0.0,0.0,0.0,0.0
1173,1798,ISL,2012,Summer,0,20,320716.0,36990.0,0.0,0.0,0.0,0.0
1174,1799,ISL,2014,Winter,0,11,327386.0,38563.0,0.0,0.0,0.0,0.0
1175,1800,ISL,2016,Summer,0,14,335439.0,42085.0,0.0,0.0,0.0,0.0
1176,1803,ISR,1960,Summer,0,43,2114020.0,7433.0,0.0,0.0,0.0,0.0
1177,1804,ISR,1964,Summer,0,13,2475000.0,9430.0,0.0,0.0,0.0,0.0
1178,1805,ISR,1968,Summer,0,23,2803000.0,11210.0,0.0,0.0,0.0,0.0
1179,1806,ISR,1972,Summer,0,16,3148000.0,15108.0,0.0,0.0,0.0,0.0
1180,1807,ISR,1976,Summer,0,19,3533000.0,16053.0,0.0,0.0,0.0,0.0
1181,1808,ISR,1984,Summer,0,63,4159000.0,18305.0,0.0,0.0,0.0,0.0
1182,1809,ISR,1988,Summer,0,26,4442000.0,20256.0,0.0,0.0,0.0,0.0
1183,1810,ISR,1992,Summer,0,42,5123000.0,21531.6,0.0,1.0,1.0,2.0
1184,1811,ISR,1994,Winter,0,1,5399000.0,22128.8,0.0,0.0,0.0,0.0
1185,1812,ISR,1996,Summer,0,31,5692000.0,23980.0,0.0,0.0,1.0,1.0
1186,1813,ISR,1998,Winter,0,3,5971000.0,24506.16,0.0,0.0,0.0,0.0
1187,1814,ISR,2000,Summer,0,44,6289000.0,26058.84,0.0,0.0,1.0,1.0
1188,1815,ISR,2002,Winter,0,7,6570000.0,24823.55,0.0,0.0,0.0,0.0
1189,1816,ISR,2004,Summer,0,43,6809000.0,25210.88,1.0,0.0,1.0,2.0
1190,1817,ISR,2006,Winter,0,6,7053700.0,26571.26,0.0,0.0,0.0,0.0
1191,1818,ISR,2008,Summer,0,56,7308800.0,27857.62,0.0,0.0,1.0,1.0
1192,1819,ISR,2010,Winter,0,4,7623600.0,28575.53,0.0,0.0,0.0,0.0
1193,1820,ISR,2012,Summer,0,53,7910500.0,29517.0,0.0,0.0,0.0,0.0
1194,1821,ISR,2014,Winter,0,6,8215700.0,30686.0,0.0,0.0,0.0,0.0
1195,1822,ISR,2016,Summer,0,54,8546000.0,31701.0,0.0,0.0,2.0,2.0
1196,1862,ITA,1960,Summer,1,282,50199700.0,9430.0,13.0,10.0,13.0,36.0
1197,1863,ITA,1960,Winter,0,55,50199700.0,9430.0,0.0,0.0,1.0,1.0
1198,1864,ITA,1964,Summer,0,185,51675350.0,11934.0,10.0,10.0,7.0,27.0
1199,1865,ITA,1964,Winter,0,61,51675350.0,11934.0,0.0,1.0,3.0,4.0
1200,1866,ITA,1968,Summer,0,204,53235750.0,14513.0,3.0,4.0,9.0,16.0
1201,1867,ITA,1968,Winter,0,63,53235750.0,14513.0,4.0,0.0,0.0,4.0
1202,1868,ITA,1972,Summer,0,259,54381345.0,16035.0,5.0,3.0,10.0,18.0
1203,1869,ITA,1972,Winter,0,50,54381345.0,16035.0,2.0,2.0,1.0,5.0
1204,1870,ITA,1976,Summer,0,227,55718260.0,18147.0,2.0,7.0,4.0,13.0
1205,1871,ITA,1976,Winter,0,75,55718260.0,18147.0,1.0,2.0,1.0,4.0
1206,1872,ITA,1980,Summer,0,146,56433883.0,20959.0,8.0,3.0,4.0,15.0
1207,1873,ITA,1980,Winter,0,59,56433883.0,20959.0,0.0,2.0,0.0,2.0
1208,1874,ITA,1984,Summer,0,261,56576718.0,21868.0,14.0,6.0,12.0,32.0
1209,1875,ITA,1984,Winter,0,76,56576718.0,21868.0,2.0,0.0,0.0,2.0
1210,1876,ITA,1988,Summer,0,262,56629288.0,24743.0,6.0,4.0,4.0,14.0
1211,1877,ITA,1988,Winter,0,83,56629288.0,24743.0,2.0,1.0,2.0,5.0
1212,1878,ITA,1992,Summer,0,300,56797087.0,26960.61,6.0,5.0,8.0,19.0
1213,1879,ITA,1992,Winter,0,127,56797087.0,26960.61,4.0,6.0,4.0,14.0
1214,1880,ITA,1994,Winter,0,136,56843400.0,27668.26,7.0,5.0,8.0,20.0
1215,1881,ITA,1996,Summer,0,328,56860281.0,29231.28,13.0,10.0,12.0,35.0
1216,1882,ITA,1998,Winter,0,132,56906744.0,30649.63,2.0,6.0,2.0,10.0
1217,1883,ITA,2000,Summer,0,298,56942108.0,32716.98,13.0,8.0,13.0,34.0
1218,1884,ITA,2002,Winter,0,168,57059007.0,33780.05,4.0,4.0,5.0,13.0
