,index,NOC,Year,Season,Host,athlete_count,Population,GDP per capita,Gold,Silver,Bronze,Total
1219,1885,ITA,2004,Summer,0,309,57685327.0,34472.13,10.0,11.0,11.0,32.0
1220,1886,ITA,2006,Winter,1,203,58143979.0,35713.8,5.0,0.0,6.0,11.0
1221,1887,ITA,2008,Summer,0,316,58826731.0,35942.94,8.0,9.0,10.0,27.0
1222,1888,ITA,2010,Winter,0,171,59277417.0,34765.94,1.0,1.0,3.0,5.0
1223,1889,ITA,2012,Summer,0,268,59539717.0,34068.0,8.0,9.0,11.0,28.0
1224,1890,ITA,2014,Winter,0,182,60789140.0,32829.0,0.0,2.0,6.0,8.0
1225,1891,ITA,2016,Summer,0,276,60627498.0,33419.0,8.0,12.0,8.0,28.0
1226,1906,JAM,1964,Summer,0,23,1730739.0,4629.0,0.0,0.0,0.0,0.0
1227,1907,JAM,1968,Summer,0,28,1825873.0,5235.0,0.0,1.0,0.0,1.0
1228,1908,JAM,1972,Summer,0,39,1935089.0,6150.0,0.0,0.0,1.0,1.0
1229,1909,JAM,1976,Summer,0,27,2055371.0,5681.0,1.0,1.0,0.0,2.0
1230,1910,JAM,1980,Summer,0,20,2162839.0,4975.0,0.0,0.0,3.0,3.0
1231,1911,JAM,1984,Summer,0,53,2306367.0,5059.0,0.0,1.0,2.0,3.0
1232,1912,JAM,1988,Summer,0,32,2389415.0,5397.0,0.0,2.0,0.0,2.0
1233,1913,JAM,1988,Winter,0,2,2389415.0,5397.0,0.0,0.0,0.0,0.0
1234,1914,JAM,1992,Summer,0,37,2461047.0,6292.03,0.0,3.0,1.0,4.0
1235,1915,JAM,1992,Winter,0,2,2461047.0,6292.03,0.0,0.0,0.0,0.0
1236,1916,JAM,1994,Winter,0,2,2509042.0,6517.05,0.0,0.0,0.0,0.0
1237,1917,JAM,1996,Summer,0,49,2558631.0,6648.93,1.0,3.0,2.0,6.0
1238,1918,JAM,1998,Winter,0,2,2608874.0,6432.65,0.0,0.0,0.0,0.0
1239,1919,JAM,2000,Summer,0,46,2654698.0,6531.28,0.0,6.0,3.0,9.0
1240,1920,JAM,2002,Winter,0,1,2692843.0,6660.76,0.0,0.0,0.0,0.0
1241,1921,JAM,2004,Summer,0,48,2725017.0,7004.98,2.0,1.0,2.0,5.0
1242,1922,JAM,2008,Summer,0,49,2781869.0,7353.11,5.0,4.0,2.0,11.0
1243,1923,JAM,2010,Winter,0,1,2810464.0,7025.93,0.0,0.0,0.0,0.0
1244,1924,JAM,2012,Summer,0,46,2842128.0,7053.0,4.0,5.0,3.0,12.0
1245,1925,JAM,2014,Winter,0,1,2875137.0,7005.0,0.0,0.0,0.0,0.0
1246,1926,JAM,2016,Summer,0,58,2906242.0,7084.0,6.0,3.0,2.0,11.0
1247,1927,JOR,1980,Summer,0,6,2377997.0,7141.0,0.0,0.0,0.0,0.0
1248,1928,JOR,1984,Summer,0,15,2784457.0,7599.0,0.0,0.0,0.0,0.0
1249,1929,JOR,1988,Summer,0,9,3256552.0,7571.0,0.0,0.0,0.0,0.0
1250,1930,JOR,1992,Summer,0,5,3977667.0,6456.12,0.0,0.0,0.0,0.0
1251,1931,JOR,1996,Summer,0,5,4732848.0,6783.23,0.0,0.0,0.0,0.0
1252,1932,JOR,2000,Summer,0,8,5122495.0,7621.84,0.0,0.0,0.0,0.0
1253,1933,JOR,2004,Summer,0,8,5580241.0,9288.62,0.0,0.0,0.0,0.0
1254,1934,JOR,2008,Summer,0,7,6556473.0,11378.26,0.0,0.0,0.0,0.0
1255,1935,JOR,2012,Summer,0,9,8089963.0,11523.0,0.0,0.0,0.0,0.0
1256,1936,JOR,2016,Summer,0,8,9554286.0,11529.0,1.0,0.0,0.0,1.0
1257,1950,JPN,1960,Summer,0,213,93216000.0,6354.0,4.0,7.0,7.0,18.0
1258,1951,JPN,1960,Winter,0,54,93216000.0,6354.0,0.0,0.0,0.0,0.0
1259,1952,JPN,1964,Summer,1,326,96903000.0,9035.0,16.0,5.0,8.0,29.0
1260,1953,JPN,1964,Winter,0,66,96903000.0,9035.0,0.0,0.0,0.0,0.0
1261,1954,JPN,1968,Summer,0,197,101011000.0,12725.0,11.0,7.0,7.0,25.0
1262,1955,JPN,1968,Winter,0,72,101011000.0,12725.0,0.0,0.0,0.0,0.0
1263,1956,JPN,1972,Summer,0,220,107188000.0,17110.0,13.0,8.0,8.0,29.0
1264,1957,JPN,1972,Winter,1,95,107188000.0,17110.0,1.0,1.0,1.0,3.0
1265,1958,JPN,1976,Summer,0,248,112775000.0,18600.0,9.0,6.0,10.0,25.0
1266,1959,JPN,1976,Winter,0,60,112775000.0,18600.0,0.0,0.0,0.0,0.0
1267,1960,JPN,1980,Winter,0,56,116807000.0,21404.0,0.0,1.0,0.0,1.0
1268,1961,JPN,1984,Summer,0,263,120083000.0,23548.0,10.0,8.0,14.0,32.0
1269,1962,JPN,1984,Winter,0,62,120083000.0,23548.0,0.0,1.0,0.0,1.0
1270,1963,JPN,1988,Summer,0,316,122578000.0,27393.0,4.0,3.0,7.0,14.0
1271,1964,JPN,1988,Winter,0,95,122578000.0,27393.0,0.0,0.0,1.0,1.0
1272,1965,JPN,1992,Summer,0,297,124425000.0,30977.81,3.0,8.0,11.0,22.0
1273,1966,JPN,1992,Winter,0,115,124425000.0,30977.81,1.0,2.0,4.0,7.0
1274,1967,JPN,1994,Winter,0,107,125178000.0,31135.43,1.0,2.0,2.0,5.0
1275,1968,JPN,1996,Summer,0,302,125757000.0,32784.16,3.0,6.0,5.0,14.0
1276,1969,JPN,1998,Winter,1,170,126400000.0,32558.19,5.0,1.0,4.0,10.0
1277,1970,JPN,2000,Summer,0,260,126843000.0,33210.81,5.0,8.0,5.0,18.0
1278,1971,JPN,2002,Winter,0,170,127445000.0,33195.4,0.0,1.0,1.0,2.0
1279,1972,JPN,2004,Summer,0,269,127761000.0,34313.56,16.0,9.0,12.0,37.0
1280,1973,JPN,2006,Winter,0,159,127854000.0,35333.11,1.0,0.0,0.0,1.0
1281,1974,JPN,2008,Summer,0,282,128063000.0,35496.23,9.0,8.0,8.0,25.0
1282,1975,JPN,2010,Winter,0,128,128070000.0,35011.4,0.0,3.0,2.0,5.0
1283,1976,JPN,2012,Summer,0,270,127629000.0,35580.0,7.0,14.0,17.0,38.0
1284,1977,JPN,2014,Winter,0,122,127276000.0,36537.0,1.0,4.0,3.0,8.0
1285,1978,JPN,2016,Summer,0,303,126994511.0,37465.0,12.0,8.0,21.0,41.0
1286,1979,KAZ,1994,Winter,0,65,16145766.0,8178.79,1.0,2.0,0.0,3.0
1287,1980,KAZ,1996,Summer,0,125,15578227.0,7826.86,3.0,4.0,4.0,11.0
1288,1981,KAZ,1998,Winter,0,78,15071640.0,8088.65,0.0,0.0,2.0,2.0
1289,1982,KAZ,2000,Summer,0,127,14883626.0,9309.42,3.0,4.0,0.0,7.0
1290,1983,KAZ,2002,Winter,0,74,14858948.0,11640.18,0.0,0.0,0.0,0.0
1291,1984,KAZ,2004,Summer,0,108,15012984.0,13929.73,1.0,4.0,3.0,8.0
1292,1985,KAZ,2006,Winter,0,64,15308085.0,16786.55,0.0,0.0,0.0,0.0
1293,1986,KAZ,2008,Summer,0,120,15776938.0,18665.77,2.0,3.0,4.0,9.0
1294,1987,KAZ,2010,Winter,0,86,16321872.0,19964.53,0.0,1.0,0.0,1.0
1295,1988,KAZ,2012,Summer,0,118,16792090.0,22089.0,3.0,2.0,6.0,11.0
1296,1989,KAZ,2014,Winter,0,98,17288285.0,23841.0,0.0,0.0,1.0,1.0
1297,1990,KAZ,2016,Summer,0,110,17794055.0,23842.0,3.0,5.0,10.0,18.0
1298,1992,KEN,1960,Summer,0,14,8120082.0,1157.0,0.0,0.0,0.0,0.0
1299,1993,KEN,1964,Summer,0,26,9222692.0,1208.0,0.0,0.0,1.0,1.0
1300,1994,KEN,1968,Summer,0,34,10539909.0,1366.0,3.0,4.0,2.0,9.0
1301,1995,KEN,1972,Summer,0,49,12146070.0,1524.0,2.0,3.0,4.0,9.0
1302,1996,KEN,1984,Summer,0,48,19146403.0,1594.0,1.0,0.0,2.0,3.0
1303,1997,KEN,1988,Summer,0,67,22153685.0,1741.0,5.0,2.0,2.0,9.0
1304,1998,KEN,1992,Summer,0,51,25326080.0,1724.87,2.0,4.0,2.0,8.0
1305,1999,KEN,1996,Summer,0,50,28589456.0,1851.28,1.0,4.0,3.0,8.0
1306,2000,KEN,1998,Winter,0,1,30250488.0,1889.97,0.0,0.0,0.0,0.0
1307,2001,KEN,2000,Summer,0,45,31964557.0,1914.89,2.0,3.0,2.0,7.0
1308,2002,KEN,2002,Winter,0,2,33751746.0,1961.89,0.0,0.0,0.0,0.0
1309,2003,KEN,2004,Summer,0,35,35635267.0,2066.21,1.0,4.0,2.0,7.0
1310,2004,KEN,2006,Winter,0,1,37649039.0,2255.26,0.0,0.0,0.0,0.0
1311,2005,KEN,2008,Summer,0,47,39791984.0,2357.23,6.0,4.0,6.0,16.0
1312,2006,KEN,2012,Summer,0,48,44343469.0,2765.0,2.0,4.0,7.0,13.0
1313,2007,KEN,2016,Summer,0,58,49051531.0,3169.0,6.0,6.0,1.0,13.0
1314,2008,KGZ,1994,Winter,0,2,4515100.0,2993.83,0.0,0.0,0.0,0.0
1315,2009,KGZ,1996,Summer,0,39,4628400.0,2901.55,0.0,0.0,0.0,0.0
1316,2010,KGZ,1998,Winter,0,2,4769000.0,3105.96,0.0,0.0,0.0,0.0
1317,2011,KGZ,2000,Summer,0,59,4898400.0,3246.38,0.0,0.0,1.0,1.0
1318,2012,KGZ,2002,Winter,0,4,4990700.0,3299.25,0.0,0.0,0.0,0.0
1319,2013,KGZ,2004,Summer,0,32,5104700.0,3632.15,0.0,0.0,0.0,0.0
1320,2014,KGZ,2006,Winter,0,2,5218400.0,3594.57,0.0,0.0,0.0,0.0
1321,2015,KGZ,2008,Summer,0,22,5318700.0,4046.72,0.0,1.0,2.0,3.0
1322,2016,KGZ,2010,Winter,0,3,5447900.0,3977.65,0.0,0.0,0.0,0.0
1323,2017,KGZ,2012,Summer,0,15,5607200.0,4104.0,0.0,0.0,0.0,0.0
1324,2018,KGZ,2014,Winter,0,2,5835500.0,4644.0,0.0,0.0,0.0,0.0
1325,2019,KGZ,2016,Summer,0,19,6079500.0,4879.0,0.0,0.0,0.0,0.0
1326,2029,KOR,1960,Summer,0,46,25012374.0,1547.69,0.0,0.0,0.0,0.0
1327,2030,KOR,1960,Winter,0,20,25012374.0,1547.69,0.0,0.0,0.0,0.0
1328,2031,KOR,1964,Summer,0,181,27984155.0,1834.98,0.0,2.0,1.0,3.0
1329,2032,KOR,1964,Winter,0,16,27984155.0,1834.98,0.0,0.0,0.0,0.0
1330,2033,KOR,1968,Summer,0,57,30838302.0,2468.48,0.0,1.0,1.0,2.0
1331,2034,KOR,1968,Winter,0,14,30838302.0,2468.48,0.0,0.0,0.0,0.0
1332,2035,KOR,1972,Summer,0,26,33505406.0,3387.89,0.0,1.0,0.0,1.0
1333,2036,KOR,1972,Winter,0,11,33505406.0,3387.89,0.0,0.0,0.0,0.0
1334,2037,KOR,1976,Summer,0,29,35848523.0,4855.94,1.0,1.0,4.0,6.0
1335,2038,KOR,1976,Winter,0,9,35848523.0,4855.94,0.0,0.0,0.0,0.0
1336,2039,KOR,1980,Winter,0,24,38123775.0,6064.04,0.0,0.0,0.0,0.0
1337,2040,KOR,1984,Summer,0,175,40405956.0,8303.52,6.0,6.0,7.0,19.0
1338,2041,KOR,1984,Winter,0,38,40405956.0,8303.52,0.0,0.0,0.0,0.0
1339,2042,KOR,1988,Summer,1,351,42031247.0,12039.95,12.0,10.0,11.0,33.0
1340,2043,KOR,1988,Winter,0,50,42031247.0,12039.95,0.0,0.0,0.0,0.0
1341,2044,KOR,1992,Summer,0,208,43747962.0,15712.0,12.0,5.0,12.0,29.0
1342,2045,KOR,1992,Winter,0,48,43747962.0,15712.0,2.0,1.0,1.0,4.0
1343,2046,KOR,1994,Winter,0,42,44641540.0,17720.4,4.0,1.0,1.0,6.0
1344,2047,KOR,1996,Summer,0,261,45524681.0,20204.56,7.0,15.0,5.0,27.0
1345,2048,KOR,1998,Winter,0,67,46286503.0,19624.69,3.0,1.0,2.0,6.0
1346,2049,KOR,2000,Summer,0,208,47008111.0,23108.02,8.0,10.0,10.0,28.0
1347,2050,KOR,2002,Winter,0,78,47644736.0,25250.64,2.0,2.0,0.0,4.0
1348,2051,KOR,2004,Summer,0,222,48082519.0,26646.5,9.0,12.0,9.0,30.0
1349,2052,KOR,2006,Winter,0,73,48438292.0,28516.48,6.0,3.0,2.0,11.0
1350,2053,KOR,2008,Summer,0,209,49054708.0,30117.73,13.0,11.0,8.0,32.0
1351,2054,KOR,2010,Winter,0,70,49554112.0,31537.77,6.0,6.0,2.0,14.0
1352,2055,KOR,2012,Summer,0,193,50199853.0,32791.0,13.0,9.0,8.0,30.0
1353,2056,KOR,2014,Winter,0,100,50746659.0,34493.0,3.0,3.0,2.0,8.0
1354,2057,KOR,2016,Summer,0,176,51217803.0,36103.0,9.0,3.0,9.0,21.0
1355,2059,KSA,1972,Summer,0,11,6392973.0,15138.0,0.0,0.0,0.0,0.0
1356,2060,KSA,1976,Summer,0,13,7802928.0,19297.0,0.0,0.0,0.0,0.0
1357,2061,KSA,1984,Summer,0,22,12418836.0,16343.0,0.0,0.0,0.0,0.0
1358,2062,KSA,1988,Summer,0,13,15070082.0,12795.0,0.0,0.0,0.0,0.0
1359,2063,KSA,1992,Summer,0,15,17282686.0,17905.28,0.0,0.0,0.0,0.0
1360,2064,KSA,1996,Summer,0,15,19033843.0,20280.49,0.0,0.0,0.0,0.0
1361,2065,KSA,2000,Summer,0,17,20663840.0,23904.52,0.0,1.0,1.0,2.0
1362,2066,KSA,2004,Summer,0,16,23132686.0,30233.51,0.0,0.0,0.0,0.0
1363,2067,KSA,2008,Summer,0,15,25888535.0,39393.43,0.0,0.0,0.0,0.0
1364,2068,KSA,2012,Summer,0,20,29154906.0,49867.0,0.0,0.0,1.0,1.0
1365,2069,KSA,2016,Summer,0,11,32443443.0,51397.0,0.0,0.0,0.0,0.0
1366,2082,LAO,1980,Summer,0,19,3258149.0,1054.0,0.0,0.0,0.0,0.0
1367,2083,LAO,1988,Summer,0,3,4020817.0,1286.0,0.0,0.0,0.0,0.0
1368,2084,LAO,1992,Summer,0,7,4500346.0,1563.91,0.0,0.0,0.0,0.0
1369,2085,LAO,1996,Summer,0,2,4951189.0,1899.9,0.0,0.0,0.0,0.0
1370,2086,LAO,2000,Summer,0,3,5323701.0,2262.24,0.0,0.0,0.0,0.0
1371,2087,LAO,2004,Summer,0,5,5662199.0,2784.68,0.0,0.0,0.0,0.0
1372,2088,LAO,2008,Summer,0,4,6046630.0,3614.48,0.0,0.0,0.0,0.0
1373,2089,LAO,2012,Summer,0,3,6444527.0,4670.0,0.0,0.0,0.0,0.0
1374,2090,LAO,2016,Summer,0,5,6845848.0,5859.0,0.0,0.0,0.0,0.0
1375,2098,LAT,1992,Summer,0,37,2614338.0,9411.2,0.0,2.0,1.0,3.0
1376,2099,LAT,1992,Winter,0,24,2614338.0,9411.2,0.0,0.0,0.0,0.0
1377,2100,LAT,1994,Winter,0,26,2520742.0,8704.27,0.0,0.0,0.0,0.0
1378,2101,LAT,1996,Summer,0,55,2457222.0,8947.27,0.0,1.0,0.0,1.0
1379,2102,LAT,1998,Winter,0,37,2410019.0,10429.77,0.0,0.0,0.0,0.0
1380,2103,LAT,2000,Summer,0,58,2367550.0,11309.74,1.0,1.0,1.0,3.0
1381,2104,LAT,2002,Winter,0,33,2310173.0,13015.47,0.0,0.0,0.0,0.0
1382,2105,LAT,2004,Summer,0,45,2263122.0,15371.18,0.0,4.0,0.0,4.0
1383,2106,LAT,2006,Winter,0,53,2218357.0,19128.69,0.0,0.0,1.0,1.0
1384,2107,LAT,2008,Summer,0,50,2177322.0,20342.2,1.0,1.0,1.0,3.0
1385,2108,LAT,2010,Winter,0,48,2097555.0,17140.23,0.0,2.0,0.0,2.0
1386,2109,LAT,2012,Summer,0,46,2034319.0,19405.0,1.0,0.0,1.0,2.0
1387,2110,LAT,2014,Winter,0,43,1993782.0,20751.0,1.0,1.0,3.0,5.0
1388,2111,LAT,2016,Summer,0,32,1959537.0,22092.0,0.0,0.0,0.0,0.0
1389,2112,LBA,1968,Summer,0,1,1958909.0,6071.0,0.0,0.0,0.0,0.0
1390,2113,LBA,1980,Summer,0,24,3219462.0,8741.0,0.0,0.0,0.0,0.0
1391,2114,LBA,1988,Summer,0,7,4220451.0,4670.0,0.0,0.0,0.0,0.0
1392,2115,LBA,1992,Summer,0,5,4650896.0,6113.35,0.0,0.0,0.0,0.0
1393,2116,LBA,1996,Summer,0,5,5036173.0,7543.94,0.0,0.0,0.0,0.0
1394,2117,LBA,2000,Summer,0,3,5357893.0,9770.98,0.0,0.0,0.0,0.0
1395,2118,LBA,2004,Summer,0,8,5710163.0,14193.26,0.0,0.0,0.0,0.0
1396,2119,LBA,2008,Summer,0,6,6058740.0,25140.6,0.0,0.0,0.0,0.0
1397,2120,LBA,2012,Summer,0,4,6285751.0,29766.0,0.0,0.0,0.0,0.0
1398,2121,LBA,2016,Summer,0,7,6492160.0,8096.0,0.0,0.0,0.0,0.0
1399,2123,LBR,1960,Summer,0,6,1118655.0,3674.0,0.0,0.0,0.0,0.0
1400,2124,LBR,1964,Summer,0,2,1217905.0,3679.0,0.0,0.0,0.0,0.0
1401,2125,LBR,1972,Summer,0,5,1474567.0,4568.0,0.0,0.0,0.0,0.0
1402,2126,LBR,1984,Summer,0,7,2111667.0,3443.0,0.0,0.0,0.0,0.0
1403,2127,LBR,1988,Summer,0,11,2134105.0,3070.0,0.0,0.0,0.0,0.0
1404,2128,LBR,1996,Summer,0,4,2160480.0,391.09,0.0,0.0,0.0,0.0
1405,2129,LBR,2000,Summer,0,7,2848447.0,971.93,0.0,0.0,0.0,0.0
1406,2130,LBR,2004,Summer,0,2,3135654.0,760.88,0.0,0.0,0.0,0.0
1407,2131,LBR,2008,Summer,0,4,3607863.0,811.16,0.0,0.0,0.0,0.0
1408,2132,LBR,2012,Summer,0,3,4135662.0,853.0,0.0,0.0,0.0,0.0
1409,2133,LBR,2016,Summer,0,3,4586788.0,829.0,0.0,0.0,0.0,0.0
1410,2134,LCA,1996,Summer,0,5,148837.0,6330.93,0.0,0.0,0.0,0.0
1411,2135,LCA,2000,Summer,0,5,156737.0,7191.27,0.0,0.0,0.0,0.0
1412,2136,LCA,2004,Summer,0,2,161821.0,8322.35,0.0,0.0,0.0,0.0
1413,2137,LCA,2008,Summer,0,4,170011.0,9931.68,0.0,0.0,0.0,0.0
1414,2138,LCA,2012,Summer,0,4,176654.0,10067.0,0.0,0.0,0.0,0.0
1415,2139,LCA,2016,Summer,0,5,180028.0,10233.0,0.0,0.0,0.0,0.0
1416,2140,LES,1972,Summer,0,2,1077102.0,1108.0,0.0,0.0,0.0,0.0
1417,2141,LES,1980,Summer,0,7,1340258.0,1589.0,0.0,0.0,0.0,0.0
1418,2142,LES,1984,Summer,0,5,1489685.0,1589.0,0.0,0.0,0.0,0.0
1419,2143,LES,1988,Summer,0,6,1630993.0,1736.0,0.0,0.0,0.0,0.0
1420,2144,LES,1992,Summer,0,8,1782284.0,1914.62,0.0,0.0,0.0,0.0
1421,2145,LES,1996,Summer,0,5,1934294.0,1931.66,0.0,0.0,0.0,0.0
1422,2146,LES,2000,Summer,0,6,2032805.0,1967.43,0.0,0.0,0.0,0.0
1423,2147,LES,2004,Summer,0,3,2005953.0,2004.06,0.0,0.0,0.0,0.0
1424,2148,LES,2008,Summer,0,5,1987130.0,2177.86,0.0,0.0,0.0,0.0
1425,2149,LES,2012,Summer,0,4,2014988.0,2456.0,0.0,0.0,0.0,0.0
1426,2150,LES,2016,Summer,0,9,2075041.0,2767.0,0.0,0.0,0.0,0.0
1427,2222,LTU,1992,Summer,0,51,3700114.0,10240.94,1.0,0.0,1.0,2.0
1428,2223,LTU,1992,Winter,0,13,3700114.0,10240.94,0.0,0.0,0.0,0.0
1429,2224,LTU,1994,Winter,0,13,3657144.0,7830.01,0.0,0.0,0.0,0.0
1430,2225,LTU,1996,Summer,0,73,3601613.0,8793.7,0.0,0.0,1.0,1.0
1431,2226,LTU,1998,Winter,0,18,3549331.0,10382.12,0.0,0.0,0.0,0.0
1432,2227,LTU,2000,Summer,0,72,3499536.0,10806.87,2.0,0.0,3.0,5.0
1433,2228,LTU,2002,Winter,0,21,3443067.0,12490.62,0.0,0.0,0.0,0.0
1434,2229,LTU,2004,Summer,0,62,3377075.0,14995.77,1.0,2.0,0.0,3.0
1435,2230,LTU,2006,Winter,0,14,3269909.0,17916.06,0.0,0.0,0.0,0.0
1436,2231,LTU,2008,Summer,0,76,3198231.0,20879.8,0.0,3.0,2.0,5.0
1437,2232,LTU,2010,Winter,0,12,3097282.0,18663.76,0.0,0.0,0.0,0.0
1438,2233,LTU,2012,Summer,0,72,2987773.0,21303.0,2.0,0.0,3.0,5.0
1439,2234,LTU,2014,Winter,0,20,2932367.0,23252.0,0.0,0.0,0.0,0.0
1440,2235,LTU,2016,Summer,0,75,2868231.0,24743.0,0.0,1.0,3.0,4.0
1441,2248,LUX,1960,Summer,0,97,313970.0,15870.0,0.0,0.0,0.0,0.0
1442,2249,LUX,1964,Summer,0,27,327750.0,17864.0,0.0,0.0,0.0,0.0
1443,2250,LUX,1968,Summer,0,7,335850.0,18774.0,0.0,0.0,0.0,0.0
1444,2251,LUX,1972,Summer,0,11,346600.0,22236.0,0.0,0.0,0.0,0.0
1445,2252,LUX,1976,Summer,0,9,360731.0,23100.0,0.0,0.0,0.0,0.0
1446,2253,LUX,1980,Summer,0,4,364150.0,24951.0,0.0,0.0,0.0,0.0
1447,2254,LUX,1984,Summer,0,5,365998.0,27303.0,0.0,0.0,0.0,0.0
1448,2255,LUX,1988,Summer,0,11,373450.0,33351.0,0.0,0.0,0.0,0.0
1449,2256,LUX,1988,Winter,0,3,373450.0,33351.0,0.0,0.0,0.0,0.0
1450,2257,LUX,1992,Summer,0,8,392175.0,39231.59,0.0,0.0,0.0,0.0
1451,2258,LUX,1992,Winter,0,5,392175.0,39231.59,0.0,2.0,0.0,2.0
1452,2259,LUX,1994,Winter,0,5,402925.0,40990.71,0.0,0.0,0.0,0.0
1453,2260,LUX,1996,Summer,0,7,414225.0,40687.9,0.0,0.0,0.0,0.0
1454,2261,LUX,1998,Winter,0,1,424700.0,44142.56,0.0,0.0,0.0,0.0
1455,2262,LUX,2000,Summer,0,8,436300.0,50063.82,0.0,0.0,0.0,0.0
1456,2263,LUX,2004,Summer,0,13,458095.0,52624.16,0.0,0.0,0.0,0.0
1457,2264,LUX,2006,Winter,0,1,472637.0,54920.81,0.0,0.0,0.0,0.0
1458,2265,LUX,2008,Summer,0,19,488650.0,56383.19,0.0,0.0,0.0,0.0
1459,2266,LUX,2012,Summer,0,11,530946.0,52562.0,0.0,0.0,0.0,0.0
1460,2267,LUX,2014,Winter,0,1,556319.0,55102.0,0.0,0.0,0.0,0.0
1461,2268,LUX,2016,Summer,0,15,582014.0,57006.0,0.0,0.0,0.0,0.0
1462,2269,MAD,1964,Summer,0,4,5625164.0,1779.0,0.0,0.0,0.0,0.0
1463,2270,MAD,1968,Summer,0,6,6234468.0,1871.0,0.0,0.0,0.0,0.0
1464,2271,MAD,1972,Summer,0,10,6946619.0,1916.0,0.0,0.0,0.0,0.0
1465,2272,MAD,1980,Summer,0,18,8716549.0,1680.0,0.0,0.0,0.0,0.0
1466,2273,MAD,1984,Summer,0,5,9780869.0,1305.0,0.0,0.0,0.0,0.0
1467,2274,MAD,1992,Summer,0,16,12301338.0,1152.65,0.0,0.0,0.0,0.0
1468,2275,MAD,1996,Summer,0,10,13902697.0,1132.44,0.0,0.0,0.0,0.0
1469,2276,MAD,2000,Summer,0,10,15766806.0,1238.78,0.0,0.0,0.0,0.0
1470,2277,MAD,2004,Summer,0,8,17802992.0,1239.9,0.0,0.0,0.0,0.0
1471,2278,MAD,2006,Winter,0,2,18880265.0,1322.48,0.0,0.0,0.0,0.0
1472,2279,MAD,2008,Summer,0,6,19996476.0,1458.79,0.0,0.0,0.0,0.0
1473,2280,MAD,2012,Summer,0,7,22346641.0,1351.0,0.0,0.0,0.0,0.0
1474,2281,MAD,2016,Summer,0,6,24894370.0,1381.0,0.0,0.0,0.0,0.0
1475,2284,MAR,1960,Summer,0,91,12328532.0,2118.0,0.0,1.0,0.0,1.0
1476,2285,MAR,1964,Summer,0,10,13857656.0,2201.0,0.0,0.0,0.0,0.0
1477,2286,MAR,1968,Summer,0,25,15307267.0,2429.0,0.0,0.0,0.0,0.0
1478,2287,MAR,1968,Winter,0,8,15307267.0,2429.0,0.0,0.0,0.0,0.0
1479,2288,MAR,1972,Summer,0,19,16696890.0,2660.0,0.0,0.0,0.0,0.0
1480,2289,MAR,1976,Summer,0,9,18198836.0,3175.0,0.0,0.0,0.0,0.0
1481,2290,MAR,1984,Summer,0,21,22002641.0,3657.0,2.0,0.0,0.0,2.0
1482,2291,MAR,1984,Winter,0,7,22002641.0,3657.0,0.0,0.0,0.0,0.0
1483,2292,MAR,1988,Summer,0,29,23903592.0,4077.0,1.0,0.0,2.0,3.0
1484,2293,MAR,1988,Winter,0,6,23903592.0,4077.0,0.0,0.0,0.0,0.0
1485,2294,MAR,1992,Summer,0,27,25711410.0,4194.45,1.0,1.0,1.0,3.0
1486,2295,MAR,1992,Winter,0,23,25711410.0,4194.45,0.0,0.0,0.0,0.0
1487,2296,MAR,1996,Summer,0,38,27383472.0,4603.65,0.0,0.0,2.0,2.0
1488,2297,MAR,2000,Summer,0,39,28793672.0,4753.64,0.0,1.0,4.0,5.0
1489,2298,MAR,2004,Summer,0,42,30115196.0,5584.15,2.0,1.0,0.0,3.0
1490,2299,MAR,2008,Summer,0,49,31536807.0,6530.98,0.0,1.0,1.0,2.0
1491,2300,MAR,2010,Winter,0,2,32343384.0,6931.56,0.0,0.0,0.0,0.0
1492,2301,MAR,2012,Summer,0,52,33241898.0,7365.0,0.0,0.0,1.0,1.0
1493,2302,MAR,2014,Winter,0,4,34192358.0,7733.0,0.0,0.0,0.0,0.0
1494,2303,MAR,2016,Summer,0,52,35126274.0,8039.0,0.0,0.0,1.0,1.0
1495,2304,MAS,1964,Summer,0,53,9253827.0,2754.0,0.0,0.0,0.0,0.0
1496,2305,MAS,1968,Summer,0,16,10297983.0,3096.0,0.0,0.0,0.0,0.0
1497,2306,MAS,1972,Summer,0,23,11324277.0,3649.0,0.0,0.0,0.0,0.0
1498,2307,MAS,1976,Summer,0,10,12468688.0,4638.0,0.0,0.0,0.0,0.0
1499,2308,MAS,1984,Summer,0,12,15192300.0,6867.0,0.0,0.0,0.0,0.0
1500,2309,MAS,1988,Summer,0,16,17022470.0,7144.0,0.0,0.0,0.0,0.0
1501,2310,MAS,1992,Summer,0,12,19002660.0,9383.93,0.0,0.0,1.0,1.0
1502,2311,MAS,1996,Summer,0,22,21017619.0,12668.67,0.0,1.0,1.0,2.0
1503,2312,MAS,2000,Summer,0,34,23194252.0,13474.7,0.0,0.0,0.0,0.0
1504,2313,MAS,2004,Summer,0,34,25190647.0,15087.25,0.0,0.0,0.0,0.0
1505,2314,MAS,2008,Summer,0,34,27236003.0,17865.64,0.0,1.0,0.0,1.0
1506,2315,MAS,2012,Summer,0,31,29068189.0,20134.0,0.0,1.0,1.0,2.0
1507,2316,MAS,2016,Summer,0,35,30684652.0,23053.0,0.0,4.0,1.0,5.0
1508,2317,MAW,1972,Summer,0,18,4958556.0,851.0,0.0,0.0,0.0,0.0
1509,2318,MAW,1984,Summer,0,20,6964613.0,925.0,0.0,0.0,0.0,0.0
