Index,NOC,Year,Season,Host,CompetitorID
2387,MLI,1988,Summer,0,8
2388,MLI,1992,Summer,0,6
2389,MLI,1996,Summer,0,4
2390,MLI,2000,Summer,0,5
2391,MLI,2004,Summer,0,6
2392,MLI,2008,Summer,0,17
2393,MLI,2012,Summer,0,6
2394,MLI,2016,Summer,0,6
2395,MLT,1928,Summer,0,1
2396,MLT,1936,Summer,0,3
2397,MLT,1948,Summer,0,1
2398,MLT,1960,Summer,0,10
2399,MLT,1968,Summer,0,1
2400,MLT,1972,Summer,0,2
2401,MLT,1980,Summer,0,9
2402,MLT,1984,Summer,0,7
2403,MLT,1988,Summer,0,6
2404,MLT,1992,Summer,0,8
2405,MLT,1996,Summer,0,10
2406,MLT,2000,Summer,0,7
2407,MLT,2004,Summer,0,7
2408,MLT,2008,Summer,0,6
2409,MLT,2012,Summer,0,5
2410,MLT,2014,Winter,0,2
2411,MLT,2016,Summer,0,8
2412,MNE,2008,Summer,0,8
2413,MNE,2010,Winter,0,2
2414,MNE,2012,Summer,0,9
2415,MNE,2014,Winter,0,3
2416,MNE,2016,Summer,0,9
2417,MON,1920,Summer,0,7
2418,MON,1924,Summer,0,9
2419,MON,1928,Summer,0,8
2420,MON,1932,Summer,0,1
2421,MON,1936,Summer,0,11
2422,MON,1948,Summer,0,4
2423,MON,1952,Summer,0,9
2424,MON,1960,Summer,0,13
2425,MON,1964,Summer,0,1
2426,MON,1968,Summer,0,2
2427,MON,1972,Summer,0,5
2428,MON,1976,Summer,0,10
2429,MON,1984,Summer,0,8
2430,MON,1984,Winter,0,2
2431,MON,1988,Summer,0,9
2432,MON,1988,Winter,0,3
2433,MON,1992,Summer,0,4
2434,MON,1992,Winter,0,2
2435,MON,1994,Winter,0,3
2436,MON,1996,Summer,0,4
2437,MON,1998,Winter,0,2
2438,MON,2000,Summer,0,4
2439,MON,2002,Winter,0,2
2440,MON,2004,Summer,0,3
2441,MON,2006,Winter,0,9
2442,MON,2008,Summer,0,5
2443,MON,2010,Winter,0,5
2444,MON,2012,Summer,0,6
2445,MON,2014,Winter,0,10
2446,MON,2016,Summer,0,8
2447,MOZ,1980,Summer,0,16
2448,MOZ,1984,Summer,0,11
2449,MOZ,1988,Summer,0,12
2450,MOZ,1992,Summer,0,7
2451,MOZ,1996,Summer,0,3
2452,MOZ,2000,Summer,0,4
2453,MOZ,2004,Summer,0,4
2454,MOZ,2008,Summer,0,4
2455,MOZ,2012,Summer,0,6
2456,MOZ,2016,Summer,0,7
2457,MRI,1984,Summer,0,7
2458,MRI,1988,Summer,0,10
2459,MRI,1992,Summer,0,18
2460,MRI,1996,Summer,0,25
2461,MRI,2000,Summer,0,20
2462,MRI,2004,Summer,0,9
2463,MRI,2008,Summer,0,11
2464,MRI,2012,Summer,0,10
2465,MRI,2016,Summer,0,11
2466,MTN,1984,Summer,0,2
2467,MTN,1988,Summer,0,7
2468,MTN,1992,Summer,0,6
2469,MTN,1996,Summer,0,4
2470,MTN,2000,Summer,0,2
2471,MTN,2004,Summer,0,2
2472,MTN,2008,Summer,0,2
2473,MTN,2012,Summer,0,2
2474,MTN,2016,Summer,0,2
2475,MYA,1948,Summer,0,5
2476,MYA,1952,Summer,0,5
2477,MYA,1956,Summer,0,11
2478,MYA,1960,Summer,0,9
2479,MYA,1964,Summer,0,12
2480,MYA,1968,Summer,0,4
2481,MYA,1972,Summer,0,7
2482,MYA,1980,Summer,0,2
2483,MYA,1984,Summer,0,1
2484,MYA,1988,Summer,0,3
2485,MYA,1992,Summer,0,5
2486,MYA,1996,Summer,0,3
2487,MYA,2000,Summer,0,7
2488,MYA,2004,Summer,0,2
2489,MYA,2008,Summer,0,7
2490,MYA,2012,Summer,0,6
2491,MYA,2016,Summer,0,8
2492,NAM,1992,Summer,0,10
2493,NAM,1996,Summer,0,10
2494,NAM,2000,Summer,0,16
2495,NAM,2004,Summer,0,10
2496,NAM,2008,Summer,0,11
2497,NAM,2012,Summer,0,9
2498,NAM,2016,Summer,0,11
2499,NBO,1956,Summer,0,2
2500,NCA,1968,Summer,0,16
2501,NCA,1972,Summer,0,10
2502,NCA,1976,Summer,0,22
2503,NCA,1980,Summer,0,6
2504,NCA,1984,Summer,0,5
2505,NCA,1992,Summer,0,9
2506,NCA,1996,Summer,0,9
2507,NCA,2000,Summer,0,6
2508,NCA,2004,Summer,0,6
2509,NCA,2008,Summer,0,7
2510,NCA,2012,Summer,0,6
2511,NCA,2016,Summer,0,5
2512,NED,1900,Summer,0,61
2513,NED,1906,Summer,0,42
2514,NED,1908,Summer,0,149
2515,NED,1912,Summer,0,22
2516,NED,1920,Summer,0,124
2517,NED,1924,Summer,0,178
2518,NED,1928,Summer,1,298
2519,NED,1928,Winter,1,7
2520,NED,1932,Summer,0,71
2521,NED,1936,Summer,0,169
2522,NED,1936,Winter,0,18
2523,NED,1948,Summer,0,118
2524,NED,1948,Winter,0,15
2525,NED,1952,Summer,0,116
2526,NED,1952,Winter,0,23
2527,NED,1956,Summer,0,1
2528,NED,1956,Winter,0,16
2529,NED,1960,Summer,0,103
2530,NED,1960,Winter,0,13
2531,NED,1964,Summer,0,86
2532,NED,1964,Winter,0,12
2533,NED,1968,Summer,0,86
2534,NED,1968,Winter,0,26
2535,NED,1972,Summer,0,136
2536,NED,1972,Winter,0,26
2537,NED,1976,Summer,0,112
2538,NED,1976,Winter,0,23
2539,NED,1980,Summer,0,78
2540,NED,1980,Winter,0,28
2541,NED,1984,Summer,0,113
2542,NED,1984,Winter,0,28
2543,NED,1988,Summer,0,120
2544,NED,1988,Winter,0,25
2545,NED,1992,Summer,0,152
2546,NED,1992,Winter,0,37
2547,NED,1994,Winter,0,39
2548,NED,1996,Summer,0,153
2549,NED,1998,Winter,0,45
2550,NED,2000,Summer,0,156
2551,NED,2002,Winter,0,42
2552,NED,2004,Summer,0,156
2553,NED,2006,Winter,0,48
2554,NED,2008,Summer,0,149
2555,NED,2010,Winter,0,53
2556,NED,2012,Summer,0,145
2557,NED,2014,Winter,0,66
2558,NED,2016,Summer,0,210
2559,NEP,1924,Winter,0,1
2560,NEP,1964,Summer,0,6
2561,NEP,1972,Summer,0,2
2562,NEP,1976,Summer,0,1
2563,NEP,1980,Summer,0,10
2564,NEP,1984,Summer,0,10
2565,NEP,1988,Summer,0,20
2566,NEP,1992,Summer,0,2
2567,NEP,1996,Summer,0,6
2568,NEP,2000,Summer,0,5
2569,NEP,2002,Winter,0,2
2570,NEP,2004,Summer,0,6
2571,NEP,2006,Winter,0,1
2572,NEP,2008,Summer,0,8
2573,NEP,2010,Winter,0,1
2574,NEP,2012,Summer,0,5
2575,NEP,2014,Winter,0,1
2576,NEP,2016,Summer,0,7
2577,NFL,1904,Summer,0,1
2578,NGR,1952,Summer,0,12
2579,NGR,1956,Summer,0,11
2580,NGR,1960,Summer,0,12
2581,NGR,1964,Summer,0,15
2582,NGR,1968,Summer,0,22
2583,NGR,1972,Summer,0,26
2584,NGR,1980,Summer,0,31
2585,NGR,1984,Summer,0,29
2586,NGR,1988,Summer,0,54
2587,NGR,1992,Summer,0,43
2588,NGR,1996,Summer,0,54
2589,NGR,2000,Summer,0,51
2590,NGR,2004,Summer,0,46
2591,NGR,2008,Summer,0,46
2592,NGR,2012,Summer,0,50
2593,NGR,2016,Summer,0,55
2594,NIG,1964,Summer,0,1
2595,NIG,1968,Summer,0,2
2596,NIG,1972,Summer,0,4
2597,NIG,1984,Summer,0,4
2598,NIG,1988,Summer,0,6
2599,NIG,1992,Summer,0,3
2600,NIG,1996,Summer,0,3
2601,NIG,2000,Summer,0,4
2602,NIG,2004,Summer,0,4
2603,NIG,2008,Summer,0,4
2604,NIG,2012,Summer,0,6
2605,NIG,2016,Summer,0,6
2606,NOR,1900,Summer,0,25
2607,NOR,1904,Summer,0,6
2608,NOR,1906,Summer,0,32
2609,NOR,1908,Summer,0,64
2610,NOR,1912,Summer,0,163
2611,NOR,1920,Summer,0,178
2612,NOR,1924,Summer,0,81
2613,NOR,1924,Winter,0,36
2614,NOR,1928,Summer,0,69
2615,NOR,1928,Winter,0,34
2616,NOR,1932,Summer,0,8
2617,NOR,1932,Winter,0,33
2618,NOR,1936,Summer,0,63
2619,NOR,1936,Winter,0,44
2620,NOR,1948,Summer,0,83
2621,NOR,1948,Winter,0,62
2622,NOR,1952,Summer,1,159
2623,NOR,1952,Winter,1,72
2624,NOR,1956,Summer,0,27
2625,NOR,1956,Winter,0,66
2626,NOR,1960,Summer,0,48
2627,NOR,1960,Winter,0,52
2628,NOR,1964,Summer,0,38
2629,NOR,1964,Winter,0,70
2630,NOR,1968,Summer,0,73
2631,NOR,1968,Winter,0,83
2632,NOR,1972,Summer,0,120
2633,NOR,1972,Winter,0,88
2634,NOR,1976,Summer,0,57
2635,NOR,1976,Winter,0,69
2636,NOR,1980,Winter,0,73
2637,NOR,1984,Summer,0,102
2638,NOR,1984,Winter,0,69
2639,NOR,1988,Summer,0,60
2640,NOR,1988,Winter,0,79
2641,NOR,1992,Summer,0,82
2642,NOR,1992,Winter,0,117
2643,NOR,1994,Winter,1,117
2644,NOR,1996,Summer,0,78
2645,NOR,1998,Winter,0,129
2646,NOR,2000,Summer,0,72
2647,NOR,2002,Winter,0,144
2648,NOR,2004,Summer,0,50
2649,NOR,2006,Winter,0,138
2650,NOR,2008,Summer,0,66
2651,NOR,2010,Winter,0,146
2652,NOR,2012,Summer,0,54
2653,NOR,2014,Winter,0,167
2654,NOR,2016,Summer,0,64
2655,NRU,1996,Summer,0,3
2656,NRU,2000,Summer,0,2
2657,NRU,2004,Summer,0,3
2658,NRU,2008,Summer,0,1
2659,NRU,2012,Summer,0,2
2660,NRU,2016,Summer,0,2
2661,NZL,1900,Summer,0,1
2662,NZL,1920,Summer,0,6
2663,NZL,1924,Summer,0,6
2664,NZL,1928,Summer,0,13
2665,NZL,1932,Summer,0,25
2666,NZL,1936,Summer,0,9
2667,NZL,1948,Summer,0,8
2668,NZL,1952,Summer,0,16
2669,NZL,1952,Winter,0,6
2670,NZL,1956,Summer,0,36
2671,NZL,1960,Summer,0,33
2672,NZL,1960,Winter,0,12
2673,NZL,1964,Summer,0,65
2674,NZL,1968,Summer,0,42
2675,NZL,1968,Winter,0,15
2676,NZL,1972,Summer,0,86
2677,NZL,1972,Winter,0,6
2678,NZL,1976,Summer,0,74
2679,NZL,1976,Winter,0,13
2680,NZL,1980,Summer,0,5
2681,NZL,1980,Winter,0,11
2682,NZL,1984,Summer,0,109
2683,NZL,1984,Winter,0,9
2684,NZL,1988,Summer,0,80
2685,NZL,1988,Winter,0,13
2686,NZL,1992,Summer,0,109
2687,NZL,1992,Winter,0,7
2688,NZL,1994,Winter,0,13
2689,NZL,1996,Summer,0,100
2690,NZL,1998,Winter,0,8
2691,NZL,2000,Summer,0,135
2692,NZL,2002,Winter,0,12
2693,NZL,2004,Summer,0,127
2694,NZL,2006,Winter,0,17
2695,NZL,2008,Summer,0,113
2696,NZL,2010,Winter,0,22
2697,NZL,2012,Summer,0,113
2698,NZL,2014,Winter,0,18
2699,NZL,2016,Summer,0,143
2700,OMA,1984,Summer,0,19
2701,OMA,1988,Summer,0,10
2702,OMA,1992,Summer,0,5
2703,OMA,1996,Summer,0,5
2704,OMA,2000,Summer,0,5
2705,OMA,2004,Summer,0,2
2706,OMA,2008,Summer,0,4
2707,OMA,2012,Summer,0,3
2708,OMA,2016,Summer,0,4
2709,PAK,1948,Summer,0,23
2710,PAK,1952,Summer,0,34
2711,PAK,1956,Summer,0,57
2712,PAK,1960,Summer,0,38
2713,PAK,1964,Summer,0,29
2714,PAK,1968,Summer,0,3
2715,PAK,1972,Summer,0,12
2716,PAK,1976,Summer,0,9
2717,PAK,1984,Summer,0,17
2718,PAK,1988,Summer,0,15
2719,PAK,1992,Summer,0,12
2720,PAK,1996,Summer,0,9
2721,PAK,2000,Summer,0,12
2722,PAK,2004,Summer,0,11
2723,PAK,2008,Summer,0,7
2724,PAK,2010,Winter,0,1
2725,PAK,2012,Summer,0,6
2726,PAK,2014,Winter,0,1
2727,PAK,2016,Summer,0,7
2728,PAN,1928,Summer,0,2
2729,PAN,1948,Summer,0,2
2730,PAN,1952,Summer,0,1
2731,PAN,1960,Summer,0,5
2732,PAN,1964,Summer,0,12
2733,PAN,1968,Summer,0,16
2734,PAN,1972,Summer,0,8
2735,PAN,1976,Summer,0,13
2736,PAN,1984,Summer,0,10
2737,PAN,1988,Summer,0,9
2738,PAN,1992,Summer,0,7
2739,PAN,1996,Summer,0,9
2740,PAN,2000,Summer,0,7
2741,PAN,2004,Summer,0,5
2742,PAN,2008,Summer,0,5
2743,PAN,2012,Summer,0,8
2744,PAN,2016,Summer,0,14
2745,PAR,1968,Summer,0,1
2746,PAR,1972,Summer,0,3
2747,PAR,1976,Summer,0,6
2748,PAR,1984,Summer,0,18
2749,PAR,1988,Summer,0,12
2750,PAR,1992,Summer,0,14
2751,PAR,1996,Summer,0,7
2752,PAR,2000,Summer,0,5
2753,PAR,2004,Summer,0,6
2754,PAR,2008,Summer,0,7
2755,PAR,2012,Summer,0,10
2756,PAR,2014,Winter,0,1
2757,PAR,2016,Summer,0,11
2758,PER,1900,Summer,0,2
2759,PER,1932,Summer,0,3
2760,PER,1936,Summer,0,32
2761,PER,1948,Summer,0,47
2762,PER,1956,Summer,0,10
2763,PER,1960,Summer,0,15
2764,PER,1964,Summer,0,37
2765,PER,1968,Summer,0,25
2766,PER,1972,Summer,0,28
2767,PER,1976,Summer,0,3
2768,PER,1980,Summer,0,29
2769,PER,1984,Summer,0,34
2770,PER,1988,Summer,0,15
2771,PER,1992,Summer,0,19
2772,PER,1996,Summer,0,23
2773,PER,2000,Summer,0,12
2774,PER,2004,Summer,0,14
2775,PER,2008,Summer,0,13
2776,PER,2010,Winter,0,5
2777,PER,2012,Summer,0,16
2778,PER,2014,Winter,0,5
2779,PER,2016,Summer,0,34
2780,PHI,1924,Summer,0,2
2781,PHI,1928,Summer,0,6
2782,PHI,1932,Summer,0,8
2783,PHI,1936,Summer,0,37
2784,PHI,1948,Summer,0,31
2785,PHI,1952,Summer,0,28
2786,PHI,1956,Summer,0,45
2787,PHI,1960,Summer,0,43
2788,PHI,1964,Summer,0,61
2789,PHI,1968,Summer,0,80
2790,PHI,1972,Summer,0,67
2791,PHI,1972,Winter,0,4
2792,PHI,1976,Summer,0,21
2793,PHI,1984,Summer,0,32
2794,PHI,1988,Summer,0,42
2795,PHI,1988,Winter,0,1
2796,PHI,1992,Summer,0,35
2797,PHI,1992,Winter,0,2
2798,PHI,1996,Summer,0,18
2799,PHI,2000,Summer,0,22
2800,PHI,2004,Summer,0,21
2801,PHI,2008,Summer,0,17
2802,PHI,2012,Summer,0,11
2803,PHI,2014,Winter,0,1
2804,PHI,2016,Summer,0,13
2805,PLE,1996,Summer,0,1
2806,PLE,2000,Summer,0,2
2807,PLE,2004,Summer,0,3
2808,PLE,2008,Summer,0,4
2809,PLE,2012,Summer,0,5
2810,PLE,2016,Summer,0,6
2811,PLW,2000,Summer,0,5
2812,PLW,2004,Summer,0,4
2813,PLW,2008,Summer,0,5
2814,PLW,2012,Summer,0,5
2815,PLW,2016,Summer,0,6
2816,PNG,1976,Summer,0,9
2817,PNG,1984,Summer,0,12
2818,PNG,1988,Summer,0,15
2819,PNG,1992,Summer,0,16
2820,PNG,1996,Summer,0,11
2821,PNG,2000,Summer,0,5
2822,PNG,2004,Summer,0,6
2823,PNG,2008,Summer,0,9
2824,PNG,2012,Summer,0,8
2825,PNG,2016,Summer,0,8
2826,POL,1912,Summer,0,1
2827,POL,1924,Summer,0,65
2828,POL,1924,Winter,0,15
2829,POL,1928,Summer,0,124
2830,POL,1928,Winter,0,16
2831,POL,1932,Summer,0,62
2832,POL,1932,Winter,0,13
2833,POL,1936,Summer,0,126
2834,POL,1936,Winter,0,19
2835,POL,1948,Summer,0,42
2836,POL,1948,Winter,0,25
2837,POL,1952,Summer,0,180
2838,POL,1952,Winter,0,27
2839,POL,1956,Summer,0,92
2840,POL,1956,Winter,0,42
2841,POL,1960,Summer,0,228
2842,POL,1960,Winter,0,23
2843,POL,1964,Summer,0,188
2844,POL,1964,Winter,0,62
2845,POL,1968,Summer,0,226
2846,POL,1968,Winter,0,44
2847,POL,1972,Summer,0,292
2848,POL,1972,Winter,0,40
2849,POL,1976,Summer,0,201
2850,POL,1976,Winter,0,64
2851,POL,1980,Summer,0,299
2852,POL,1980,Winter,0,20
2853,POL,1984,Winter,0,23
2854,POL,1988,Summer,0,145
2855,POL,1988,Winter,0,22
2856,POL,1992,Summer,0,198
2857,POL,1992,Winter,0,67
2858,POL,1994,Winter,0,49
2859,POL,1996,Summer,0,161
2860,POL,1998,Winter,0,63
2861,POL,2000,Summer,0,180
2862,POL,2002,Winter,0,45
2863,POL,2004,Summer,0,180
2864,POL,2006,Winter,0,77
2865,POL,2008,Summer,0,223
2866,POL,2010,Winter,0,89
2867,POL,2012,Summer,0,199
2868,POL,2014,Winter,0,116
2869,POL,2016,Summer,0,215
2870,POR,1912,Summer,0,8
2871,POR,1920,Summer,0,14
2872,POR,1924,Summer,0,33
2873,POR,1928,Summer,0,21
2874,POR,1932,Summer,0,8
2875,POR,1936,Summer,0,19
2876,POR,1948,Summer,0,47
2877,POR,1952,Summer,0,122
2878,POR,1952,Winter,0,1
2879,POR,1956,Summer,0,13
2880,POR,1960,Summer,0,85
2881,POR,1964,Summer,0,24
2882,POR,1968,Summer,0,28
2883,POR,1972,Summer,0,35
2884,POR,1976,Summer,0,29
2885,POR,1980,Summer,0,18
2886,POR,1984,Summer,0,45
2887,POR,1988,Summer,0,80
2888,POR,1988,Winter,0,2
2889,POR,1992,Summer,0,94
2890,POR,1994,Winter,0,4
2891,POR,1996,Summer,0,98
2892,POR,1998,Winter,0,2
2893,POR,2000,Summer,0,60
2894,POR,2004,Summer,0,72
2895,POR,2006,Winter,0,1
2896,POR,2008,Summer,0,82
2897,POR,2010,Winter,0,1
2898,POR,2012,Summer,0,89
2899,POR,2014,Winter,0,4
2900,POR,2016,Summer,0,83
2901,PRK,1964,Winter,0,20
2902,PRK,1972,Summer,0,65
2903,PRK,1972,Winter,0,10
2904,PRK,1976,Summer,0,26
2905,PRK,1980,Summer,0,111
2906,PRK,1984,Winter,0,17
2907,PRK,1988,Winter,0,15
2908,PRK,1992,Summer,0,110
2909,PRK,1992,Winter,0,36
2910,PRK,1996,Summer,0,32
2911,PRK,1998,Winter,0,14
2912,PRK,2000,Summer,0,47
2913,PRK,2004,Summer,0,65
2914,PRK,2006,Winter,0,7
2915,PRK,2008,Summer,0,53
2916,PRK,2010,Winter,0,3
2917,PRK,2012,Summer,0,36
2918,PRK,2016,Summer,0,35
2919,PUR,1948,Summer,0,9
2920,PUR,1952,Summer,0,23
2921,PUR,1956,Summer,0,11
2922,PUR,1960,Summer,0,26
2923,PUR,1964,Summer,0,45
2924,PUR,1968,Summer,0,86
2925,PUR,1972,Summer,0,55
2926,PUR,1976,Summer,0,95
2927,PUR,1980,Summer,0,3
2928,PUR,1984,Summer,0,52
2929,PUR,1984,Winter,0,1
2930,PUR,1988,Summer,0,56
2931,PUR,1988,Winter,0,17
2932,PUR,1992,Summer,0,72
2933,PUR,1992,Winter,0,3
2934,PUR,1994,Winter,0,2
2935,PUR,1996,Summer,0,71
2936,PUR,1998,Winter,0,3
2937,PUR,2000,Summer,0,32
2938,PUR,2004,Summer,0,51
2939,PUR,2008,Summer,0,31
2940,PUR,2012,Summer,0,28
2941,PUR,2016,Summer,0,30
2942,QAT,1984,Summer,0,10
2943,QAT,1988,Summer,0,10
2944,QAT,1992,Summer,0,11
2945,QAT,1996,Summer,0,10
2946,QAT,2000,Summer,0,16
2947,QAT,2004,Summer,0,15
2948,QAT,2008,Summer,0,20
2949,QAT,2012,Summer,0,14
2950,QAT,2016,Summer,0,24
2951,RHO,1960,Summer,0,11
2952,ROT,2016,Summer,0,12
2953,ROU,1900,Summer,0,1
2954,ROU,1924,Summer,0,15
2955,ROU,1928,Summer,0,25
2956,ROU,1928,Winter,0,1
2957,ROU,1932,Summer,0,2
2958,ROU,1932,Winter,0,2
2959,ROU,1936,Summer,0,92
2960,ROU,1936,Winter,0,13
2961,ROU,1948,Winter,0,14
2962,ROU,1952,Summer,0,190
2963,ROU,1952,Winter,0,22
2964,ROU,1956,Summer,0,76
2965,ROU,1956,Winter,0,23
2966,ROU,1960,Summer,0,114
2967,ROU,1964,Summer,0,154
2968,ROU,1964,Winter,0,9
2969,ROU,1968,Summer,0,79
2970,ROU,1968,Winter,0,15
2971,ROU,1972,Summer,0,188
2972,ROU,1972,Winter,0,14
2973,ROU,1976,Summer,0,180
2974,ROU,1976,Winter,0,13
2975,ROU,1980,Summer,0,241
2976,ROU,1980,Winter,0,12
2977,ROU,1984,Summer,0,151
2978,ROU,1984,Winter,0,25
2979,ROU,1988,Summer,0,147
2980,ROU,1988,Winter,0,16
2981,ROU,1992,Summer,0,238
2982,ROU,1992,Winter,0,53
2983,ROU,1994,Winter,0,40
2984,ROU,1996,Summer,0,231
2985,ROU,1998,Winter,0,22
2986,ROU,2000,Summer,0,200
2987,ROU,2002,Winter,0,33
2988,ROU,2004,Summer,0,165
2989,ROU,2006,Winter,0,40
2990,ROU,2008,Summer,0,141
2991,ROU,2010,Winter,0,37
2992,ROU,2012,Summer,0,118
2993,ROU,2014,Winter,0,33
2994,ROU,2016,Summer,0,89
2995,RSA,1904,Summer,0,4
2996,RSA,1908,Summer,0,32
2997,RSA,1912,Summer,0,45
2998,RSA,1920,Summer,0,61
2999,RSA,1924,Summer,0,36
3000,RSA,1928,Summer,0,37
3001,RSA,1932,Summer,0,19
3002,RSA,1936,Summer,0,48
3003,RSA,1948,Summer,0,38
3004,RSA,1952,Summer,0,88
3005,RSA,1956,Summer,0,75
3006,RSA,1960,Summer,0,54
3007,RSA,1960,Winter,0,4
3008,RSA,1992,Summer,0,121
3009,RSA,1994,Winter,0,3
3010,RSA,1996,Summer,0,83
3011,RSA,1998,Winter,0,3
3012,RSA,2000,Summer,0,89
3013,RSA,2002,Winter,0,4
3014,RSA,2004,Summer,0,82
3015,RSA,2006,Winter,0,9
3016,RSA,2008,Summer,0,114
3017,RSA,2010,Winter,0,2
3018,RSA,2012,Summer,0,79
3019,RSA,2016,Summer,0,101
3020,RUS,1900,Summer,0,5
3021,RUS,1908,Summer,0,7
3022,RUS,1912,Summer,0,207
3023,RUS,1924,Summer,0,3
3024,RUS,1994,Winter,0,157
3025,RUS,1996,Summer,0,418
3026,RUS,1998,Winter,0,149
3027,RUS,2000,Summer,0,451
3028,RUS,2002,Winter,0,176
3029,RUS,2004,Summer,0,447
3030,RUS,2006,Winter,0,198
3031,RUS,2008,Summer,0,457
3032,RUS,2010,Winter,0,198
3033,RUS,2012,Summer,0,409
3034,RUS,2014,Winter,1,246
3035,RUS,2016,Summer,0,282
3036,RWA,1984,Summer,0,6
3037,RWA,1988,Summer,0,8
3038,RWA,1992,Summer,0,10
3039,RWA,1996,Summer,0,4
3040,RWA,2000,Summer,0,5
3041,RWA,2004,Summer,0,5
3042,RWA,2008,Summer,0,4
3043,RWA,2012,Summer,0,7
3044,RWA,2016,Summer,0,7
3045,SAA,1952,Summer,0,73
3046,SAM,1984,Summer,0,9
3047,SAM,1988,Summer,0,11
3048,SAM,1992,Summer,0,5
3049,SAM,1996,Summer,0,5
3050,SAM,2000,Summer,0,5
3051,SAM,2004,Summer,0,3
3052,SAM,2008,Summer,0,7
3053,SAM,2012,Summer,0,9
3054,SAM,2016,Summer,0,9
3055,SCG,1996,Summer,0,55
3056,SCG,1998,Winter,0,2
3057,SCG,2000,Summer,0,69
3058,SCG,2002,Winter,0,5
3059,SCG,2004,Summer,0,52
3060,SCG,2006,Winter,0,11
3061,SEN,1964,Summer,0,8
3062,SEN,1968,Summer,0,21
3063,SEN,1972,Summer,0,34
3064,SEN,1976,Summer,0,30
3065,SEN,1980,Summer,0,36
3066,SEN,1984,Summer,0,22
3067,SEN,1984,Winter,0,2
3068,SEN,1988,Summer,0,29
3069,SEN,1992,Summer,0,22
3070,SEN,1992,Winter,0,10
3071,SEN,1994,Winter,0,1
3072,SEN,1996,Summer,0,9
3073,SEN,2000,Summer,0,26
3074,SEN,2004,Summer,0,18
3075,SEN,2006,Winter,0,3
3076,SEN,2008,Summer,0,17
3077,SEN,2010,Winter,0,2
3078,SEN,2012,Summer,0,16
3079,SEN,2016,Summer,0,22
3080,SEY,1980,Summer,0,15
3081,SEY,1984,Summer,0,15
3082,SEY,1992,Summer,0,21
3083,SEY,1996,Summer,0,9
3084,SEY,2000,Summer,0,9
3085,SEY,2004,Summer,0,10
3086,SEY,2008,Summer,0,9
3087,SEY,2012,Summer,0,6
3088,SEY,2016,Summer,0,10
3089,SGP,1948,Summer,0,1
3090,SGP,1952,Summer,0,7
3091,SGP,1956,Summer,0,27
3092,SGP,1960,Summer,0,5
3093,SGP,1968,Summer,0,6
3094,SGP,1972,Summer,0,12
3095,SGP,1976,Summer,0,4
3096,SGP,1984,Summer,0,8
3097,SGP,1988,Summer,0,20
3098,SGP,1992,Summer,0,35
3099,SGP,1996,Summer,0,28
3100,SGP,2000,Summer,0,21
3101,SGP,2004,Summer,0,19
3102,SGP,2008,Summer,0,28
3103,SGP,2012,Summer,0,31
3104,SGP,2016,Summer,0,29
3105,SKN,1996,Summer,0,5
3106,SKN,2000,Summer,0,4
3107,SKN,2004,Summer,0,2
3108,SKN,2008,Summer,0,6
3109,SKN,2012,Summer,0,4
3110,SKN,2016,Summer,0,6
3111,SLE,1968,Summer,0,4
3112,SLE,1980,Summer,0,26
3113,SLE,1984,Summer,0,7
3114,SLE,1988,Summer,0,14
3115,SLE,1992,Summer,0,12
3116,SLE,1996,Summer,0,10
3117,SLE,2000,Summer,0,3
3118,SLE,2004,Summer,0,2
3119,SLE,2008,Summer,0,3
3120,SLE,2012,Summer,0,2
3121,SLE,2016,Summer,0,4
3122,SLO,1992,Summer,0,41
3123,SLO,1992,Winter,0,55
3124,SLO,1994,Winter,0,53
3125,SLO,1996,Summer,0,40
3126,SLO,1998,Winter,0,60
3127,SLO,2000,Summer,0,61
3128,SLO,2002,Winter,0,84
3129,SLO,2004,Summer,0,74
3130,SLO,2006,Winter,0,85
3131,SLO,2008,Summer,0,68
3132,SLO,2010,Winter,0,94
3133,SLO,2012,Summer,0,72
3134,SLO,2014,Winter,0,85
3135,SLO,2016,Summer,0,49
3136,SMR,1960,Summer,0,10
3137,SMR,1968,Summer,0,4
3138,SMR,1972,Summer,0,7
3139,SMR,1976,Summer,0,10
3140,SMR,1976,Winter,0,3
3141,SMR,1980,Summer,0,16
3142,SMR,1984,Summer,0,31
3143,SMR,1984,Winter,0,6
3144,SMR,1988,Summer,0,15
3145,SMR,1988,Winter,0,12
3146,SMR,1992,Summer,0,16
3147,SMR,1992,Winter,0,8
3148,SMR,1994,Winter,0,2
3149,SMR,1996,Summer,0,7
3150,SMR,2000,Summer,0,4
3151,SMR,2002,Winter,0,1
3152,SMR,2004,Summer,0,5
3153,SMR,2006,Winter,0,1
3154,SMR,2008,Summer,0,4
3155,SMR,2010,Winter,0,1
3156,SMR,2012,Summer,0,4
3157,SMR,2014,Winter,0,2
3158,SMR,2016,Summer,0,4
3159,SOL,1984,Summer,0,3
3160,SOL,1988,Summer,0,5
3161,SOL,1992,Summer,0,1
3162,SOL,1996,Summer,0,4
3163,SOL,2000,Summer,0,2
3164,SOL,2004,Summer,0,2
3165,SOL,2008,Summer,0,3
3166,SOL,2012,Summer,0,4
3167,SOL,2016,Summer,0,3
3168,SOM,1972,Summer,0,4
3169,SOM,1984,Summer,0,9
3170,SOM,1988,Summer,0,5
3171,SOM,1996,Summer,0,4
