Country,NOC,Year,Season,Host,athlete_count_x,Population,GDP per capita,Gold,Silver,Bronze,country_medal_total,athlete_count_y,olympic_total,medal_share,athlete_share,Lattitude,Longitude
2198,NZL,1976,Winter,0,13,3110500,20161,0,0,0,0,1027,52,0,0.012658228,,
2199,POL,1976,Winter,0,64,34356300,9397,0,0,0,0,1027,52,0,0.062317429,,
2200,ROU,1976,Winter,0,13,21551634,4809,0,0,0,0,1027,52,0,0.012658228,,
2201,SUI,1976,Winter,0,56,6302504,24752.91,1,3,1,5,1027,52,0.096153846,0.054527751,,
2202,SWE,1976,Winter,0,64,8222286,22765,0,0,2,2,1027,52,0.038461538,0.062317429,,
2203,TUR,1976,Winter,0,16,40189561,6110,0,0,0,0,1027,52,0,0.015579357,,
2204,USA,1976,Winter,0,112,218035000,27058,3,3,4,10,1027,52,0.192307692,0.109055501,,
2205,ARG,1980,Winter,0,23,27896532,13080,0,0,0,0,958,60,0,0.024008351,,
2206,AUS,1980,Winter,0,19,14692000,22972,0,0,0,0,958,60,0,0.019832985,,
2207,AUT,1980,Winter,0,50,7549433,21932,3,2,2,7,958,60,0.116666667,0.052192067,,
2208,BEL,1980,Winter,0,6,9859242,23060,0,0,0,0,958,60,0,0.006263048,,
2209,BOL,1980,Winter,0,8,5579932,4100,0,0,0,0,958,60,0,0.008350731,,
2210,BUL,1980,Winter,0,16,8861535,9634,0,0,1,1,958,60,0.016666667,0.016701461,,
2211,CAN,1980,Winter,0,58,24515667,25784,0,1,1,2,958,60,0.033333333,0.060542797,,
2212,CHN,1980,Winter,0,35,981235000,1930,0,0,0,0,958,60,0,0.036534447,,
2213,CRC,1980,Winter,0,3,2389973,7828,0,0,0,0,958,60,0,0.003131524,,
2214,CYP,1980,Winter,0,6,685408,9451,0,0,0,0,958,60,0,0.006263048,,
2215,ESP,1980,Winter,0,15,37491165,14008,0,0,0,0,958,60,0,0.01565762,,
2216,FIN,1980,Winter,0,57,4779535,20640,1,5,3,9,958,60,0.15,0.059498956,,
2217,FRA,1980,Winter,0,38,55161510,23537,0,0,1,1,958,60,0.016666667,0.039665971,,
2218,GBR,1980,Winter,0,60,56314216,20612,1,0,0,1,958,60,0.016666667,0.06263048,,
2219,GRE,1980,Winter,0,6,9642505,14300,0,0,0,0,958,60,0,0.006263048,,
2220,HUN,1980,Winter,0,2,10711122,10052,0,1,0,1,958,60,0.016666667,0.002087683,,
2221,ISL,1980,Winter,0,12,228138,24528,0,0,0,0,958,60,0,0.012526096,,
2222,ITA,1980,Winter,0,59,56433883,20959,0,2,0,2,958,60,0.033333333,0.061586639,,
2223,JPN,1980,Winter,0,56,116807000,21404,0,1,0,1,958,60,0.016666667,0.058455115,,
2224,KOR,1980,Winter,0,24,38123775,6064.04,0,0,0,0,958,60,0,0.025052192,,
2225,MGL,1980,Winter,0,10,1689622,1618,0,0,0,0,958,60,0,0.010438413,,
2226,NED,1980,Winter,0,28,14149800,23438,1,2,1,4,958,60,0.066666667,0.029227557,,
2227,NOR,1980,Winter,0,73,4085620,24031,1,3,6,10,958,60,0.166666667,0.076200418,,
2228,NZL,1980,Winter,0,11,3112900,19681,0,0,0,0,958,60,0,0.011482255,,
2229,POL,1980,Winter,0,20,35574150,9149,0,0,0,0,958,60,0,0.020876827,,
2230,ROU,1980,Winter,0,12,22207282,5482,0,0,0,0,958,60,0,0.012526096,,
2231,SUI,1980,Winter,0,60,6319408,27405.73,1,1,3,5,958,60,0.083333333,0.06263048,,
2232,SWE,1980,Winter,0,76,8310531,23809,3,0,1,4,958,60,0.066666667,0.079331942,,
2233,USA,1980,Winter,1,115,227225000,29611,6,4,2,12,958,60,0.2,0.120041754,,
2234,ARG,1984,Winter,0,34,29737097,11837,0,0,0,0,1168,55,0,0.029109589,,
2235,AUS,1984,Winter,0,20,15544000,24009,0,0,0,0,1168,55,0,0.017123288,,
2236,AUT,1984,Winter,0,68,7561434,23016,0,0,1,1,1168,55,0.018181818,0.058219178,,
2237,BEL,1984,Winter,0,9,9855372,23644,0,0,0,0,1168,55,0,0.007705479,,
2238,BOL,1984,Winter,0,5,6054126,3561,0,0,0,0,1168,55,0,0.004280822,,
2239,BUL,1984,Winter,0,30,8960679,10249,0,0,0,0,1168,55,0,0.025684932,,
2240,CAN,1984,Winter,0,68,25607053,26836,2,1,1,4,1168,55,0.072727273,0.058219178,,
2241,CHI,1984,Winter,0,12,132445,7992,0,0,0,0,1168,55,0,0.010273973,,
2242,CHI,1984,Winter,0,12,12078137,7992,0,0,0,0,1168,55,0,0.010273973,,
2243,CHN,1984,Winter,0,61,1036825000,2444,0,0,0,0,1168,55,0,0.052226027,,
2244,CRC,1984,Winter,0,7,2664220,7065,0,0,0,0,1168,55,0,0.005993151,,
2245,CYP,1984,Winter,0,10,697715,11330,0,0,0,0,1168,55,0,0.008561644,,
2246,EGY,1984,Winter,0,3,47968643,3810,0,0,0,0,1168,55,0,0.002568493,,
2247,ESP,1984,Winter,0,25,38330364,14308,0,0,0,0,1168,55,0,0.02140411,,
2248,FIN,1984,Winter,0,52,4881803,22486,4,3,6,13,1168,55,0.236363636,0.044520548,,
2249,FRA,1984,Winter,0,50,56337675,24519,0,1,2,3,1168,55,0.054545455,0.042808219,,
2250,GBR,1984,Winter,0,59,56422072,21869,1,0,0,1,1168,55,0.018181818,0.050513699,,
2251,GRE,1984,Winter,0,13,9895801,14453,0,0,0,0,1168,55,0,0.011130137,,
2252,HUN,1984,Winter,0,13,10668095,10696,0,0,0,0,1168,55,0,0.011130137,,
2253,ISL,1984,Winter,0,10,239511,25357,0,0,0,0,1168,55,0,0.008561644,,
2254,ITA,1984,Winter,0,76,56576718,21868,2,0,0,2,1168,55,0.036363636,0.065068493,,
2255,JPN,1984,Winter,0,62,120083000,23548,0,1,0,1,1168,55,0.018181818,0.053082192,,
2256,KOR,1984,Winter,0,38,40405956,8303.52,0,0,0,0,1168,55,0,0.032534247,,
2257,MAR,1984,Winter,0,7,22002641,3657,0,0,0,0,1168,55,0,0.005993151,,
2258,MEX,1984,Winter,0,3,74352631,9777,0,0,0,0,1168,55,0,0.002568493,,
2259,MGL,1984,Winter,0,9,1871089,1940,0,0,0,0,1168,55,0,0.007705479,,
2260,NED,1984,Winter,0,28,14424211,23750,0,0,0,0,1168,55,0,0.023972603,,
2261,NOR,1984,Winter,0,69,4140099,26321,3,2,4,9,1168,55,0.163636364,0.059075342,,
2262,NZL,1984,Winter,0,9,3227100,21783,0,0,0,0,1168,55,0,0.007705479,,
2263,POL,1984,Winter,0,23,36904134,9006,0,0,0,0,1168,55,0,0.019691781,,
2264,PUR,1984,Winter,0,1,3344190,13201,0,0,0,0,1168,55,0,0.000856164,,
2265,ROU,1984,Winter,0,25,22640547,6295,0,0,0,0,1168,55,0,0.02140411,,
2266,SEN,1984,Winter,0,2,6277420,1989,0,0,0,0,1168,55,0,0.001712329,,
2267,SUI,1984,Winter,0,63,6441865,28315.08,2,2,1,5,1168,55,0.090909091,0.053938356,,
2268,SWE,1984,Winter,0,66,8336605,25357,4,2,2,8,1168,55,0.145454545,0.056506849,,
2269,TUR,1984,Winter,0,11,48114158,6736,0,0,0,0,1168,55,0,0.009417808,,
2270,USA,1984,Winter,0,115,235825000,32076,4,4,0,8,1168,55,0.145454545,0.098458904,,
2271,ARG,1988,Winter,0,45,31668939,11244,0,0,0,0,1517,69,0,0.02966381,,
2272,AUS,1988,Winter,0,30,16532200,26702,0,0,0,0,1517,69,0,0.019775873,,
2273,AUT,1988,Winter,0,107,7585317,25112,3,5,2,10,1517,69,0.144927536,0.070533949,,
2274,BEL,1988,Winter,0,1,9901664,25905,0,0,0,0,1517,69,0,0.000659196,,
2275,BOL,1988,Winter,0,8,6580318,3386,0,0,0,0,1517,69,0,0.005273566,,
2276,BUL,1988,Winter,0,39,8981446,10098,0,0,0,0,1517,69,0,0.025708635,,
2277,CAN,1988,Winter,1,144,26791747,30275,0,2,3,5,1517,69,0.072463768,0.094924192,,
2278,CHI,1988,Winter,0,16,138250,9199,0,0,0,0,1517,69,0,0.010547132,,
2279,CHI,1988,Winter,0,16,12847712,9199,0,0,0,0,1517,69,0,0.010547132,,
2280,CHN,1988,Winter,0,15,1101630000,3045,0,0,0,0,1517,69,0,0.009887937,,
2281,CRC,1988,Winter,0,5,2960932,7270,0,0,0,0,1517,69,0,0.003295979,,
2282,CYP,1988,Winter,0,8,736476,13748,0,0,0,0,1517,69,0,0.005273566,,
2283,DEN,1988,Winter,0,1,5129516,29049,0,0,0,0,1517,69,0,0.000659196,,
2284,ESP,1988,Winter,0,29,38766939,17272,0,0,0,0,1517,69,0,0.019116678,,
2285,FIN,1988,Winter,0,57,4946481,25644,4,1,2,7,1517,69,0.101449275,0.03757416,,
2286,FRA,1988,Winter,0,87,57627106,26763,1,0,1,2,1517,69,0.028985507,0.057350033,,
2287,GBR,1988,Winter,0,78,56928327,25679,0,0,0,0,1517,69,0,0.051417271,,
2288,GRE,1988,Winter,0,15,10036983,15596,0,0,0,0,1517,69,0,0.009887937,,
2289,GUA,1988,Winter,0,15,8566331,5086,0,0,0,0,1517,69,0,0.009887937,,
2290,HUN,1988,Winter,0,7,10596487,11207,0,0,0,0,1517,69,0,0.00461437,,
2291,IND,1988,Winter,0,3,837468938,1938,0,0,0,0,1517,69,0,0.001977587,,
2292,ISL,1988,Winter,0,6,249740,28934,0,0,0,0,1517,69,0,0.003955175,,
2293,ITA,1988,Winter,0,83,56629288,24743,2,1,2,5,1517,69,0.072463768,0.05471325,,
2294,JAM,1988,Winter,0,2,2389415,5397,0,0,0,0,1517,69,0,0.001318392,,
2295,JPN,1988,Winter,0,95,122578000,27393,0,0,1,1,1517,69,0.014492754,0.062623599,,
2296,KOR,1988,Winter,0,50,42031247,12039.95,0,0,0,0,1517,69,0,0.032959789,,
2297,LUX,1988,Winter,0,3,373450,33351,0,0,0,0,1517,69,0,0.001977587,,
2298,MAR,1988,Winter,0,6,23903592,4077,0,0,0,0,1517,69,0,0.003955175,,
2299,MEX,1988,Winter,0,18,80788725,9193,0,0,0,0,1517,69,0,0.011865524,,
2300,MGL,1988,Winter,0,9,2089709,2227,0,0,0,0,1517,69,0,0.005932762,,
2301,NED,1988,Winter,0,25,14760094,25574,3,2,2,7,1517,69,0.101449275,0.016479895,,
2302,NOR,1988,Winter,0,79,4209488,28786,0,3,2,5,1517,69,0.072463768,0.052076467,,
2303,NZL,1988,Winter,0,13,3283400,22022,0,0,0,0,1517,69,0,0.008569545,,
2304,PHI,1988,Winter,0,1,58794999,3355,0,0,0,0,1517,69,0,0.000659196,,
2305,POL,1988,Winter,0,22,37824487,9228,0,0,0,0,1517,69,0,0.014502307,,
2306,POR,1988,Winter,0,2,10019610,15729,0,0,0,0,1517,69,0,0.001318392,,
2307,PUR,1988,Winter,0,17,3473898,15701,0,0,0,0,1517,69,0,0.011206328,,
2308,ROU,1988,Winter,0,16,23057662,6338,0,0,0,0,1517,69,0,0.010547132,,
2309,SUI,1988,Winter,0,84,6593386,32482.91,5,5,5,15,1517,69,0.217391304,0.055372446,,
2310,SWE,1988,Winter,0,92,8436489,27468,4,0,2,6,1517,69,0.086956522,0.060646012,,
2311,TUR,1988,Winter,0,19,52053764,8019,0,0,0,0,1517,69,0,0.01252472,,
2312,USA,1988,Winter,0,149,244499000,35863,2,1,3,6,1517,69,0.086956522,0.098220171,,
2313,ARG,1994,Winter,0,20,34402669,13571.38,0,0,0,0,2380,183,0,0.008403361,,
2314,ARM,1994,Winter,0,1,3283664,4392.98,0,0,0,0,2380,183,0,0.000420168,,
2315,AUS,1994,Winter,0,40,17855000,29844.17,0,0,1,1,2380,183,0.005464481,0.016806723,,
2316,AUT,1994,Winter,0,89,7936118,28780.76,2,3,4,9,2380,183,0.049180328,0.037394958,,
2317,BEL,1994,Winter,0,8,10115603,28706.5,0,0,0,0,2380,183,0,0.003361345,,
2318,BIH,1994,Winter,0,8,3936527,3017,0,0,0,0,2380,183,0,0.003361345,,
2319,BLR,1994,Winter,0,62,10226955,7932,0,2,0,2,2380,183,0.010928962,0.02605042,,
2320,BRA,1994,Winter,0,1,159432717,8615.69,0,0,0,0,2380,183,0,0.000420168,,
2321,BUL,1994,Winter,0,33,8443591,8212.3,0,0,0,0,2380,183,0,0.013865546,,
2322,CAN,1994,Winter,0,109,29000663,30745.82,3,6,4,13,2380,183,0.071038251,0.045798319,,
2323,CHI,1994,Winter,0,7,142867,12692.55,0,0,0,0,2380,183,0,0.002941176,,
2324,CHI,1994,Winter,0,7,14166346,12692.55,0,0,0,0,2380,183,0,0.002941176,,
2325,CHN,1994,Winter,0,34,1191835000,3730.16,0,1,2,3,2380,183,0.016393443,0.014285714,,
2326,CRO,1994,Winter,0,11,4652024,9352.58,0,0,0,0,2380,183,0,0.004621849,,
2327,CYP,1994,Winter,0,1,837104,17210.99,0,0,0,0,2380,183,0,0.000420168,,
2328,CZE,1994,Winter,0,73,10333587,13517.58,0,0,0,0,2380,183,0,0.030672269,,
2329,DEN,1994,Winter,0,9,5206180,32359.3,0,0,0,0,2380,183,0,0.003781513,,
2330,ESP,1994,Winter,0,33,39549108,20673.95,0,0,0,0,2380,183,0,0.013865546,,
2331,EST,1994,Winter,0,53,1462514,12070.06,0,0,0,0,2380,183,0,0.022268908,,
2332,FIN,1994,Winter,0,74,5088333,24797.66,0,1,5,6,2380,183,0.032786885,0.031092437,,
2333,FRA,1994,Winter,0,118,59327200,28907.98,0,1,4,5,2380,183,0.027322404,0.049579832,,
2334,GBR,1994,Winter,0,38,57865745,27277.54,0,0,2,2,2380,183,0.010928962,0.015966387,,
2335,GEO,1994,Winter,0,6,4836076,3463.48,0,0,0,0,2380,183,0,0.002521008,,
2336,GER,1994,Winter,0,135,81438348,28140.06,9,7,8,24,2380,183,0.131147541,0.056722689,,
2337,GRE,1994,Winter,0,14,10512922,16724.29,0,0,0,0,2380,183,0,0.005882353,,
2338,HUN,1994,Winter,0,24,10343355,9772.22,0,0,0,0,2380,183,0,0.010084034,,
2339,ISL,1994,Winter,0,14,266021,27457.81,0,0,0,0,2380,183,0,0.005882353,,
2340,ISR,1994,Winter,0,1,5399000,22128.8,0,0,0,0,2380,183,0,0.000420168,,
2341,ITA,1994,Winter,0,136,56843400,27668.26,7,5,8,20,2380,183,0.109289617,0.057142857,,
2342,JAM,1994,Winter,0,2,2509042,6517.05,0,0,0,0,2380,183,0,0.000840336,,
2343,JPN,1994,Winter,0,107,125178000,31135.43,1,2,2,5,2380,183,0.027322404,0.044957983,,
2344,KAZ,1994,Winter,0,65,16145766,8178.79,1,2,0,3,2380,183,0.016393443,0.027310924,,
2345,KGZ,1994,Winter,0,2,4515100,2993.83,0,0,0,0,2380,183,0,0.000840336,,
2346,KOR,1994,Winter,0,42,44641540,17720.4,4,1,1,6,2380,183,0.032786885,0.017647059,,
2347,LAT,1994,Winter,0,26,2520742,8704.27,0,0,0,0,2380,183,0,0.01092437,,
2348,LTU,1994,Winter,0,13,3657144,7830.01,0,0,0,0,2380,183,0,0.005462185,,
2349,LUX,1994,Winter,0,5,402925,40990.71,0,0,0,0,2380,183,0,0.00210084,,
2350,MDA,1994,Winter,0,4,2964277,3662.21,0,0,0,0,2380,183,0,0.001680672,,
2351,MEX,1994,Winter,0,1,90156396,10721.01,0,0,0,0,2380,183,0,0.000420168,,
2352,MGL,1994,Winter,0,2,2280475,1955.48,0,0,0,0,2380,183,0,0.000840336,,
2353,NED,1994,Winter,0,39,15382838,29727.56,0,1,3,4,2380,183,0.021857923,0.016386555,,
2354,NOR,1994,Winter,1,117,4336613,37492.84,10,11,5,26,2380,183,0.142076503,0.049159664,,
2355,NZL,1994,Winter,0,13,3620000,23076.86,0,0,0,0,2380,183,0,0.005462185,,
2356,POL,1994,Winter,0,49,38542652,8721.83,0,0,0,0,2380,183,0,0.020588235,,
2357,POR,1994,Winter,0,4,9991525,18819.03,0,0,0,0,2380,183,0,0.001680672,,
2358,PUR,1994,Winter,0,2,3649237,20213.11,0,0,0,0,2380,183,0,0.000840336,,
2359,ROU,1994,Winter,0,40,22730211,5427.07,0,0,0,0,2380,183,0,0.016806723,,
2360,RSA,1994,Winter,0,3,40564061,6172.97,0,0,0,0,2380,183,0,0.001260504,,
2361,RUS,1994,Winter,0,157,148407912,8743.75,11,8,4,23,2380,183,0.12568306,0.065966387,,
2362,SEN,1994,Winter,0,1,8461066,1847.6,0,0,0,0,2380,183,0,0.000420168,,
2363,SLO,1994,Winter,0,53,1989443,16664.71,0,0,3,3,2380,183,0.016393443,0.022268908,,
2364,SUI,1994,Winter,0,88,6993795,35423.83,3,4,2,9,2380,183,0.049180328,0.03697479,,
2365,SVK,1994,Winter,0,39,5346331,11063.95,0,0,0,0,2380,183,0,0.016386555,,
2366,SWE,1994,Winter,0,110,8780745,27505.96,2,1,0,3,2380,183,0.016393443,0.046218487,,
2367,TTO,1994,Winter,0,1,1249527,13350.9,0,0,0,0,2380,183,0,0.000420168,,
2368,TUR,1994,Winter,0,1,57564209,9308.7,0,0,0,0,2380,183,0,0.000420168,,
2369,UKR,1994,Winter,0,49,51921400,5585.41,1,0,1,2,2380,183,0.010928962,0.020588235,,
2370,USA,1994,Winter,0,179,263126000,38807.28,6,5,2,13,2380,183,0.071038251,0.075210084,,
2371,UZB,1994,Winter,0,7,22377000,4744.46,1,0,0,1,2380,183,0.005464481,0.002941176,,
2372,ARG,1998,Winter,0,6,36063451,15185.96,0,0,0,0,2651,205,0,0.002263297,,
2373,ARM,1998,Winter,0,7,3108691,4994.05,0,0,0,0,2651,205,0,0.002640513,,
2374,AUS,1998,Winter,0,27,18711000,34337.14,0,0,1,1,2651,205,0.004878049,0.010184836,,
2375,AUT,1998,Winter,0,113,7976789,32376.33,3,5,9,17,2651,205,0.082926829,0.042625424,,
2376,AZE,1998,Winter,0,4,7913000,3550.36,0,0,0,0,2651,205,0,0.001508865,,
2377,BEL,1998,Winter,0,3,10203008,31480.74,0,0,1,1,2651,205,0.004878049,0.001131648,,
2378,BIH,1998,Winter,0,8,3734338,6589.64,0,0,0,0,2651,205,0,0.003017729,,
2379,BLR,1998,Winter,0,73,10071963,8481.97,0,0,2,2,2651,205,0.009756098,0.027536779,,
2380,BRA,1998,Winter,0,1,169785253,9419.11,0,0,0,0,2651,205,0,0.000377216,,
2381,BUL,1998,Winter,0,31,8256786,8322.08,1,0,0,1,2651,205,0.004878049,0.0116937,,
2382,CAN,1998,Winter,0,144,30155173,33785.75,6,5,4,15,2651,205,0.073170732,0.054319125,,
2383,CHI,1998,Winter,0,6,146500,15259.54,0,0,0,0,2651,205,0,0.002263297,,
2384,CHI,1998,Winter,0,6,14977736,15259.54,0,0,0,0,2651,205,0,0.002263297,,
2385,CHN,1998,Winter,0,60,1241935000,4309.85,0,6,2,8,2651,205,0.03902439,0.022632969,,
2386,CRO,1998,Winter,0,13,4532135,12476.05,0,0,0,0,2651,205,0,0.00490381,,
2387,CYP,1998,Winter,0,1,908710,20212.74,0,0,0,0,2651,205,0,0.000377216,,
2388,CZE,1998,Winter,0,75,10294373,15657.43,1,1,1,3,2651,205,0.014634146,0.028291211,,
2389,DEN,1998,Winter,0,19,5304219,36361.23,0,1,0,1,2651,205,0.004878049,0.007167107,,
2390,ESP,1998,Winter,0,21,40223509,24284.86,0,0,0,0,2651,205,0,0.007921539,,
2391,EST,1998,Winter,0,39,1386156,15593.01,0,0,0,0,2651,205,0,0.01471143,,
2392,FIN,1998,Winter,0,77,5153498,29715.34,2,4,6,12,2651,205,0.058536585,0.029045643,,
2393,FRA,1998,Winter,0,117,60186284,31323.08,2,1,5,8,2651,205,0.03902439,0.044134289,,
2394,GBR,1998,Winter,0,35,58487141,30077.38,0,0,1,1,2651,205,0.004878049,0.013202565,,
2395,GEO,1998,Winter,0,6,4243607,4619.9,0,0,0,0,2651,205,0,0.002263297,,
2396,GER,1998,Winter,0,161,82047195,31129.58,12,9,8,29,2651,205,0.141463415,0.060731799,,
2397,GRE,1998,Winter,0,12,10720509,19378.71,0,0,0,0,2651,205,0,0.004526594,,
2398,HUN,1998,Winter,0,21,10266570,11663.03,0,0,0,0,2651,205,0,0.007921539,,
2399,IND,1998,Winter,0,1,1019483586,2611.78,0,0,0,0,2651,205,0,0.000377216,,
2400,IRL,1998,Winter,0,4,3712696,31908.65,0,0,0,0,2651,205,0,0.001508865,,
2401,ISL,1998,Winter,0,12,274047,31444.62,0,0,0,0,2651,205,0,0.004526594,,
2402,ISR,1998,Winter,0,3,5971000,24506.16,0,0,0,0,2651,205,0,0.001131648,,
2403,ITA,1998,Winter,0,132,56906744,30649.63,2,6,2,10,2651,205,0.048780488,0.049792531,,
2404,JAM,1998,Winter,0,2,2608874,6432.65,0,0,0,0,2651,205,0,0.000754432,,
2405,JPN,1998,Winter,1,170,126400000,32558.19,5,1,4,10,2651,205,0.048780488,0.064126745,,
2406,KAZ,1998,Winter,0,78,15071640,8088.65,0,0,2,2,2651,205,0.009756098,0.029422859,,
2407,KEN,1998,Winter,0,1,30250488,1889.97,0,0,0,0,2651,205,0,0.000377216,,
2408,KGZ,1998,Winter,0,2,4769000,3105.96,0,0,0,0,2651,205,0,0.000754432,,
2409,KOR,1998,Winter,0,67,46286503,19624.69,3,1,2,6,2651,205,0.029268293,0.025273482,,
2410,LAT,1998,Winter,0,37,2410019,10429.77,0,0,0,0,2651,205,0,0.013956997,,
2411,LTU,1998,Winter,0,18,3549331,10382.12,0,0,0,0,2651,205,0,0.006789891,,
2412,LUX,1998,Winter,0,1,424700,44142.56,0,0,0,0,2651,205,0,0.000377216,,
2413,MDA,1998,Winter,0,4,2934339,3078.01,0,0,0,0,2651,205,0,0.001508865,,
2414,MGL,1998,Winter,0,3,2355667,2620.49,0,0,0,0,2651,205,0,0.001131648,,
2415,MKD,1998,Winter,0,3,2007523,7411.55,0,0,0,0,2651,205,0,0.001131648,,
2416,NED,1998,Winter,0,45,15707209,34688.55,5,4,2,11,2651,205,0.053658537,0.016974727,,
2417,NOR,1998,Winter,0,129,4431464,48956.73,10,10,5,25,2651,205,0.12195122,0.048660883,,
2418,NZL,1998,Winter,0,8,3815000,24861.42,0,0,0,0,2651,205,0,0.003017729,,
2419,POL,1998,Winter,0,63,38663481,11413.26,0,0,0,0,2651,205,0,0.023764617,,
2420,POR,1998,Winter,0,2,10160196,21782.12,0,0,0,0,2651,205,0,0.000754432,,
2421,PRK,1998,Winter,0,14,22536754,1579.93,0,0,0,0,2651,205,0,0.005281026,,
2422,PUR,1998,Winter,0,3,3781101,24586.22,0,0,0,0,2651,205,0,0.001131648,,
2423,ROU,1998,Winter,0,22,22507344,6407.47,0,0,0,0,2651,205,0,0.008298755,,
2424,RSA,1998,Winter,0,3,43682259,7024.3,0,0,0,0,2651,205,0,0.001131648,,
2425,RUS,1998,Winter,0,149,147670784,8557.5,9,6,3,18,2651,205,0.087804878,0.056205206,,
2426,SLO,1998,Winter,0,60,1981629,19851.06,0,0,0,0,2651,205,0,0.022632969,,
2427,SUI,1998,Winter,0,96,7110001,39890.54,2,2,3,7,2651,205,0.034146341,0.03621275,,
2428,SVK,1998,Winter,0,38,5390516,13822.19,0,0,0,0,2651,205,0,0.014334214,,
2429,SWE,1998,Winter,0,94,8850974,31187.16,0,2,1,3,2651,205,0.014634146,0.035458318,,
2430,TTO,1998,Winter,0,1,1261699,17013.75,0,0,0,0,2651,205,0,0.000377216,,
2431,TUR,1998,Winter,0,1,61329665,11772.83,0,0,0,0,2651,205,0,0.000377216,,
2432,UKR,1998,Winter,0,88,50144500,4640.2,0,1,0,1,2651,205,0.004878049,0.033195021,,
2433,USA,1998,Winter,0,206,275854000,43072.76,6,3,4,13,2651,205,0.063414634,0.077706526,,
2434,UZB,1998,Winter,0,4,24051000,4575.99,0,0,0,0,2651,205,0,0.001508865,,
2435,VEN,1998,Winter,0,1,23288567,14739.05,0,0,0,0,2651,205,0,0.000377216,,
2436,ARG,2002,Winter,0,26,37681743,12094.77,0,0,0,0,3116,234,0,0.008344031,,
2437,ARM,2002,Winter,0,16,3033976,6082.15,0,0,0,0,3116,234,0,0.005134788,,
2438,AUS,2002,Winter,0,38,19651400,38567.07,2,0,0,2,3116,234,0.008547009,0.012195122,,
2439,AUT,2002,Winter,0,109,8081957,35823.59,3,4,10,17,3116,234,0.072649573,0.034980745,,
2440,AZE,2002,Winter,0,4,8171950,4880.4,0,0,0,0,3116,234,0,0.001283697,,
2441,BEL,2002,Winter,0,10,10332785,34419.69,0,0,0,0,3116,234,0,0.003209243,,
2442,BIH,2002,Winter,0,4,3759389,7391.59,0,0,0,0,3116,234,0,0.001283697,,
2443,BLR,2002,Winter,0,88,9865548,9870.31,0,0,1,1,3116,234,0.004273504,0.028241335,,
2444,BRA,2002,Winter,0,7,179537523,10245.07,0,0,0,0,3116,234,0,0.00224647,,
2445,BUL,2002,Winter,0,47,7837161,9471.77,0,1,2,3,3116,234,0.012820513,0.01508344,,
2446,CAN,2002,Winter,0,154,31360079,38123.99,7,3,7,17,3116,234,0.072649573,0.049422336,,
2447,CHI,2002,Winter,0,11,149591,15509.82,0,0,0,0,3116,234,0,0.003530167,,
2448,CHI,2002,Winter,0,11,15684413,15509.82,0,0,0,0,3116,234,0,0.003530167,,
2449,CHN,2002,Winter,0,80,1280400000,5343.11,2,2,4,8,3116,234,0.034188034,0.025673941,,
2450,CMR,2002,Winter,0,2,16357605,2084.92,0,0,0,0,3116,234,0,0.000641849,,
2451,CRC,2002,Winter,0,2,4100922,9591.55,0,0,0,0,3116,234,0,0.000641849,,
2452,CRO,2002,Winter,0,26,4302174,14683.84,3,1,0,4,3116,234,0.017094017,0.008344031,,
2453,CYP,2002,Winter,0,2,976968,23828.07,0,0,0,0,3116,234,0,0.000641849,,
2454,CZE,2002,Winter,0,118,10196916,18431.03,1,2,0,3,3116,234,0.012820513,0.037869063,,
2455,DEN,2002,Winter,0,11,5375931,39709.37,0,0,0,0,3116,234,0,0.003530167,,
2456,ESP,2002,Winter,0,16,41431558,28753.32,0,0,0,0,3116,234,0,0.005134788,,
2457,EST,2002,Winter,0,45,1379350,18589.15,1,1,1,3,3116,234,0.012820513,0.014441592,,
2458,FIN,2002,Winter,0,108,5200598,33986.55,4,2,1,7,3116,234,0.02991453,0.03465982,,
2459,FRA,2002,Winter,0,132,61805266,34152.77,4,5,2,11,3116,234,0.047008547,0.042362003,,
2460,GBR,2002,Winter,0,54,59370479,33271.3,1,0,1,2,3116,234,0.008547009,0.01732991,,
2461,GEO,2002,Winter,0,6,3978515,5406.95,0,0,0,0,3116,234,0,0.001925546,,
2462,GER,2002,Winter,0,179,82488495,34590.93,12,16,8,36,3116,234,0.153846154,0.057445443,,
2463,GRE,2002,Winter,0,16,10902022,22893.96,0,0,0,0,3116,234,0,0.005134788,,
2464,HKG,2002,Winter,0,5,6744100,33038.15,0,0,0,0,3116,234,0,0.001604621,,
2465,HUN,2002,Winter,0,41,10158608,14899.31,0,0,0,0,3116,234,0,0.013157895,,
2466,IND,2002,Winter,0,1,1093317187,2870.92,0,0,0,0,3116,234,0,0.000320924,,
2467,IRL,2002,Winter,0,8,3931947,43012.81,0,0,0,0,3116,234,0,0.002567394,,
2468,ISL,2002,Winter,0,12,287523,33470.49,0,0,0,0,3116,234,0,0.003851091,,
2469,ISR,2002,Winter,0,7,6570000,24823.55,0,0,0,0,3116,234,0,0.00224647,,
2470,ITA,2002,Winter,0,168,57059007,33780.05,4,4,5,13,3116,234,0.055555556,0.053915276,,
2471,JAM,2002,Winter,0,1,2692843,6660.76,0,0,0,0,3116,234,0,0.000320924,,
2472,JPN,2002,Winter,0,170,127445000,33195.4,0,1,1,2,3116,234,0.008547009,0.054557125,,
2473,KAZ,2002,Winter,0,74,14858948,11640.18,0,0,0,0,3116,234,0,0.023748395,,
