,NOC,Year,Season,Host,athlete_count_x,Population,GDP per capita,Gold,Silver,Bronze,country_medal_total,athlete_count_y,olympic_total,medal_share,athlete_share
498,SGP,1988,Summer,0,20,2846108.0,19853.0,0.0,0.0,0.0,0.0,7076,442.0,0.0,0.002826455624646693
499,SLE,1988,Summer,0,14,4156636.0,1626.0,0.0,0.0,0.0,0.0,7076,442.0,0.0,0.001978518937252685
500,SRI,1988,Summer,0,9,16878186.0,3633.0,0.0,0.0,0.0,0.0,7076,442.0,0.0,0.001271905031091012
501,SUD,1988,Summer,0,8,18867559.0,1282.0,0.0,0.0,0.0,0.0,7076,442.0,0.0,0.0011305822498586771
502,SUI,1988,Summer,0,126,6593386.0,32482.91,0.0,2.0,2.0,4.0,7076,442.0,0.00904977375565611,0.017806670435274168
503,SWE,1988,Summer,0,158,8436489.0,27468.0,0.0,4.0,7.0,11.0,7076,442.0,0.024886877828054297,0.022328999434708875
504,SWZ,1988,Summer,0,15,773774.0,3492.0,0.0,0.0,0.0,0.0,7076,442.0,0.0,0.0021198417184850197
505,SYR,1988,Summer,0,13,11719064.0,9913.0,0.0,0.0,0.0,0.0,7076,442.0,0.0,0.0018371961560203504
506,TAN,1988,Summer,0,10,23670807.0,867.0,0.0,0.0,0.0,0.0,7076,442.0,0.0,0.0014132278123233466
507,THA,1988,Summer,0,12,54891520.0,6089.0,0.0,0.0,1.0,1.0,7076,442.0,0.0022624434389140274,0.0016958733747880158
508,TOG,1988,Summer,0,6,3577469.0,1239.0,0.0,0.0,0.0,0.0,7076,442.0,0.0,0.0008479366873940079
509,TTO,1988,Summer,0,10,1204150.0,14198.0,0.0,0.0,0.0,0.0,7076,442.0,0.0,0.0014132278123233466
510,TUN,1988,Summer,0,15,7880333.0,4940.0,0.0,0.0,0.0,0.0,7076,442.0,0.0,0.0021198417184850197
511,TUR,1988,Summer,0,47,52053764.0,8019.0,1.0,1.0,0.0,2.0,7076,442.0,0.004524886877828055,0.006642170717919729
512,UAE,1988,Summer,0,24,1627068.0,20215.0,0.0,0.0,0.0,0.0,7076,442.0,0.0,0.0033917467495760316
513,UGA,1988,Summer,0,24,16180129.0,902.0,0.0,0.0,0.0,0.0,7076,442.0,0.0,0.0033917467495760316
514,USA,1988,Summer,0,505,244499000.0,35863.0,36.0,31.0,27.0,94.0,7076,442.0,0.21266968325791855,0.071368004522329
515,VEN,1988,Summer,0,18,18698850.0,14308.0,0.0,0.0,0.0,0.0,7076,442.0,0.0,0.002543810062182024
516,VIE,1988,Summer,0,12,65120432.0,1556.0,0.0,0.0,0.0,0.0,7076,442.0,0.0,0.0016958733747880158
517,ZAM,1988,Summer,0,13,7598270.0,1239.0,0.0,0.0,0.0,0.0,7076,442.0,0.0,0.0018371961560203504
518,ZIM,1988,Summer,0,44,9849129.0,2114.0,0.0,0.0,0.0,0.0,7076,442.0,0.0,0.006218202374222725
519,AFG,1996,Summer,0,2,18853444.0,600.18,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.00020439448134900357
520,ALB,1996,Summer,0,9,3168033.0,3965.69,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0009197751660705161
521,ALG,1996,Summer,0,32,29266415.0,5451.63,2.0,0.0,1.0,3.0,9785,832.0,0.003605769230769231,0.003270311701584057
522,ANG,1996,Summer,0,18,14400722.0,1533.98,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0018395503321410323
523,ARG,1996,Summer,0,135,35246376.0,13715.23,0.0,2.0,1.0,3.0,9785,832.0,0.003605769230769231,0.013796627491057742
524,ARM,1996,Summer,0,38,3168213.0,4811.49,1.0,1.0,0.0,2.0,9785,832.0,0.002403846153846154,0.003883495145631068
525,AUS,1996,Summer,0,382,18311000.0,31740.47,9.0,9.0,23.0,41.0,9785,832.0,0.04927884615384615,0.03903934593765968
526,AUT,1996,Summer,0,77,7959017.0,30413.16,0.0,1.0,2.0,3.0,9785,832.0,0.003605769230769231,0.007869187531936639
527,AZE,1996,Summer,0,24,7763000.0,3074.22,0.0,1.0,0.0,1.0,9785,832.0,0.001201923076923077,0.002452733776188043
528,BAN,1996,Summer,0,4,117649927.0,1234.08,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.00040878896269800713
529,BAR,1996,Summer,0,22,267047.0,11760.83,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0022483392948390393
530,BDI,1996,Summer,0,7,6060110.0,824.51,1.0,0.0,0.0,1.0,9785,832.0,0.001201923076923077,0.0007153806847215125
531,BEL,1996,Summer,0,75,10156637.0,29820.3,2.0,2.0,2.0,6.0,9785,832.0,0.007211538461538462,0.007664793050587634
532,BEN,1996,Summer,0,4,6094272.0,1840.49,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.00040878896269800713
533,BIH,1996,Summer,0,12,3764419.0,4915.33,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0012263668880940215
534,BLR,1996,Summer,0,236,10159569.0,7128.35,1.0,6.0,8.0,15.0,9785,832.0,0.018028846153846152,0.02411854879918242
535,BOL,1996,Summer,0,9,7779268.0,3959.45,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0009197751660705161
536,BOT,1996,Summer,0,4,1504724.0,6647.77,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.00040878896269800713
537,BRA,1996,Summer,0,154,164614682.0,9124.52,3.0,3.0,9.0,15.0,9785,832.0,0.018028846153846152,0.015738375063873277
538,BRN,1996,Summer,0,5,578661.0,11640.82,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.000510986203372509
539,BRN,1996,Summer,0,5,304620.0,11640.82,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.000510986203372509
540,BUL,1996,Summer,0,150,8362826.0,7901.12,3.0,7.0,5.0,15.0,9785,832.0,0.018028846153846152,0.015329586101175269
541,BUR,1996,Summer,0,5,10372734.0,1255.77,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.000510986203372509
542,CAF,1996,Summer,0,5,3308235.0,885.89,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.000510986203372509
543,CAM,1996,Summer,0,5,10982919.0,1450.53,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.000510986203372509
544,CAN,1996,Summer,0,307,29610218.0,31594.24,3.0,11.0,8.0,22.0,9785,832.0,0.026442307692307692,0.03137455288707205
545,CHA,1996,Summer,0,4,7250974.0,694.11,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.00040878896269800713
546,CHI,1996,Summer,0,18,144348.0,14433.32,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0018395503321410323
547,CHI,1996,Summer,0,18,14587367.0,14433.32,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0018395503321410323
548,CHN,1996,Summer,0,321,1217550000.0,4219.64,16.0,22.0,12.0,50.0,9785,832.0,0.06009615384615385,0.032805314256515075
549,CIV,1996,Summer,0,9,14665125.0,2179.04,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0009197751660705161
550,CMR,1996,Summer,0,13,13970812.0,1710.11,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0013285641287685231
551,COD,1996,Summer,0,14,42757239.0,523.87,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.001430761369443025
552,COL,1996,Summer,0,56,37076387.0,8770.58,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0057230454777721
553,COM,1996,Summer,0,4,488625.0,1141.6,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.00040878896269800713
554,CPV,1996,Summer,0,3,395533.0,2594.1,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0003065917220235054
555,CRC,1996,Summer,0,13,3632361.0,8446.78,1.0,0.0,0.0,1.0,9785,832.0,0.001201923076923077,0.0013285641287685231
556,CRO,1996,Summer,0,72,4557097.0,11030.08,1.0,1.0,0.0,2.0,9785,832.0,0.002403846153846154,0.007358201328564129
557,CUB,1996,Summer,0,120,10939285.0,3249.64,9.0,8.0,8.0,25.0,9785,832.0,0.030048076923076924,0.012263668880940215
558,CYP,1996,Summer,0,20,873426.0,18875.29,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.002043944813490036
559,CZE,1996,Summer,0,142,10315241.0,15386.32,4.0,3.0,4.0,11.0,9785,832.0,0.013221153846153846,0.014512008175779254
560,DEN,1996,Summer,0,85,5263074.0,34325.44,4.0,1.0,1.0,6.0,9785,832.0,0.007211538461538462,0.008686765457332652
561,DJI,1996,Summer,0,5,643649.0,2082.0,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.000510986203372509
562,DMA,1996,Summer,0,6,70933.0,4894.84,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0006131834440470108
563,DOM,1996,Summer,0,16,7952766.0,5198.57,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0016351558507920285
564,ECU,1996,Summer,0,21,11703169.0,6993.64,1.0,0.0,0.0,1.0,9785,832.0,0.001201923076923077,0.0021461420541645376
565,EGY,1996,Summer,0,18,63601632.0,5293.1,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0018395503321410323
566,ESA,1996,Summer,0,10,5689943.0,4671.34,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.001021972406745018
567,ESP,1996,Summer,0,259,39889852.0,22185.07,5.0,6.0,6.0,17.0,9785,832.0,0.020432692307692308,0.026469085334695962
568,EST,1996,Summer,0,46,1415594.0,13547.66,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.004701073071027082
569,ETH,1996,Summer,0,19,58883531.0,782.99,2.0,0.0,1.0,3.0,9785,832.0,0.003605769230769231,0.001941747572815534
570,FIN,1996,Summer,0,89,5124573.0,26637.27,1.0,2.0,1.0,4.0,9785,832.0,0.004807692307692308,0.009095554420030658
571,FRA,1996,Summer,0,333,59753095.0,29736.64,15.0,7.0,15.0,37.0,9785,832.0,0.04447115384615385,0.0340316811446091
572,GAB,1996,Summer,0,6,1112944.0,10389.21,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0006131834440470108
573,GAM,1996,Summer,0,6,1164091.0,1336.85,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0006131834440470108
574,GBR,1996,Summer,0,286,58166950.0,28472.25,1.0,8.0,6.0,15.0,9785,832.0,0.018028846153846152,0.02922841083290751
575,GBS,1996,Summer,0,3,1110835.0,1337.47,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0003065917220235054
576,GEO,1996,Summer,0,41,4491699.0,4030.88,0.0,0.0,2.0,2.0,9785,832.0,0.002403846153846154,0.004190086867654573
577,GEQ,1996,Summer,0,5,515844.0,4426.34,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.000510986203372509
578,GER,1996,Summer,0,428,81914831.0,29349.98,20.0,18.0,27.0,65.0,9785,832.0,0.078125,0.04374041900868676
579,GHA,1996,Summer,0,17,17462504.0,1907.93,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0017373530914665304
580,GRE,1996,Summer,0,152,10608800.0,17719.56,4.0,4.0,0.0,8.0,9785,832.0,0.009615384615384616,0.015533980582524271
581,GUA,1996,Summer,0,28,10536942.0,5511.9,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.00286152273888605
582,GUI,1996,Summer,0,5,7463782.0,927.13,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.000510986203372509
583,HAI,1996,Summer,0,7,7887312.0,1426.41,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0007153806847215125
584,HKG,1996,Summer,0,26,6435500.0,32261.8,1.0,0.0,0.0,1.0,9785,832.0,0.001201923076923077,0.0026571282575370463
585,HON,1996,Summer,0,7,5874814.0,3210.27,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0007153806847215125
586,HUN,1996,Summer,0,229,10311238.0,10359.18,7.0,4.0,10.0,21.0,9785,832.0,0.025240384615384616,0.023403168114460908
587,INA,1996,Summer,0,29,199901231.0,5851.3,1.0,1.0,2.0,4.0,9785,832.0,0.004807692307692308,0.0029637199795605517
588,IND,1996,Summer,0,33,982365248.0,2475.57,0.0,0.0,1.0,1.0,9785,832.0,0.001201923076923077,0.003372508942258559
589,IRL,1996,Summer,0,85,3637510.0,26562.91,3.0,0.0,1.0,4.0,9785,832.0,0.004807692307692308,0.008686765457332652
590,IRQ,1996,Summer,0,3,20783073.0,2337.52,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0003065917220235054
591,ISL,1996,Summer,0,15,268916.0,28277.79,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0015329586101175269
592,ISR,1996,Summer,0,31,5692000.0,23980.0,0.0,0.0,1.0,1.0,9785,832.0,0.001201923076923077,0.0031681144609095554
593,ITA,1996,Summer,0,328,56860281.0,29231.28,13.0,10.0,12.0,35.0,9785,832.0,0.042067307692307696,0.033520694941236585
594,JAM,1996,Summer,0,49,2558631.0,6648.93,1.0,3.0,2.0,6.0,9785,832.0,0.007211538461538462,0.005007664793050587
595,JOR,1996,Summer,0,5,4732848.0,6783.23,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.000510986203372509
596,JPN,1996,Summer,0,302,125757000.0,32784.16,3.0,6.0,5.0,14.0,9785,832.0,0.016826923076923076,0.03086356668369954
597,KAZ,1996,Summer,0,125,15578227.0,7826.86,3.0,4.0,4.0,11.0,9785,832.0,0.013221153846153846,0.012774655084312723
598,KEN,1996,Summer,0,50,28589456.0,1851.28,1.0,4.0,3.0,8.0,9785,832.0,0.009615384615384616,0.005109862033725089
599,KGZ,1996,Summer,0,39,4628400.0,2901.55,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.00398569238630557
600,KOR,1996,Summer,0,261,45524681.0,20204.56,7.0,15.0,5.0,27.0,9785,832.0,0.03245192307692308,0.026673479816044968
601,KSA,1996,Summer,0,15,19033843.0,20280.49,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0015329586101175269
602,LAO,1996,Summer,0,2,4951189.0,1899.9,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.00020439448134900357
603,LAT,1996,Summer,0,55,2457222.0,8947.27,0.0,1.0,0.0,1.0,9785,832.0,0.001201923076923077,0.005620848237097598
604,LBA,1996,Summer,0,5,5036173.0,7543.94,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.000510986203372509
605,LBR,1996,Summer,0,4,2160480.0,391.09,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.00040878896269800713
606,LCA,1996,Summer,0,5,148837.0,6330.93,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.000510986203372509
607,LES,1996,Summer,0,5,1934294.0,1931.66,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.000510986203372509
608,LTU,1996,Summer,0,73,3601613.0,8793.7,0.0,0.0,1.0,1.0,9785,832.0,0.001201923076923077,0.00746039856923863
609,LUX,1996,Summer,0,7,414225.0,40687.9,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0007153806847215125
610,MAD,1996,Summer,0,10,13902697.0,1132.44,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.001021972406745018
611,MAR,1996,Summer,0,38,27383472.0,4603.65,0.0,0.0,2.0,2.0,9785,832.0,0.002403846153846154,0.003883495145631068
612,MAS,1996,Summer,0,22,21017619.0,12668.67,0.0,1.0,1.0,2.0,9785,832.0,0.002403846153846154,0.0022483392948390393
613,MAW,1996,Summer,0,2,10022783.0,972.82,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.00020439448134900357
614,MDA,1996,Summer,0,48,2946401.0,3305.5,0.0,1.0,1.0,2.0,9785,832.0,0.002403846153846154,0.004905467552376086
615,MEX,1996,Summer,0,81,93147045.0,10386.5,0.0,0.0,1.0,1.0,9785,832.0,0.001201923076923077,0.008277976494634645
616,MGL,1996,Summer,0,18,2316571.0,2271.8,0.0,0.0,1.0,1.0,9785,832.0,0.001201923076923077,0.0018395503321410323
617,MKD,1996,Summer,0,16,1989441.0,7095.17,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0016351558507920285
618,MLI,1996,Summer,0,4,9837575.0,1130.51,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.00040878896269800713
619,MLT,1996,Summer,0,10,379905.0,16932.05,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.001021972406745018
620,MOZ,1996,Summer,0,3,15960445.0,1325.6,0.0,0.0,1.0,1.0,9785,832.0,0.001201923076923077,0.0003065917220235054
621,MRI,1996,Summer,0,25,1133996.0,12841.93,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0025549310168625446
622,MTN,1996,Summer,0,4,2372900.0,1873.05,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.00040878896269800713
623,MYA,1996,Summer,0,3,44452203.0,1469.03,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0003065917220235054
624,NAM,1996,Summer,0,10,1663378.0,5687.12,0.0,2.0,0.0,2.0,9785,832.0,0.002403846153846154,0.001021972406745018
625,NCA,1996,Summer,0,9,4741571.0,2395.2,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0009197751660705161
626,NED,1996,Summer,0,153,15530498.0,31811.74,4.0,5.0,10.0,19.0,9785,832.0,0.02283653846153846,0.015636177823198774
627,NEP,1996,Summer,0,6,22090352.0,1511.73,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0006131834440470108
628,NGR,1996,Summer,0,54,110668784.0,1924.09,2.0,1.0,3.0,6.0,9785,832.0,0.007211538461538462,0.005518650996423097
629,NIG,1996,Summer,0,3,9826600.0,712.86,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0003065917220235054
630,NOR,1996,Summer,0,78,4381336.0,43133.14,2.0,2.0,3.0,7.0,9785,832.0,0.008413461538461538,0.00797138477261114
631,NZL,1996,Summer,0,100,3732000.0,24321.25,3.0,2.0,1.0,6.0,9785,832.0,0.007211538461538462,0.010219724067450179
632,OMA,1996,Summer,0,5,2236652.0,16491.17,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.000510986203372509
633,PAK,1996,Summer,0,9,127349293.0,2979.81,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0009197751660705161
634,PAN,1996,Summer,0,9,2796291.0,8652.08,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0009197751660705161
635,PAR,1996,Summer,0,7,4887638.0,5360.74,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0007153806847215125
636,PER,1996,Summer,0,23,24753825.0,5739.79,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.002350536535513541
637,PHI,1996,Summer,0,18,71401743.0,3790.78,0.0,1.0,0.0,1.0,9785,832.0,0.001201923076923077,0.0018395503321410323
638,POL,1996,Summer,0,161,38624370.0,10066.17,7.0,5.0,5.0,17.0,9785,832.0,0.020432692307692308,0.016453755748594787
639,POR,1996,Summer,0,98,10063945.0,19939.31,1.0,0.0,1.0,2.0,9785,832.0,0.002403846153846154,0.010015329586101174
640,PRK,1996,Summer,0,32,22113428.0,1733.1,2.0,1.0,2.0,5.0,9785,832.0,0.006009615384615385,0.003270311701584057
641,PUR,1996,Summer,0,71,3724655.0,21856.02,0.0,0.0,1.0,1.0,9785,832.0,0.001201923076923077,0.007256004087889627
642,QAT,1996,Summer,0,10,522531.0,22395.26,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.001021972406745018
643,ROU,1996,Summer,0,231,22619004.0,6476.47,4.0,7.0,9.0,20.0,9785,832.0,0.02403846153846154,0.023607562595809914
644,RSA,1996,Summer,0,83,42241007.0,6725.79,3.0,1.0,1.0,5.0,9785,832.0,0.006009615384615385,0.00848237097598365
645,RUS,1996,Summer,0,418,148160129.0,8479.38,26.0,21.0,16.0,63.0,9785,832.0,0.07572115384615384,0.04271844660194175
646,RWA,1996,Summer,0,4,6013112.0,976.41,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.00040878896269800713
647,SEN,1996,Summer,0,9,8912872.0,1866.34,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0009197751660705161
648,SEY,1996,Summer,0,9,76417.0,10468.99,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0009197751660705161
649,SGP,1996,Summer,0,28,3670704.0,32724.49,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.00286152273888605
650,SLE,1996,Summer,0,10,4312660.0,1060.56,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.001021972406745018
651,SLO,1996,Summer,0,40,1988628.0,18376.25,0.0,2.0,0.0,2.0,9785,832.0,0.002403846153846154,0.004087889626980072
652,SRI,1996,Summer,0,11,18367290.0,5187.71,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0011241696474195196
653,STP,1996,Summer,0,2,133799.0,2221.05,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.00020439448134900357
654,SUD,1996,Summer,0,4,24782384.0,1551.86,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.00040878896269800713
655,SUI,1996,Summer,0,130,7071850.0,36720.49,4.0,3.0,0.0,7.0,9785,832.0,0.008413461538461538,0.013285641287685232
656,SVK,1996,Summer,0,89,5373361.0,12622.91,1.0,1.0,1.0,3.0,9785,832.0,0.003605769230769231,0.009095554420030658
657,SWE,1996,Summer,0,148,8840998.0,29012.1,2.0,4.0,2.0,8.0,9785,832.0,0.009615384615384616,0.015125191619826265
658,SWZ,1996,Summer,0,6,945506.0,4514.55,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0006131834440470108
659,SYR,1996,Summer,0,8,14754148.0,9517.37,1.0,0.0,0.0,1.0,9785,832.0,0.001201923076923077,0.0008175779253960143
660,TAN,1996,Summer,0,7,30444523.0,979.73,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0007153806847215125
661,THA,1996,Summer,0,45,60130190.0,10458.36,1.0,0.0,1.0,2.0,9785,832.0,0.002403846153846154,0.004598875830352581
662,TJK,1996,Summer,0,8,5851354.0,1559.52,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0008175779253960143
663,TKM,1996,Summer,0,7,4287337.0,3226.98,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0007153806847215125
664,TOG,1996,Summer,0,4,4348808.0,1215.74,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.00040878896269800713
665,TTO,1996,Summer,0,16,1257547.0,15004.26,0.0,0.0,2.0,2.0,9785,832.0,0.002403846153846154,0.0016351558507920285
666,TUN,1996,Summer,0,25,9267335.0,6388.39,0.0,0.0,1.0,1.0,9785,832.0,0.001201923076923077,0.0025549310168625446
667,TUR,1996,Summer,0,58,59423278.0,10644.63,4.0,1.0,1.0,6.0,9785,832.0,0.007211538461538462,0.005927439959121103
668,UAE,1996,Summer,0,4,2539121.0,34042.74,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.00040878896269800713
669,UGA,1996,Summer,0,11,21032817.0,1091.53,0.0,0.0,1.0,1.0,9785,832.0,0.001201923076923077,0.0011241696474195196
670,UKR,1996,Summer,0,286,51057800.0,4636.63,9.0,2.0,12.0,23.0,9785,832.0,0.027644230769230768,0.02922841083290751
671,USA,1996,Summer,1,555,269394000.0,40412.75,44.0,32.0,25.0,101.0,9785,832.0,0.12139423076923077,0.056719468574348494
672,UZB,1996,Summer,0,78,23225000.0,4452.88,0.0,1.0,1.0,2.0,9785,832.0,0.002403846153846154,0.00797138477261114
673,VEN,1996,Summer,0,44,22385650.0,14211.81,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0044966785896780785
674,VIE,1996,Summer,0,6,76068739.0,2323.05,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0006131834440470108
675,YEM,1996,Summer,0,4,15469274.0,3855.57,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.00040878896269800713
676,ZAM,1996,Summer,0,8,9339740.0,1260.73,0.0,1.0,0.0,1.0,9785,832.0,0.001201923076923077,0.0008175779253960143
677,ZIM,1996,Summer,0,17,11541215.0,2292.49,0.0,0.0,0.0,0.0,9785,832.0,0.0,0.0017373530914665304
678,AFG,2004,Summer,0,5,24726689.0,869.04,0.0,0.0,0.0,0.0,9606,914.0,0.0,0.0005205080158234437
679,ALB,2004,Summer,0,7,3026939.0,6419.87,0.0,0.0,0.0,0.0,9606,914.0,0.0,0.0007287112221528211
680,ALG,2004,Summer,0,67,32692153.0,9182.29,0.0,0.0,0.0,0.0,9606,914.0,0.0,0.006974807412034145
681,ANG,2004,Summer,0,16,18758138.0,3064.3,0.0,0.0,0.0,0.0,9606,914.0,0.0,0.0016656256506350198
682,ARG,2004,Summer,0,112,38491970.0,14183.23,2.0,0.0,4.0,6.0,9606,914.0,0.006564551422319475,0.011659379554445138
683,ARM,2004,Summer,0,19,3000715.0,7229.65,0.0,0.0,0.0,0.0,9606,914.0,0.0,0.001977930460129086
684,AUS,2004,Summer,0,377,20127400.0,40887.73,17.0,16.0,17.0,50.0,9606,914.0,0.05470459518599562,0.039246304393087655
685,AUT,2004,Summer,0,77,8171966.0,36957.11,2.0,4.0,1.0,7.0,9606,914.0,0.007658643326039387,0.008015823443681033
686,AZE,2004,Summer,0,37,8306500.0,5971.47,1.0,0.0,4.0,5.0,9606,914.0,0.005470459518599562,0.003851759317093483
687,BAN,2004,Summer,0,4,136986429.0,1812.62,0.0,0.0,0.0,0.0,9606,914.0,0.0,0.00041640641265875496
688,BAR,2004,Summer,0,15,275283.0,12078.74,0.0,0.0,0.0,0.0,9606,914.0,0.0,0.001561524047470331
689,BDI,2004,Summer,0,7,7131688.0,709.74,0.0,0.0,0.0,0.0,9606,914.0,0.0,0.0007287112221528211
690,BEL,2004,Summer,0,58,10421137.0,35740.35,1.0,0.0,2.0,3.0,9606,914.0,0.0032822757111597373,0.006037892983551947
691,BEN,2004,Summer,0,4,7750003.0,1923.72,0.0,0.0,0.0,0.0,9606,914.0,0.0,0.00041640641265875496
692,BIH,2004,Summer,0,11,3764194.0,7857.38,0.0,0.0,0.0,0.0,9606,914.0,0.0,0.001145117634811576
693,BLR,2004,Summer,0,172,9730146.0,11615.69,2.0,5.0,6.0,13.0,9606,914.0,0.014223194748358862,0.017905475744326462
694,BOL,2004,Summer,0,11,9069044.0,4330.56,0.0,0.0,0.0,0.0,9606,914.0,0.0,0.001145117634811576
695,BOT,2004,Summer,0,8,1765533.0,9329.51,0.0,0.0,0.0,0.0,9606,914.0,0.0,0.0008328128253175099
696,BRA,2004,Summer,0,203,184006479.0,10949.66,5.0,2.0,3.0,10.0,9606,914.0,0.010940919037199124,0.021132625442431812
697,BRN,2004,Summer,0,10,829846.0,23389.6,0.0,0.0,0.0,0.0,9606,914.0,0.0,0.0010410160316468874
698,BRN,2004,Summer,0,10,359434.0,23389.6,0.0,0.0,0.0,0.0,9606,914.0,0.0,0.0010410160316468874
699,BUL,2004,Summer,0,112,7716860.0,10853.79,2.0,1.0,9.0,12.0,9606,914.0,0.01312910284463895,0.011659379554445138
700,BUR,2004,Summer,0,5,13030576.0,1268.69,0.0,0.0,0.0,0.0,9606,914.0,0.0,0.0005205080158234437
701,CAF,2004,Summer,0,4,3959883.0,853.18,0.0,0.0,0.0,0.0,9606,914.0,0.0,0.00041640641265875496
702,CAM,2004,Summer,0,4,13066475.0,1965.88,0.0,0.0,0.0,0.0,9606,914.0,0.0,0.00041640641265875496
703,CAN,2004,Summer,0,269,31940655.0,39491.57,3.0,6.0,3.0,12.0,9606,914.0,0.01312910284463895,0.02800333125130127
704,CHA,2004,Summer,0,1,9734761.0,1200.27,0.0,0.0,0.0,0.0,9606,914.0,0.0,0.00010410160316468874
705,CHI,2004,Summer,0,26,150722.0,16478.97,2.0,0.0,1.0,3.0,9606,914.0,0.0032822757111597373,0.0027066416822819073
706,CHI,2004,Summer,0,26,16014972.0,16478.97,2.0,0.0,1.0,3.0,9606,914.0,0.0032822757111597373,0.0027066416822819073
