,NOC,Year,Season,Host,athlete_count_x,Population,GDP per capita,Gold,Silver,Bronze,country_medal_total,athlete_count_y,olympic_total,medal_share,athlete_share
1234,JOR,2016,Summer,0,8,9554286.0,11529.0,1.0,0.0,0.0,1.0,9798,957.0,0.0010449320794148381,0.0008164931618697694
1235,JPN,2016,Summer,0,303,126994511.0,37465.0,12.0,8.0,21.0,41.0,9798,957.0,0.042842215256008356,0.030924678505817513
1236,KAZ,2016,Summer,0,110,17794055.0,23842.0,3.0,5.0,10.0,18.0,9798,957.0,0.018808777429467086,0.011226780975709328
1237,KEN,2016,Summer,0,58,49051531.0,3169.0,6.0,6.0,1.0,13.0,9798,957.0,0.013584117032392894,0.005919575423555827
1238,KGZ,2016,Summer,0,19,6079500.0,4879.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0019391712594407022
1239,KOR,2016,Summer,0,176,51217803.0,36103.0,9.0,3.0,9.0,21.0,9798,957.0,0.0219435736677116,0.017962849561134926
1240,KSA,2016,Summer,0,11,32443443.0,51397.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0011226780975709329
1241,LAO,2016,Summer,0,5,6845848.0,5859.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0005103082261686059
1242,LAT,2016,Summer,0,32,1959537.0,22092.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0032659726474790775
1243,LBA,2016,Summer,0,7,6492160.0,8096.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0007144315166360481
1244,LBR,2016,Summer,0,3,4586788.0,829.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0003061849357011635
1245,LCA,2016,Summer,0,5,180028.0,10233.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0005103082261686059
1246,LES,2016,Summer,0,9,2075041.0,2767.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0009185548071034905
1247,LTU,2016,Summer,0,75,2868231.0,24743.0,0.0,1.0,3.0,4.0,9798,957.0,0.0041797283176593526,0.0076546233925290875
1248,LUX,2016,Summer,0,15,582014.0,57006.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0015309246785058174
1249,MAD,2016,Summer,0,6,24894370.0,1381.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.000612369871402327
1250,MAR,2016,Summer,0,52,35126274.0,8039.0,0.0,0.0,1.0,1.0,9798,957.0,0.0010449320794148381,0.005307205552153501
1251,MAS,2016,Summer,0,35,30684652.0,23053.0,0.0,4.0,1.0,5.0,9798,957.0,0.00522466039707419,0.003572157583180241
1252,MAW,2016,Summer,0,5,17205253.0,1112.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0005103082261686059
1253,MDA,2016,Summer,0,23,2802170.0,6068.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.002347417840375587
1254,MEX,2016,Summer,0,102,123333379.0,16133.0,0.0,3.0,2.0,5.0,9798,957.0,0.00522466039707419,0.010410287813839559
1255,MGL,2016,Summer,0,46,3056358.0,12360.0,0.0,1.0,1.0,2.0,9798,957.0,0.0020898641588296763,0.004694835680751174
1256,MKD,2016,Summer,0,6,2072490.0,12644.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.000612369871402327
1257,MLI,2016,Summer,0,6,17965448.0,1594.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.000612369871402327
1258,MLT,2016,Summer,0,8,455356.0,29817.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0008164931618697694
1259,MNE,2016,Summer,0,9,622303.0,17741.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0009185548071034905
1260,MOZ,2016,Summer,0,7,27829930.0,1113.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0007144315166360481
1261,MRI,2016,Summer,0,11,1263473.0,18918.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0011226780975709329
1262,MTN,2016,Summer,0,2,4163532.0,3407.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.00020412329046744235
1263,MYA,2016,Summer,0,8,53045199.0,5284.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0008164931618697694
1264,NAM,2016,Summer,0,11,2358044.0,9376.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0011226780975709329
1265,NCA,2016,Summer,0,5,6303970.0,5045.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0005103082261686059
1266,NED,2016,Summer,0,210,17030314.0,45600.0,8.0,7.0,4.0,19.0,9798,957.0,0.019853709508881923,0.021432945499081445
1267,NEP,2016,Summer,0,7,27263430.0,2435.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0007144315166360481
1268,NGR,2016,Summer,0,55,185960244.0,5360.0,0.0,0.0,1.0,1.0,9798,957.0,0.0010449320794148381,0.005613390487854664
1269,NIG,2016,Summer,0,6,20788789.0,925.0,0.0,1.0,0.0,1.0,9798,957.0,0.0010449320794148381,0.000612369871402327
1270,NOR,2016,Summer,0,64,5234519.0,82814.0,0.0,0.0,4.0,4.0,9798,957.0,0.0041797283176593526,0.006531945294958155
1271,NZL,2016,Summer,0,143,4714100.0,34295.0,4.0,9.0,5.0,18.0,9798,957.0,0.018808777429467086,0.014594815268422127
1272,OMA,2016,Summer,0,4,4479217.0,38515.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0004082465809348847
1273,PAK,2016,Summer,0,7,203631356.0,5223.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0007144315166360481
1274,PAN,2016,Summer,0,14,4037073.0,21449.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0014288630332720963
1275,PAR,2016,Summer,0,11,6777878.0,8786.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0011226780975709329
1276,PER,2016,Summer,0,34,30926036.0,11776.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.00347009593794652
1277,PHI,2016,Summer,0,13,103663812.0,7410.0,0.0,1.0,0.0,1.0,9798,957.0,0.0010449320794148381,0.0013268013880383752
1278,POL,2016,Summer,0,215,37970087.0,24838.0,2.0,3.0,6.0,11.0,9798,957.0,0.011494252873563218,0.02194325372525005
1279,POR,2016,Summer,0,83,10325452.0,25346.0,0.0,0.0,1.0,1.0,9798,957.0,0.0010449320794148381,0.008471116554398857
1280,PRK,2016,Summer,0,35,25307665.0,1742.02,2.0,3.0,2.0,7.0,9798,957.0,0.0073145245559038665,0.003572157583180241
1281,PUR,2016,Summer,0,30,3406672.0,35082.0,1.0,0.0,0.0,1.0,9798,957.0,0.0010449320794148381,0.003061849357011635
1282,QAT,2016,Summer,0,24,2654379.0,156299.0,0.0,1.0,0.0,1.0,9798,957.0,0.0010449320794148381,0.002449479485609308
1283,ROU,2016,Summer,0,89,19702267.0,17782.0,1.0,1.0,2.0,4.0,9798,957.0,0.0041797283176593526,0.009083486425801184
1284,RSA,2016,Summer,0,101,56207649.0,12139.0,2.0,6.0,2.0,10.0,9798,957.0,0.01044932079414838,0.010308226168605838
1285,RUS,2016,Summer,0,282,144342397.0,23635.0,19.0,17.0,20.0,56.0,9798,957.0,0.05851619644723093,0.02878138395590937
1286,RWA,2016,Summer,0,7,11668829.0,1758.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0007144315166360481
1287,SEN,2016,Summer,0,22,14993514.0,2403.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0022453561951418658
1288,SEY,2016,Summer,0,10,94677.0,26624.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0010206164523372118
1289,SGP,2016,Summer,0,29,5607283.0,65729.0,1.0,0.0,0.0,1.0,9798,957.0,0.0010449320794148381,0.0029597877117779137
1290,SLE,2016,Summer,0,4,7328846.0,1619.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0004082465809348847
1291,SLO,2016,Summer,0,49,2065042.0,26908.0,1.0,2.0,1.0,4.0,9798,957.0,0.0041797283176593526,0.005001020616452337
1292,SRB,2016,Summer,0,93,7058322.0,13184.0,2.0,4.0,2.0,8.0,9798,957.0,0.008359456635318705,0.009491733006736069
1293,SRI,2016,Summer,0,10,21203000.0,11149.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0010206164523372118
1294,STP,2016,Summer,0,3,203221.0,3624.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0003061849357011635
1295,SUD,2016,Summer,0,6,39847433.0,3651.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.000612369871402327
1296,SUI,2016,Summer,0,123,8373338.0,59662.0,3.0,2.0,2.0,7.0,9798,957.0,0.0073145245559038665,0.012553582363747704
1297,SVK,2016,Summer,0,57,5430798.0,25364.0,2.0,2.0,0.0,4.0,9798,957.0,0.0041797283176593526,0.005817513778322106
1298,SWE,2016,Summer,0,104,9923085.0,44659.0,2.0,6.0,3.0,11.0,9798,957.0,0.011494252873563218,0.010614411104307001
1299,SWZ,2016,Summer,0,2,1113994.0,7881.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.00020412329046744235
1300,SYR,2016,Summer,0,7,17465567.0,3091.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0007144315166360481
1301,TAN,2016,Summer,0,7,53049231.0,2660.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0007144315166360481
1302,THA,2016,Summer,0,55,68971313.0,15454.0,2.0,2.0,2.0,6.0,9798,957.0,0.006269592476489028,0.005613390487854664
1303,TJK,2016,Summer,0,7,8663575.0,3991.0,1.0,0.0,0.0,1.0,9798,957.0,0.0010449320794148381,0.0007144315166360481
1304,TKM,2016,Summer,0,9,5662371.0,23813.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0009185548071034905
1305,TOG,2016,Summer,0,5,7509952.0,1400.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0005103082261686059
1306,TTO,2016,Summer,0,34,1377563.0,29178.0,0.0,0.0,1.0,1.0,9798,957.0,0.0010449320794148381,0.00347009593794652
1307,TUN,2016,Summer,0,50,11303942.0,11073.0,0.0,0.0,3.0,3.0,9798,957.0,0.003134796238244514,0.005103082261686058
1308,TUR,2016,Summer,0,115,79827868.0,17906.0,1.0,3.0,4.0,8.0,9798,957.0,0.008359456635318705,0.011737089201877934
1309,UAE,2016,Summer,0,12,9360975.0,75876.0,0.0,0.0,1.0,1.0,9798,957.0,0.0010449320794148381,0.001224739742804654
1310,UGA,2016,Summer,0,23,39649173.0,1980.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.002347417840375587
1311,UKR,2016,Summer,0,231,45004673.0,9214.0,2.0,5.0,4.0,11.0,9798,957.0,0.011494252873563218,0.02357624004898959
1312,USA,2016,Summer,0,497,323071755.0,53015.0,46.0,37.0,38.0,121.0,9798,957.0,0.12643678160919541,0.050724637681159424
1313,UZB,2016,Summer,0,79,31847900.0,10381.0,4.0,2.0,7.0,13.0,9798,957.0,0.013584117032392894,0.008062869973463973
1314,VEN,2016,Summer,0,96,29851249.0,15219.0,0.0,2.0,1.0,3.0,9798,957.0,0.003134796238244514,0.009797917942437232
1315,VIE,2016,Summer,0,28,93640435.0,6062.0,1.0,1.0,0.0,2.0,9798,957.0,0.0020898641588296763,0.0028577260665441926
1316,YEM,2016,Summer,0,3,27168210.0,2506.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0003061849357011635
1317,ZAM,2016,Summer,0,7,16363449.0,3479.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0007144315166360481
1318,ZIM,2016,Summer,0,15,14030338.0,1534.0,0.0,0.0,0.0,0.0,9798,957.0,0.0,0.0015309246785058174
1319,ALB,1992,Summer,0,9,3247039.0,2841.77,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.001052262364082778
1320,ALG,1992,Summer,0,27,27028330.0,4850.22,1.0,0.0,1.0,2.0,8553,687.0,0.002911208151382824,0.003156787092248334
1321,ANG,1992,Summer,0,32,12657361.0,1389.33,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0037413772945165437
1322,ARG,1992,Summer,0,84,33529320.0,12267.08,0.0,0.0,1.0,1.0,8553,687.0,0.001455604075691412,0.009821115398105928
1323,AUS,1992,Summer,0,267,17495000.0,27560.18,7.0,9.0,11.0,27.0,8553,687.0,0.039301310043668124,0.031217116801122415
1324,AUT,1992,Summer,0,98,7840709.0,28072.44,0.0,2.0,0.0,2.0,8553,687.0,0.002911208151382824,0.011457967964456917
1325,BAN,1992,Summer,0,6,107983708.0,1062.46,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0007015082427218519
1326,BAR,1992,Summer,0,19,262890.0,11427.27,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.002221442768619198
1327,BEL,1992,Summer,0,90,10045158.0,28199.57,0.0,1.0,2.0,3.0,8553,687.0,0.004366812227074236,0.01052262364082778
1328,BEN,1992,Summer,0,7,5331805.0,1790.53,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0008184262831754939
1329,BIH,1992,Summer,0,13,4233673.0,3830.22,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.001519934525897346
1330,BOL,1992,Summer,0,18,7160917.0,3592.14,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.002104524728165556
1331,BOT,1992,Summer,0,6,1363541.0,5733.63,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0007015082427218519
1332,BRA,1992,Summer,0,167,154259382.0,7812.79,2.0,1.0,0.0,3.0,8553,687.0,0.004366812227074236,0.019525312755758212
1333,BRN,1992,Summer,0,12,523082.0,7993.89,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0014030164854437039
1334,BRN,1992,Summer,0,12,273888.0,7993.89,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0014030164854437039
1335,BUL,1992,Summer,0,209,8540164.0,7846.12,3.0,7.0,6.0,16.0,8553,687.0,0.023289665211062592,0.024435870454811177
1336,BUR,1992,Summer,0,4,9297110.0,1264.99,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.00046767216181456796
1337,CAF,1992,Summer,0,18,2959236.0,965.19,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.002104524728165556
1338,CAN,1992,Summer,0,341,28371264.0,29141.19,7.0,4.0,7.0,18.0,8553,687.0,0.026200873362445413,0.03986905179469192
1339,CHA,1992,Summer,0,7,6356741.0,698.74,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0008184262831754939
1340,CHI,1992,Summer,0,14,142006.0,11773.3,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0016368525663509879
1341,CHI,1992,Summer,0,14,13719818.0,11773.3,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0016368525663509879
1342,CHN,1992,Summer,0,314,1164970000.0,3227.74,16.0,22.0,16.0,54.0,8553,687.0,0.07860262008733625,0.036712264702443584
1343,CIV,1992,Summer,0,11,12812428.0,2011.57,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.001286098444990062
1344,CMR,1992,Summer,0,9,12499499.0,1754.25,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.001052262364082778
1345,COD,1992,Summer,0,16,37333917.0,656.69,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0018706886472582718
1346,COL,1992,Summer,0,38,34422568.0,7888.11,0.0,0.0,1.0,1.0,8553,687.0,0.001455604075691412,0.004442885537238396
1347,CRC,1992,Summer,0,20,3286525.0,8038.77,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.00233836080907284
1348,CRO,1992,Summer,0,39,4575818.0,9331.89,0.0,1.0,2.0,3.0,8553,687.0,0.004366812227074236,0.004559803577692038
1349,CUB,1992,Summer,0,121,10736386.0,3399.96,14.0,6.0,11.0,31.0,8553,687.0,0.04512372634643377,0.014147082894890682
1350,CYP,1992,Summer,0,18,800610.0,16570.4,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.002104524728165556
1351,DEN,1992,Summer,0,98,5171370.0,30573.57,1.0,1.0,4.0,6.0,8553,687.0,0.008733624454148471,0.011457967964456917
1352,DJI,1992,Summer,0,8,615050.0,2141.63,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0009353443236291359
1353,DOM,1992,Summer,0,13,7408339.0,4185.41,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.001519934525897346
1354,ECU,1992,Summer,0,15,10716131.0,6715.47,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.00175377060680463
1355,EGY,1992,Summer,0,37,58666812.0,4338.95,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.004325967496784754
1356,ESA,1992,Summer,0,6,5416327.0,3750.52,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0007015082427218519
1357,ESP,1992,Summer,1,342,39157685.0,20329.17,13.0,7.0,2.0,22.0,8553,687.0,0.03202328966521106,0.03998596983514556
1358,EST,1992,Summer,0,39,1533091.0,13214.39,1.0,0.0,1.0,2.0,8553,687.0,0.002911208151382824,0.004559803577692038
1359,ETH,1992,Summer,0,21,51423591.0,708.37,1.0,0.0,2.0,3.0,8553,687.0,0.004366812227074236,0.002455278849526482
1360,FIN,1992,Summer,0,111,5041992.0,24219.76,1.0,2.0,2.0,5.0,8553,687.0,0.00727802037845706,0.012977902490354262
1361,FRA,1992,Summer,0,340,58851216.0,28619.8,8.0,5.0,16.0,29.0,8553,687.0,0.042212518195050945,0.03975213375423828
1362,GAB,1992,Summer,0,5,1002573.0,8194.5,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.00058459020226821
1363,GAM,1992,Summer,0,5,1027476.0,1391.41,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.00058459020226821
1364,GBR,1992,Summer,0,388,57580402.0,25790.18,5.0,3.0,12.0,20.0,8553,687.0,0.02911208151382824,0.045364199696013095
1365,GEQ,1992,Summer,0,8,447269.0,2690.63,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0009353443236291359
1366,GER,1992,Summer,0,465,80624598.0,27385.06,33.0,21.0,28.0,82.0,8553,687.0,0.11935953420669577,0.05436688881094353
1367,GHA,1992,Summer,0,18,15653345.0,1771.6,0.0,0.0,1.0,1.0,8553,687.0,0.001455604075691412,0.002104524728165556
1368,GRE,1992,Summer,0,61,10399061.0,16545.96,2.0,0.0,0.0,2.0,8553,687.0,0.002911208151382824,0.007132000467672162
1369,GUA,1992,Summer,0,32,9544055.0,5303.6,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0037413772945165437
1370,GUI,1992,Summer,0,11,6716032.0,833.23,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.001286098444990062
1371,HAI,1992,Summer,0,8,7319491.0,1535.97,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0009353443236291359
1372,HKG,1992,Summer,0,52,5800500.0,30202.54,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.006079738103589384
1373,HON,1992,Summer,0,27,5244677.0,3094.55,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.003156787092248334
1374,HUN,1992,Summer,0,271,10369341.0,9153.92,11.0,12.0,7.0,30.0,8553,687.0,0.043668122270742356,0.03168478896293698
1375,INA,1992,Summer,0,38,187739786.0,4536.41,2.0,2.0,1.0,5.0,8553,687.0,0.00727802037845706,0.004442885537238396
1376,IND,1992,Summer,0,41,909307018.0,2115.26,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0047936396585993215
1377,IRL,1992,Summer,0,63,3558430.0,20032.72,1.0,1.0,0.0,2.0,8553,687.0,0.002911208151382824,0.0073658365485794455
1378,IRQ,1992,Summer,0,8,18402740.0,2046.18,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0009353443236291359
1379,ISL,1992,Summer,0,17,261057.0,26859.28,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.001987606687711914
1380,ISR,1992,Summer,0,42,5123000.0,21531.6,0.0,1.0,1.0,2.0,8553,687.0,0.002911208151382824,0.004910557699052964
1381,ITA,1992,Summer,0,300,56797087.0,26960.61,6.0,5.0,8.0,19.0,8553,687.0,0.027656477438136828,0.035075412136092596
1382,JAM,1992,Summer,0,37,2461047.0,6292.03,0.0,3.0,1.0,4.0,8553,687.0,0.005822416302765648,0.004325967496784754
1383,JOR,1992,Summer,0,5,3977667.0,6456.12,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.00058459020226821
1384,JPN,1992,Summer,0,297,124425000.0,30977.81,3.0,8.0,11.0,22.0,8553,687.0,0.03202328966521106,0.03472465801473167
1385,KEN,1992,Summer,0,51,25326080.0,1724.87,2.0,4.0,2.0,8.0,8553,687.0,0.011644832605531296,0.005962820063135742
1386,KOR,1992,Summer,0,208,43747962.0,15712.0,12.0,5.0,12.0,29.0,8553,687.0,0.042212518195050945,0.024318952414357536
1387,KSA,1992,Summer,0,15,17282686.0,17905.28,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.00175377060680463
1388,LAO,1992,Summer,0,7,4500346.0,1563.91,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0008184262831754939
1389,LAT,1992,Summer,0,37,2614338.0,9411.2,0.0,2.0,1.0,3.0,8553,687.0,0.004366812227074236,0.004325967496784754
1390,LBA,1992,Summer,0,5,4650896.0,6113.35,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.00058459020226821
1391,LES,1992,Summer,0,8,1782284.0,1914.62,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0009353443236291359
1392,LTU,1992,Summer,0,51,3700114.0,10240.94,1.0,0.0,1.0,2.0,8553,687.0,0.002911208151382824,0.005962820063135742
1393,LUX,1992,Summer,0,8,392175.0,39231.59,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0009353443236291359
1394,MAD,1992,Summer,0,16,12301338.0,1152.65,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0018706886472582718
1395,MAR,1992,Summer,0,27,25711410.0,4194.45,1.0,1.0,1.0,3.0,8553,687.0,0.004366812227074236,0.003156787092248334
1396,MAS,1992,Summer,0,12,19002660.0,9383.93,0.0,0.0,1.0,1.0,8553,687.0,0.001455604075691412,0.0014030164854437039
1397,MAW,1992,Summer,0,4,9685974.0,802.93,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.00046767216181456796
1398,MEX,1992,Summer,0,100,87075136.0,10262.21,0.0,1.0,0.0,1.0,8553,687.0,0.001455604075691412,0.0116918040453642
1399,MGL,1992,Summer,0,35,2243495.0,1841.01,0.0,0.0,2.0,2.0,8553,687.0,0.002911208151382824,0.00409213141587747
1400,MLI,1992,Summer,0,6,8850334.0,1115.41,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0007015082427218519
1401,MLT,1992,Summer,0,8,367618.0,14341.3,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0009353443236291359
1402,MOZ,1992,Summer,0,7,13805999.0,1482.42,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0008184262831754939
1403,MRI,1992,Summer,0,18,1084441.0,12002.38,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.002104524728165556
1404,MTN,1992,Summer,0,6,2142645.0,1559.9,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0007015082427218519
1405,MYA,1992,Summer,0,5,42401686.0,1283.83,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.00058459020226821
1406,NAM,1992,Summer,0,10,1516951.0,5532.67,0.0,2.0,0.0,2.0,8553,687.0,0.002911208151382824,0.00116918040453642
1407,NCA,1992,Summer,0,9,4364514.0,2163.42,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.001052262364082778
1408,NED,1992,Summer,0,152,15184166.0,28555.73,2.0,6.0,7.0,15.0,8553,687.0,0.021834061135371178,0.017771542148953583
1409,NEP,1992,Summer,0,2,19938322.0,1374.66,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.00023383608090728398
1410,NGR,1992,Summer,0,43,100161708.0,1793.94,0.0,3.0,1.0,4.0,8553,687.0,0.005822416302765648,0.005027475739506606
1411,NIG,1992,Summer,0,3,8566773.0,785.26,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.00035075412136092597
1412,NOR,1992,Summer,0,82,4286401.0,33041.21,2.0,4.0,1.0,7.0,8553,687.0,0.010189228529839884,0.009587279317198643
1413,NZL,1992,Summer,0,109,3531700.0,21093.06,1.0,4.0,5.0,10.0,8553,687.0,0.01455604075691412,0.012744066409446978
1414,OMA,1992,Summer,0,5,1983272.0,12251.16,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.00058459020226821
1415,PAK,1992,Summer,0,12,113911126.0,2732.38,0.0,0.0,1.0,1.0,8553,687.0,0.001455604075691412,0.0014030164854437039
1416,PAN,1992,Summer,0,7,2575949.0,8148.63,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0008184262831754939
1417,PAR,1992,Summer,0,14,4445019.0,5186.56,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0016368525663509879
1418,PER,1992,Summer,0,19,22966822.0,4698.48,0.0,1.0,0.0,1.0,8553,687.0,0.001455604075691412,0.002221442768619198
1419,PHI,1992,Summer,0,35,65020124.0,3399.24,0.0,0.0,1.0,1.0,8553,687.0,0.001455604075691412,0.00409213141587747
1420,POL,1992,Summer,0,198,38363667.0,7873.92,3.0,6.0,10.0,19.0,8553,687.0,0.027656477438136828,0.023149772009821115
1421,POR,1992,Summer,0,94,9952494.0,18598.53,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.010990295802642347
1422,PRK,1992,Summer,0,110,20937407.0,2120.55,4.0,0.0,5.0,9.0,8553,687.0,0.013100436681222707,0.01286098444990062
1423,PUR,1992,Summer,0,72,3585176.0,18290.73,0.0,0.0,1.0,1.0,8553,687.0,0.001455604075691412,0.008418098912662224
1424,QAT,1992,Summer,0,11,495403.0,15042.12,0.0,0.0,1.0,1.0,8553,687.0,0.001455604075691412,0.001286098444990062
1425,ROU,1992,Summer,0,238,22794284.0,4818.3,4.0,6.0,8.0,18.0,8553,687.0,0.026200873362445413,0.027826493627966794
1426,RSA,1992,Summer,0,121,38672611.0,5901.98,0.0,2.0,0.0,2.0,8553,687.0,0.002911208151382824,0.014147082894890682
1427,RWA,1992,Summer,0,10,6702239.0,1301.69,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.00116918040453642
1428,SEN,1992,Summer,0,22,7990090.0,1942.93,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.002572196889980124
1429,SEY,1992,Summer,0,21,70763.0,9304.81,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.002455278849526482
1430,SGP,1992,Summer,0,35,3230698.0,24775.57,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.00409213141587747
1431,SLE,1992,Summer,0,12,4347727.0,1354.97,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0014030164854437039
1432,SLO,1992,Summer,0,41,1996498.0,15462.71,0.0,0.0,2.0,2.0,8553,687.0,0.002911208151382824,0.0047936396585993215
1433,SRI,1992,Summer,0,16,17736827.0,4020.97,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0018706886472582718
1434,SUD,1992,Summer,0,7,21696240.0,1336.05,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.0008184262831754939
1435,SUI,1992,Summer,0,147,6875364.0,34356.8,1.0,0.0,0.0,1.0,8553,687.0,0.001455604075691412,0.017186951946685375
1436,SWE,1992,Summer,0,169,8668067.0,27198.53,1.0,7.0,4.0,12.0,8553,687.0,0.017467248908296942,0.019759148836665498
1437,SWZ,1992,Summer,0,10,866995.0,3901.4,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.00116918040453642
1438,SYR,1992,Summer,0,9,13187669.0,10002.28,0.0,0.0,0.0,0.0,8553,687.0,0.0,0.001052262364082778
