NOC,Year,Medal_Bronze,Medal_Silver,Medal_Gold
SKN,2012,0,0,0
SKN,2016,0,0,0
SLE,1968,0,0,0
SLE,1980,0,0,0
SLE,1984,0,0,0
SLE,1988,0,0,0
SLE,1992,0,0,0
SLE,1996,0,0,0
SLE,2000,0,0,0
SLE,2004,0,0,0
SLE,2008,0,0,0
SLE,2012,0,0,0
SLE,2016,0,0,0
SLO,1992,3,0,0
SLO,1996,0,2,0
SLO,2000,0,0,3
SLO,2004,3,2,0
SLO,2008,2,2,1
SLO,2012,3,1,1
SLO,2016,1,2,1
SMR,1960,0,0,0
SMR,1968,0,0,0
SMR,1972,0,0,0
SMR,1976,0,0,0
SMR,1980,0,0,0
SMR,1984,0,0,0
SMR,1988,0,0,0
SMR,1992,0,0,0
SMR,1996,0,0,0
SMR,2000,0,0,0
SMR,2004,0,0,0
SMR,2008,0,0,0
SMR,2012,0,0,0
SMR,2016,0,0,0
SOL,1984,0,0,0
SOL,1988,0,0,0
SOL,1992,0,0,0
SOL,1996,0,0,0
SOL,2000,0,0,0
SOL,2004,0,0,0
SOL,2008,0,0,0
SOL,2012,0,0,0
SOL,2016,0,0,0
SOM,1972,0,0,0
SOM,1984,0,0,0
SOM,1988,0,0,0
SOM,1996,0,0,0
SOM,2000,0,0,0
SOM,2004,0,0,0
SOM,2008,0,0,0
SOM,2012,0,0,0
SOM,2016,0,0,0
SRB,1912,0,0,0
SRB,2008,2,1,0
SRB,2012,2,1,1
SRB,2016,13,15,2
SRI,1948,0,1,0
SRI,1952,0,0,0
SRI,1956,0,0,0
SRI,1960,0,0,0
SRI,1964,0,0,0
SRI,1968,0,0,0
SRI,1972,0,0,0
SRI,1980,0,0,0
SRI,1984,0,0,0
SRI,1988,0,0,0
SRI,1992,0,0,0
SRI,1996,0,0,0
SRI,2000,0,1,0
SRI,2004,0,0,0
SRI,2008,0,0,0
SRI,2012,0,0,0
SRI,2016,0,0,0
SSD,2016,0,0,0
STP,1996,0,0,0
STP,2000,0,0,0
STP,2004,0,0,0
STP,2008,0,0,0
STP,2012,0,0,0
STP,2016,0,0,0
SUD,1960,0,0,0
SUD,1968,0,0,0
SUD,1972,0,0,0
SUD,1984,0,0,0
SUD,1988,0,0,0
SUD,1992,0,0,0
SUD,1996,0,0,0
SUD,2000,0,0,0
SUD,2004,0,0,0
SUD,2008,0,1,0
SUD,2012,0,0,0
SUD,2016,0,0,0
SUI,1896,0,2,1
SUI,1900,1,4,8
SUI,1904,2,0,1
SUI,1906,1,3,4
SUI,1908,0,0,0
SUI,1912,0,0,2
SUI,1920,9,2,2
SUI,1924,11,8,9
SUI,1928,4,6,9
SUI,1932,0,1,0
SUI,1936,5,9,5
SUI,1948,6,14,5
SUI,1952,7,6,2
SUI,1956,1,0,0
SUI,1960,6,3,0
SUI,1964,1,2,1
SUI,1968,4,3,0
SUI,1972,0,4,0
SUI,1976,2,1,1
SUI,1980,0,0,2
SUI,1984,4,4,0
SUI,1988,2,3,0
SUI,1992,0,0,1
SUI,1996,0,3,5
SUI,2000,2,6,1
SUI,2004,3,2,1
SUI,2008,4,1,2
SUI,2012,0,2,2
SUI,2016,2,2,3
SUR,1968,0,0,0
SUR,1972,0,0,0
SUR,1976,0,0,0
SUR,1984,0,0,0
SUR,1988,0,0,1
SUR,1992,1,0,0
SUR,1996,0,0,0
SUR,2000,0,0,0
SUR,2004,0,0,0
SUR,2008,0,0,0
SUR,2012,0,0,0
SUR,2016,0,0,0
SVK,1996,1,1,1
SVK,2000,1,3,1
SVK,2004,2,2,2
SVK,2008,1,2,3
SVK,2012,3,1,0
SVK,2016,0,2,2
SWE,1896,0,0,0
SWE,1900,1,0,1
SWE,1906,7,5,2
SWE,1908,11,10,8
SWE,1912,18,34,31
SWE,1920,25,23,24
SWE,1924,12,13,4
SWE,1928,17,6,7
SWE,1932,9,5,13
SWE,1936,14,5,6
SWE,1948,22,13,17
SWE,1952,12,15,12
SWE,1956,6,5,12
SWE,1960,3,2,1
SWE,1964,4,4,2
SWE,1968,1,1,4
SWE,1972,6,8,4
SWE,1976,0,1,4
SWE,1980,7,3,3
SWE,1984,6,11,2
SWE,1988,7,4,0
SWE,1992,4,7,1
SWE,1996,2,4,2
SWE,2000,3,5,4
SWE,2004,1,2,4
SWE,2008,1,4,0
SWE,2012,3,4,1
SWE,2016,3,6,2
SWZ,1972,0,0,0
SWZ,1984,0,0,0
SWZ,1988,0,0,0
SWZ,1992,0,0,0
SWZ,1996,0,0,0
SWZ,2000,0,0,0
SWZ,2004,0,0,0
SWZ,2008,0,0,0
SWZ,2012,0,0,0
SWZ,2016,0,0,0
SYR,1948,0,0,0
SYR,1968,0,0,0
SYR,1972,0,0,0
SYR,1980,0,0,0
SYR,1984,0,1,0
SYR,1988,0,0,0
SYR,1992,0,0,0
SYR,1996,0,0,1
SYR,2000,0,0,0
SYR,2004,1,0,0
SYR,2008,0,0,0
SYR,2012,0,0,0
SYR,2016,0,0,0
TAN,1964,0,0,0
TAN,1968,0,0,0
TAN,1972,0,0,0
TAN,1980,0,2,0
TAN,1984,0,0,0
TAN,1988,0,0,0
TAN,1992,0,0,0
TAN,1996,0,0,0
TAN,2000,0,0,0
TAN,2004,0,0,0
TAN,2008,0,0,0
TAN,2012,0,0,0
TAN,2016,0,0,0
TCH,1920,2,0,0
TCH,1924,5,4,1
TCH,1928,2,5,2
TCH,1932,2,3,1
TCH,1936,1,5,3
TCH,1948,3,2,6
TCH,1952,3,3,7
TCH,1956,1,5,1
TCH,1960,11,2,4
TCH,1964,12,6,5
TCH,1968,4,2,7
TCH,1972,2,6,2
TCH,1976,9,2,2
TCH,1980,10,3,2
TCH,1988,2,3,3
TCH,1992,1,1,4
TGA,1984,0,0,0
TGA,1988,0,0,0
TGA,1992,0,0,0
TGA,1996,0,1,0
TGA,2000,0,0,0
TGA,2004,0,0,0
TGA,2008,0,0,0
TGA,2012,0,0,0
TGA,2016,0,0,0
THA,1952,0,0,0
THA,1956,0,0,0
THA,1960,0,0,0
THA,1964,0,0,0
THA,1968,0,0,0
THA,1972,0,0,0
THA,1976,1,0,0
THA,1984,0,1,0
THA,1988,1,0,0
THA,1992,1,0,0
THA,1996,1,0,1
THA,2000,2,0,1
THA,2004,4,1,3
THA,2008,0,2,2
THA,2012,1,2,0
THA,2016,2,2,2
TJK,1996,0,0,0
TJK,2000,0,0,0
TJK,2004,0,0,0
TJK,2008,1,1,0
TJK,2012,1,0,0
TJK,2016,0,0,1
TKM,1996,0,0,0
TKM,2000,0,0,0
TKM,2004,0,0,0
TKM,2008,0,0,0
TKM,2012,0,0,0
TKM,2016,0,0,0
TLS,2004,0,0,0
TLS,2008,0,0,0
TLS,2012,0,0,0
TLS,2016,0,0,0
TOG,1972,0,0,0
TOG,1984,0,0,0
TOG,1988,0,0,0
TOG,1992,0,0,0
TOG,1996,0,0,0
TOG,2000,0,0,0
TOG,2004,0,0,0
TOG,2008,1,0,0
TOG,2012,0,0,0
TOG,2016,0,0,0
TPE,1956,0,0,0
TPE,1960,0,1,0
TPE,1964,0,0,0
TPE,1968,1,0,0
TPE,1972,0,0,0
TPE,1984,1,0,0
TPE,1988,0,0,0
TPE,1992,0,1,0
TPE,1996,0,1,0
TPE,2000,4,1,0
TPE,2004,1,2,2
TPE,2008,4,0,0
TPE,2012,1,1,0
TPE,2016,2,0,1
TTO,1948,0,1,0
TTO,1952,2,0,0
TTO,1956,0,0,0
TTO,1964,2,1,0
TTO,1968,0,0,0
TTO,1972,0,0,0
TTO,1976,0,0,1
TTO,1980,0,0,0
TTO,1984,0,0,0
TTO,1988,0,0,0
TTO,1992,0,0,0
TTO,1996,2,0,0
TTO,2000,1,1,0
TTO,2004,1,0,0
TTO,2008,0,1,1
TTO,2012,2,1,1
TTO,2016,1,0,0
TUN,1960,0,0,0
TUN,1964,1,1,0
TUN,1968,1,0,1
TUN,1972,0,1,0
TUN,1976,0,0,0
TUN,1984,0,0,0
TUN,1988,0,0,0
TUN,1992,0,0,0
TUN,1996,1,0,0
TUN,2000,0,0,0
TUN,2004,0,0,0
TUN,2008,0,0,1
TUN,2012,1,1,1
TUN,2016,3,0,0
TUR,1906,0,0,0
TUR,1912,0,0,0
TUR,1924,0,0,0
TUR,1928,0,0,0
TUR,1932,0,0,0
TUR,1936,1,0,1
TUR,1948,2,4,6
TUR,1952,1,0,2
TUR,1956,2,2,3
TUR,1960,0,2,7
TUR,1964,1,3,2
TUR,1968,0,0,2
TUR,1972,0,1,0
TUR,1976,0,0,0
TUR,1984,3,0,0
TUR,1988,0,1,1
TUR,1992,2,2,2
TUR,1996,1,1,4
TUR,2000,2,0,3
TUR,2004,5,3,3
TUR,2008,3,3,1
TUR,2012,1,2,2
TUR,2016,4,3,1
TUV,2008,0,0,0
TUV,2012,0,0,0
TUV,2016,0,0,0
UAE,1984,0,0,0
UAE,1988,0,0,0
UAE,1992,0,0,0
UAE,1996,0,0,0
UAE,2000,0,0,0
UAE,2004,0,0,1
UAE,2008,0,0,0
UAE,2012,0,0,0
UAE,2016,1,0,0
UAR,1960,1,1,0
UGA,1956,0,0,0
UGA,1960,0,0,0
UGA,1964,0,0,0
UGA,1968,1,1,0
UGA,1972,0,1,1
UGA,1980,0,1,0
UGA,1984,0,0,0
UGA,1988,0,0,0
UGA,1992,0,0,0
UGA,1996,1,0,0
UGA,2000,0,0,0
UGA,2004,0,0,0
UGA,2008,0,0,0
UGA,2012,0,0,1
UGA,2016,0,0,0
UKR,1996,12,5,9
UKR,2000,10,10,3
UKR,2004,12,8,8
UKR,2008,15,5,7
UKR,2012,9,5,9
UKR,2016,4,5,2
UNK,1912,0,0,0
URS,1952,19,52,22
URS,1956,34,41,38
URS,1960,32,43,44
URS,1964,35,43,31
URS,1968,49,32,30
URS,1972,22,27,62
URS,1976,47,58,60
URS,1980,65,90,92
URS,1988,58,42,66
URU,1924,0,0,1
URU,1928,0,0,1
URU,1932,1,0,0
URU,1936,0,0,0
URU,1948,2,1,0
URU,1952,14,0,0
URU,1956,12,0,0
URU,1960,0,0,0
URU,1964,1,0,0
URU,1968,0,0,0
URU,1972,0,0,0
URU,1976,0,0,0
URU,1984,0,0,0
URU,1988,0,0,0
URU,1992,0,0,0
URU,1996,0,0,0
URU,2000,0,1,0
URU,2004,0,0,0
URU,2008,0,0,0
URU,2012,0,0,0
URU,2016,0,0,0
USA,1896,2,7,11
USA,1900,15,15,29
USA,1904,71,77,78
USA,1906,6,6,12
USA,1908,12,12,23
USA,1912,19,19,26
USA,1920,27,27,50
USA,1924,29,27,52
USA,1928,17,18,31
USA,1932,30,40,66
USA,1936,12,21,45
USA,1948,19,27,62
USA,1952,17,19,70
USA,1956,17,26,54
USA,1960,18,21,47
USA,1964,32,27,57
USA,1968,35,29,58
USA,1972,32,50,35
USA,1976,33,50,45
USA,1984,32,74,116
USA,1988,46,33,47
USA,1992,49,37,49
USA,1996,27,37,66
USA,2000,35,25,58
USA,2004,38,48,54
USA,2008,42,39,64
USA,2012,31,28,74
USA,2016,36,36,76
UZB,1996,1,1,0
UZB,2000,2,1,1
UZB,2004,2,1,2
UZB,2008,3,2,1
UZB,2012,2,0,1
UZB,2016,7,2,4
VAN,1988,0,0,0
VAN,1992,0,0,0
VAN,1996,0,0,0
VAN,2000,0,0,0
VAN,2004,0,0,0
VAN,2008,0,0,0
VAN,2012,0,0,0
VAN,2016,0,0,0
VEN,1932,0,0,0
VEN,1948,0,0,0
VEN,1952,1,0,0
VEN,1956,0,0,0
VEN,1960,1,0,0
VEN,1964,0,0,0
VEN,1968,0,0,1
VEN,1972,0,0,0
VEN,1976,0,1,0
VEN,1980,0,1,0
VEN,1984,3,0,0
VEN,1988,0,0,0
VEN,1992,0,0,0
VEN,1996,0,0,0
VEN,2000,0,0,0
VEN,2004,2,0,0
VEN,2008,1,0,0
VEN,2012,0,0,1
VEN,2016,2,1,0
VIE,1980,0,0,0
VIE,1988,0,0,0
VIE,1992,0,0,0
VIE,1996,0,0,0
VIE,2000,0,1,0
VIE,2004,0,0,0
VIE,2008,0,1,0
VIE,2012,0,0,0
VIE,2016,0,1,1
VIN,1988,0,0,0
VIN,1992,0,0,0
VIN,1996,0,0,0
VIN,2000,0,0,0
VIN,2004,0,0,0
VIN,2008,0,0,0
VIN,2012,0,0,0
VIN,2016,0,0,0
VNM,1952,0,0,0
VNM,1956,0,0,0
VNM,1960,0,0,0
VNM,1964,0,0,0
VNM,1968,0,0,0
VNM,1972,0,0,0
WIF,1960,2,0,0
YAR,1984,0,0,0
YAR,1988,0,0,0
YEM,1992,0,0,0
YEM,1996,0,0,0
YEM,2000,0,0,0
YEM,2004,0,0,0
YEM,2008,0,0,0
YEM,2012,0,0,0
YEM,2016,0,0,0
YMD,1988,0,0,0
YUG,1920,0,0,0
YUG,1924,0,0,2
YUG,1928,3,1,1
YUG,1932,0,0,0
YUG,1936,0,1,0
YUG,1948,0,2,0
YUG,1952,0,2,1
YUG,1956,0,3,0
YUG,1960,0,1,1
YUG,1964,2,1,2
YUG,1968,2,14,3
YUG,1972,2,1,2
YUG,1976,3,14,2
YUG,1980,17,4,13
YUG,1984,19,4,7
YUG,1988,6,26,3
ZAM,1964,0,0,0
ZAM,1968,0,0,0
ZAM,1972,0,0,0
ZAM,1980,0,0,0
ZAM,1984,1,0,0
ZAM,1988,0,0,0
ZAM,1992,0,0,0
ZAM,1996,0,1,0
ZAM,2000,0,0,0
ZAM,2004,0,0,0
ZAM,2008,0,0,0
ZAM,2012,0,0,0
ZAM,2016,0,0,0
ZIM,1928,0,0,0
ZIM,1960,0,0,0
ZIM,1964,0,0,0
ZIM,1980,0,0,1
ZIM,1984,0,0,0
ZIM,1988,0,0,0
ZIM,1992,0,0,0
ZIM,1996,0,0,0
ZIM,2000,0,0,0
ZIM,2004,1,1,1
ZIM,2008,0,3,1
ZIM,2012,0,0,0
ZIM,2016,0,0,0
